,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
release1--release3,0.0,0.0,100.0,19.24107142857143
release2--release4,0.0,0.0,100.0,16.865367839488222
release3--release5,0.0,0.0,100.0,16.825672159583693
release4--release6,0.0,0.0,100.0,16.580310880829018
release5--release7,0.0,0.0,87.24,95.4796320630749
release6--release8,0.0,0.0,100.0,22.945736434108532
release7--release9,0.0,0.0,87.33,92.43027888446214
release8--release10,0.0,0.0,73.07,85.81447963800906
release9--release11,0.0,0.0,78.71,82.13292898660602
release10--release12,0.0,0.0,91.18,98.46016514170944
release11--release13,0.0,0.0,92.74,99.57312963379016
release12--release14,0.0,0.0,91.52,97.21355327686135
release13--release15,0.0,0.0,91.49,94.79971890372452
release14--release16,0.0,0.0,88.5,96.30459126539753
release15--release17,0.0,0.0,93.02,96.5168274888209
release16--release18,0.0,0.0,95.06,99.84058301070371
release17--release19,0.0,0.0,94.85,99.52585233687063
release18--release20,0.0,0.0,84.76,92.38197424892704
release19--release21,0.0,0.0,82.66,91.59983115238497
release20--release22,0.0,0.0,85.77,96.88427299703264
release21--release23,0.0,0.0,84.29,96.26110307787647
release22--release24,0.0,0.0,89.76,98.09027777777779
release23--release25,0.0,0.0,89.85,98.36854214599457
release24--release26,0.0,0.0,89.74,98.44009983361065
release25--release27,0.0,0.0,91.18,98.90654012791418
release26--release28,0.0,0.0,91.13,99.13491246138003
release27--release29,0.0,0.0,92.78,99.81257809246148
release28--release30,0.0,0.0,92.96,99.75031210986268
release29--release31,0.0,0.0,92.68,99.35711323102447
release30--release32,0.0,0.0,88.46,90.89644205923275
release31--release33,0.0,0.0,87.98,90.26461295418642
release32--release34,0.0,0.0,89.55,98.20198928844682
release33--release35,0.0,0.0,90.3,98.42175318501616
release34--release36,0.0,0.0,95.14,99.29402785727915
release35--release37,0.0,0.0,94.54,96.31372549019608
release36--release38,0.0,0.0,92.83,95.71841851494696
release37--release39,0.0,0.0,92.94,96.00545596258769
release38--release40,0.0,0.0,88.86,94.79462426651524
release39--release41,0.0,0.0,92.83,98.6822568671121
release40--release42,0.0,0.0,86.07,79.29131054131055
release41--release43,0.0,0.0,85.96,78.16008692502716
release42--release44,0.0,0.0,88.79,98.02460578755849
release43--release45,0.0,0.0,90.72,97.85664089950808
release44--release46,0.0,0.0,92.15,99.74137931034483
release45--release47,0.0,0.0,91.64,99.62251201098147
release46--release48,0.0,0.0,91.48,99.4681763595814
release47--release49,0.0,0.0,94.68,98.9192957991982
release48--release50,0.0,0.0,91.11,96.64668718613316
release49--release51,0.0,0.0,92.35,96.21212121212122
release50--release52,0.0,0.0,90.94,99.61597542242704
release51--release53,0.0,0.0,92.07,98.38605551969012
release52--release54,0.0,0.0,91.73,98.41986455981942
release53--release55,0.0,0.0,94.72,99.89804587935429
release54--release56,0.0,0.0,94.95,99.88125530110264
release55--release57,0.0,0.0,94.95,99.88125530110264
release56--release58,0.0,0.0,94.97,100.0
release57--release59,0.0,0.0,94.51,100.0
release58--release60,0.0,0.0,90.49,97.29866621644437
release59--release61,0.0,0.0,91.73,96.88188442636842
release60--release62,0.0,0.0,93.69,98.86996120762355
release61--release63,0.0,0.0,85.61,92.99187241220672
release62--release64,0.0,0.0,88.99,94.00853578463558
release63--release65,0.0,0.0,89.29,98.09097688292319
release64--release66,0.0,0.0,96.04,99.95214547774765
release65--release67,0.0,0.0,95.24,99.20087746787841
release66--release68,0.0,0.0,95.24,99.09218970104867
release67--release69,0.0,0.0,95.29,99.89235737351991
release68--release70,0.0,0.0,95.09,99.86185725249425
release69--release71,0.0,0.0,95.3,99.6931103268375
release70--release72,0.0,0.0,95.51,99.83134007973014
release71--release73,0.0,0.0,95.79,100.0
release72--release74,0.0,0.0,95.79,100.0
release73--release75,0.0,0.0,92.49,98.43202922819303
release74--release76,0.0,0.0,90.5,97.92817679558011
release75--release77,0.0,0.0,93.35,99.33110367892976
release76--release78,0.0,0.0,95.99,99.816091954023
release77--release79,0.0,0.0,95.93,99.69470309876355
release78--release80,0.0,0.0,96.07,99.52621121809567
release79--release81,0.0,0.0,94.61,98.84704073789393
release80--release82,0.0,0.0,92.69,97.86845310596833
release81--release83,0.0,0.0,91.14,98.0625
release82--release84,0.0,0.0,93.37,98.17035670356704
release83--release85,0.0,0.0,96.08,99.68666771110763
release84--release86,0.0,0.0,96.05,99.84438219732338
release85--release87,0.0,0.0,95.98,99.82887367766024
release86--release88,0.0,0.0,95.99,99.76708074534162
release87--release89,0.0,0.0,94.93,99.51908160099286
release88--release90,0.0,0.0,94.94,99.70542635658914
