CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
1da1e59f631ced58dfcc6066ca3bbfefd86bf500,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,47,33,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
02973a98a223c4b72126b6db3b1b6c1dbdc9239a,2,41,27,14,0,0,0,1,5,30,1,1,0.110580845,261,236,13,21,21,0,1128,1071,57,5,5,0,1,100.0,NoArch
b09a910942fc55bfb70f8493724cbbe4b2e0c348,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,63,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
9abd3d53da64e1dea137fd461d9d17875c8b72d7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,62,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
10e489919a9418c83f859901af215a52251fc552,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,78,20,0,0,0,0,0,0,0,0,0,2,100.0,NoArch
7eb9acc503b01b8c298f457b6d95575022af821d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,127,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
38d8377e912768e63fb518bbf6f65ede19b14618,1,122,49,73,0,0,0,6,14,963,1,1,0.0,411,180,8,46,30,16,2729,2407,322,14,14,0,1,100.0,NoArch
8ac759e0694b80b3cb3af74aadd5b6e4dba94f78,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,281,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
ede734b4d9dc7eb6709844693f73adaf3e4b1120,1,33,25,8,0,0,0,5,16,0,1,1,0.0,858,23,3,104,103,1,3757,3730,27,42,41,1,1,100.0,NoArch
5e53a056b0ed749d928008278a0949467fefa0d9,21,1601,619,982,7,0,7,1,40,201,2,5,2.836544931,11628,140,2,1953,1836,117,73229,68089,5140,1058,1015,43,1,99.10594546,NoArch
d3866bdd7f454c4c5e1f7bc20efe58340dd57cdc,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,75,17,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
b64c8d04089934384e968fb2341fae25c2d12191,1,9,1,8,0,0,0,3,6,112,1,1,0.0,290,91,0,36,36,0,1778,1778,0,14,14,0,1,100.0,NoArch
5be704c283a2eb553f9e8d37e15d8ab54315e20e,1,25,21,4,0,0,0,4,8,1,1,1,0.0,524,38,6,41,41,0,3814,3859,45,14,14,0,1,100.0,NoArch
5a6adf8f2e70596024af276ebe2294e4e9b1f5e5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,249,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
93f03ab440f8381bf940f1ddd41fdc2d91712fc2,4,143,2,141,2,0,2,1,6,38,2,3,1.901306043,249,112,3,23,17,6,986,617,369,16,10,6,2,99.85507246,NoArch
84bdfc7175ded9dabe03456817844528075eaf0c,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,139,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
97f999b8f901d8cb87efa0f785c21ff799eec9fb,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,22,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
aaf7f7ab61e80afbea97aa8567a0522bb7baa223,1,1,1,0,0,0,0,2,3,16,1,1,0.0,713,34,8,70,70,0,4093,4093,0,28,28,0,1,100.0,NoArch
6b5d21a13f0f30f677b0dcd19f825ff8ea0b4f1c,1,19,12,7,0,0,0,3,4,139,1,1,0.0,376,16,9,66,66,0,1231,1241,10,9,9,0,1,100.0,NoArch
8049c70aabe28ba9aa7e056314ea8abb61b2b42b,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,40,26,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
5dfd3d963762b23add165a9034c5ef93493d2bc7,15,2215,14,2201,9,0,9,4,8,696,5,7,2.903345228,3852,258,3,883,659,224,31903,20448,11455,462,373,89,1,99.32670728,NoArch
7d6947d73f05565a0d6c10d461d9b60e1b1482af,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,103,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
303076f2c4e87e5b37c84e6fe9c666eeb60dbf49,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,49,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
19c770e365ee165d76166dc66ef7679abae6143d,8,109,85,24,0,0,0,2,8,122,1,2,2.998841715,1373,35,21,120,120,0,5737,5737,0,56,56,0,1,100.0,NoArch
b7ef76b16bc4b585341a54876a9272dc5c6e758c,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
e296f0d7243f766442f8c57cb99bb12537def254,9,669,64,605,6,0,6,1,27,608,1,2,2.89628158,1038,211,2,152,109,43,7659,5269,2390,45,21,24,1,99.5081347,NoArch
9204456eee8522201649b31a949a5a77710c1b2e,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
b05e15de124a8f5f83611b286dfb55d3a68fa66e,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,50,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4d9ef89ca0a9d91da1330b041c985a18c5a943ed,1,15,8,7,0,0,0,3,8,548,1,1,0.0,541,91,0,74,73,1,2532,2507,25,17,17,0,1,100.0,NoArch
ad612c28bec3845775e12d6bc51ef724e6f78f06,1,21,0,21,0,0,0,8,30,440,1,1,0.0,586,22,1,75,71,4,2494,2416,78,15,15,0,1,100.0,NoArch
d1a7dbdd1dd5e7a5d65b95d045c85f885f1fe64f,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,47,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
8ccbb0b4b8767c87d680a5c6e5221f0ec280e88e,1,11,5,6,0,0,0,1,2,13,1,1,0.0,113,264,2,12,11,1,554,543,11,5,4,1,1,100.0,NoArch
baf97df5991542b449b19a00cc2bc3c60d723e01,1,1,1,0,0,0,0,2,2,18,1,1,0.0,201,146,21,25,25,0,929,929,0,9,9,0,1,100.0,NoArch
612a5199a551fddeffcffa48cee9f3e679d5459a,2,16,2,14,0,0,0,2,5,940,1,1,1.0,235,108,2,17,17,0,617,607,10,10,10,0,1,100.0,NoArch
6b5d21a13f0f30f677b0dcd19f825ff8ea0b4f1c,1,19,12,7,0,0,0,3,4,139,1,1,0.0,376,16,9,66,66,0,1231,1241,10,9,9,0,1,100.0,NoArch
aaed5dbd69d57391307afcb17381c72521f60d43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,51,37,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
a2f3728e6de8fda5d6c95d89cc89cd027c1d058c,2,11,4,7,0,0,0,2,3,0,1,2,0.566509507,999,59,8,74,73,1,5513,5479,34,31,31,0,1,100.0,NoArch
