CommitID,FileNum,TotalAddLines,TotalDeleteLines,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NDVE,NUC,AGE,NS,ND,Entropy ,LT,EXP,REXP
f6dc5c5c5978b51696d228581b7aabd84e1ff04d,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,18,16
d3a63dfeb666fc0db677ac52ee967aa4952373e9,2,206,44,src/plugin/languageidentifier/src/java/org/apache/nutch/analysis/lang/HTMLLanguageParser.java,145,44,98,0,0,2,3,368,1,2,0.801629102,169,1,1
,,,,src/plugin/languageidentifier/src/test/org/apache/nutch/analysis/lang/TestHTMLLanguageParser.java,61,0,71,,,,,,,,,,,
5007400ff1135687ca9ccbe3a65cddd2f16beba3,1,242,0,src/plugin/languageidentifier/src/test/org/apache/nutch/analysis/lang/TestLanguageIdentifier.java,242,0,0,1,0,1,1,0,1,1,0,0,2,2
1ce35e053ff78dbaad424849c9a3e6fed5fbe061,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,3,3
fcba0fd97b080be635b07b2c6ed1bdb0ef376647,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,19,17
edeb971e65dd97652196ca5534ffc3edab9c8a65,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,4,4
301022d0f0859aa20d45d8c7c1d574ce939db905,1,1,1,src/plugin/languageidentifier/src/test/org/apache/nutch/analysis/lang/TestLanguageIdentifier.java,1,1,242,0,0,1,2,6,1,1,0,242,5,5
c88b191c84d5d8fbad32b29eb77234dbd440c1b2,7,320,7,src/java/org/apache/nutch/parse/OutlinkExtractor.java,227,0,0,2,0,1,5,184,1,7,1.280557524,597,6,6
,,,,src/plugin/parse-ext/src/java/org/apache/nutch/parse/ext/ExtParser.java,2,1,164,,,,,,,,,,,
,,,,src/plugin/parse-msword/src/java/org/apache/nutch/parse/msword/MSWordParser.java,2,1,128,,,,,,,,,,,
,,,,src/plugin/parse-pdf/src/java/org/apache/nutch/parse/pdf/PdfParser.java,2,1,187,,,,,,,,,,,
,,,,src/plugin/parse-rtf/src/java/org/apache/nutch/parse/rtf/RTFParseFactory.java,5,2,68,,,,,,,,,,,
,,,,src/plugin/parse-text/src/java/org/apache/nutch/parse/text/TextParser.java,5,2,50,,,,,,,,,,,
,,,,src/test/org/apache/nutch/parse/TestOutlinkExtractor.java,77,0,0,,,,,,,,,,,
82254569c86212a377d76bf797eb4e5a76d564a6,2,2,2,src/plugin/languageidentifier/src/java/org/apache/nutch/analysis/lang/LanguageIdentifier.java,1,1,430,0,0,2,4,76,1,2,1,672,20,18
,,,,src/plugin/languageidentifier/src/test/org/apache/nutch/analysis/lang/TestLanguageIdentifier.java,1,1,242,,,,,,,,,,,
511fab9370828fee4bbc5b28027792738d7f9f15,11,52,769,src/java/org/apache/nutch/parse/OutlinkExtractor.java,0,227,227,0,3,0,4,108,1,9,2.346110031,1913,19,6
,,,,src/plugin/languageidentifier/src/java/org/apache/nutch/analysis/lang/HTMLLanguageParser.java,44,145,199,,,,,,,,,,,
,,,,src/plugin/languageidentifier/src/java/org/apache/nutch/analysis/lang/LanguageIdentifier.java,1,1,430,,,,,,,,,,,
