CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
6a49038d774a76e44d97f3c02c08609e8bdfc6ca,8,57,7,50,0,0,0,1,12,172,1,2,2.606145033,1007,117,17,131,109,22,5549,5167,382,66,59,7,1,100,NoArch
2dcef0b214d8248f1ce2cb35db89dacf78f28df3,1,3,1,2,0,0,0,5,32,21,1,1,0,235,36,4,28,27,1,1426,1411,15,6,6,0,1,100,NoArch
4351c65ffc92ca747bbd8639697194fd74ee670c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,100,NoArch
5cfe4cb58d1886b75bccf9f16a335f18338fa739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
e2a84f90e4a746f5f62e79a9214010f8c50ccb42,3,60,22,38,0,0,0,4,16,214,1,3,1.187039885,775,135,2,91,87,4,3087,2877,210,29,27,2,1,100,NoArch
1f694d8b3a602d8de1216cded8c5b0a6f3bb8088,1,2,0,2,0,0,0,5,14,128,1,1,0,603,113,3,99,99,0,4623,4610,13,19,19,0,1,100,NoArch
efeaf59e52ba67971558c2697cdaad4c60c55333,2,260,0,260,2,0,2,1,1,0,1,2,0.758760421,0,120,0,28,0,28,1017,0,1017,8,0,8,1,99.68414403,NoArch
d6bcefd926dffb02d8f6ebfebad8adeea31e8f50,3,47,79,32,0,0,0,3,13,543,1,2,1.058757828,995,212,0,82,83,1,4647,4737,90,19,19,0,1,100,NoArch
a9babcad4bf83717edb5e6a24955f37b034fc958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,100,NoArch
1f1ee03468f93d58181b8ccc568b455450384c08,3,3,2,1,0,0,0,5,29,166,1,2,1.521928095,862,19,6,142,142,0,5073,5060,13,50,50,0,1,100,NoArch
13f6eebad5303b6074d7239e82af5ff6d3178889,1,8,1,7,0,0,0,6,22,2,1,1,0,289,41,2,35,34,1,1818,1797,21,8,8,0,1,100,NoArch
c5fc4f3a80b11319288df28ae9a2e41a4a604f99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,0,0,0,0,0,0,0,0,0,0,100,NoArch
8859cb5d63da7196fa72887e6022ba6d1d69bf82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0,0,0,0,0,100,NoArch
3ffaa8fb0a6716ba569e2ee1b658e0efb2e6be53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
41e9fa5e644f6cf8260f93bd7b5c0e18091c902b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,0,0,0,0,0,0,0,0,0,0,100,NoArch
2ea95cd34ae2ef1bc173fcf3f7142b5cd3ed7401,1,4,3,1,0,0,0,3,24,38,1,1,0,404,70,7,58,58,0,2245,2241,4,16,16,0,0,100,NoArch
88bc670e47936339febd479d692c9049262aaeb9,1,30,15,15,0,0,0,2,2,1133,1,1,0,126,17,1,21,19,2,630,579,51,4,3,1,1,100,NoArch
fa94bbb537421401a6c3fc19ae376e90bd50e69e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
027c5313bab0f3e82f910129eb48199041fa2a5c,1,111,3,108,0,0,0,3,11,31,1,1,0,275,64,3,57,44,13,2909,2117,792,20,13,7,0,100,NoArch
7e7805092d93a87c46618f1d6b598939a09bf126,1,2,1,1,0,0,0,6,26,55,1,1,0,626,4,4,118,118,0,4804,4802,2,17,17,0,1,100,NoArch
6bcd6e013c9132421966f5b5ee1ae02103df2235,9,64,42,22,0,0,0,8,34,1528,1,6,2.122409827,1617,55,4,151,150,1,7555,7564,9,50,50,0,1,100,NoArch
d0d711310f08726ab44c767fbe6448ac07f428a0,1,1,1,0,0,0,0,5,6,1337,1,1,0,202,130,3,26,26,0,761,757,4,6,6,0,1,100,NoArch
301022d0f0859aa20d45d8c7c1d574ce939db905,1,1,1,0,0,0,0,1,2,6,1,1,0,242,5,5,22,22,0,1180,1180,0,13,13,0,0,100,NoArch
5c39b8d4106202f06f7b5782452493f77314ddb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,0,0,0,0,0,0,0,0,0,0,100,NoArch
95e7fe003129edb5230d698912a1b262299d46e1,2,2,2,0,0,0,0,6,26,144,1,2,1,979,49,5,163,163,0,6117,6115,2,63,63,0,1,100,NoArch
aa84ab48dd36684f1fc987471af246eb9c9c33ad,14,42,287,245,0,0,0,3,22,0,1,7,3.771206336,3651,126,8,417,462,45,19584,20671,1087,163,178,15,0,100,NoArch
16b73c1b8be276d596f4f084804435bd93801dc9,3,113,15,98,1,0,1,1,6,60,1,2,1.070036715,242,165,1,28,19,9,1766,1269,497,21,15,6,1,99.85380117,NoArch
