NMF,TotalAddLines,TotalDeleteLines,LC,LC_1,FileAdd,FileDelete,NAD,NUC,AGE,NMS,NMD,Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,296,7,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,654,21,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,35,0,35,35,1,0,1,8,30,1,1,0.0,0,5,12,3,30,0,30,3166,0,3166,16,0,16,1,100.0,NoArch
4,200,8,192,208,3,0,3,10,0,2,2,1.786218075,242,1,28,3,55,40,15,1988,1276,712,25,17,8,1,99.96668147,NoArch
9,324,54,270,378,6,0,6,51,115,2,4,3.106420088,0,1,615,8,984,0,984,33395,0,33395,252,0,252,1,100.0,NoArch
3,6,3,3,9,0,0,0,6,265,2,3,1.435520504,391,1,909,39,60,59,1,2047,2011,36,17,17,0,0,100.0,NoArch
9,180,31,149,211,0,0,0,37,41,2,7,2.254787896,4328,2,125,11,511,491,20,27265,26289,976,251,243,8,0,100.0,NoArch
16,612,360,252,972,1,0,1,18,304,3,6,1.972604749,3435,1,462,33,555,502,53,21037,19572,1465,166,161,5,0,99.93544917,NoArch
1,1,1,0,2,0,0,0,4,366,1,1,0.0,191,3,5,0,22,22,0,815,814,1,7,7,0,0,100.0,NoArch
1,1,0,1,1,1,0,1,71,29,1,1,0.0,0,8,639,19,144,0,144,4506,0,4506,53,0,53,0,100.0,NoArch
1,24,13,11,37,0,0,0,3,740,1,1,0.0,235,1,357,13,44,39,5,1564,1479,85,8,7,1,0,100.0,NoArch
1,12,8,4,20,0,0,0,64,14,1,1,0.0,0,8,612,5,245,0,245,8606,0,8606,55,0,55,1,100.0,NoArch
1,1,0,1,1,0,0,0,6,178,1,1,0.0,147,2,141,15,10,10,0,680,674,6,10,10,0,0,100.0,NoArch
3,4,4,0,8,0,0,0,12,60,1,3,1.5,1085,2,65,6,158,158,0,5401,5401,0,67,67,0,0,100.0,NoArch
2,2,2,0,4,0,0,0,15,0,1,1,1.0,0,1,23,4,129,0,129,3518,0,3518,41,0,41,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1065,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,44,7,37,51,0,0,0,9,0,1,2,0.238684511,0,2,2965,7,36,0,36,1125,0,1125,16,0,16,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,13,11,2,24,0,0,0,11,8,1,1,0.0,0,4,501,12,66,0,66,2002,0,2002,22,0,22,0,100.0,NoArch
8,159,52,107,211,0,0,0,36,125,2,5,2.539543005,3355,2,122,8,480,463,17,18187,17329,858,247,240,7,0,100.0,NoArch
4,0,302,302,302,0,4,4,3,2116,1,2,1.953369709,302,3,900,5,0,21,21,0,1079,1079,0,17,17,0,99.96804908,NoArch
7,326,103,223,429,1,0,1,11,520,1,4,1.683864888,1322,1,428,33,237,207,30,8600,7288,1312,98,90,8,0,99.63261331,NoArch
10,44,46,2,90,0,0,0,14,45,1,5,2.790348342,0,5,9,3,618,0,618,31183,0,31183,255,0,255,0,100.0,NoArch
2,13,4,9,17,1,0,1,13,650,2,2,0.522559375,0,1,567,12,24,0,24,1534,0,1534,11,0,11,0,100.0,NoArch
3,5,5,0,10,0,0,0,6,15,1,1,1.570950594,0,1,636,16,37,0,37,8141,0,8141,33,0,33,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,633,13,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,0,1,1,0,0,0,7,0,1,1,0.0,190,2,47,3,24,24,0,893,885,8,5,5,0,0,100.0,NoArch
11,26,407,381,433,0,1,1,10,325,3,7,1.977710829,3606,2,122,18,534,593,59,16274,17991,1717,191,217,26,0,99.97241814,NoArch
2,6,8,2,14,0,0,0,4,0,1,2,0.985228136,310,1,323,11,39,38,1,1409,1470,61,9,8,1,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,2,2,0,4,0,0,0,2,0,1,1,0.0,0,1,577,25,3,0,3,271,0,271,1,0,1,0,100.0,NoArch
3,475,15,460,490,2,0,2,27,17,2,2,1.133122611,0,1,1008,7,125,0,125,4933,0,4933,50,0,50,0,99.96988254,NoArch
39,397,220,177,617,1,0,1,6,82,3,6,4.95346006,7259,1,208,28,813,773,40,30525,29121,1404,451,432,19,0,99.84314181,NoArch
3,32,23,9,55,0,0,0,4,0,1,3,1.112924711,1390,2,74,3,168,166,2,7697,7629,68,48,47,1,0,100.0,NoArch
1,0,2,2,2,0,0,0,4,0,1,1,0.0,0,2,906,11,5,0,5,550,0,550,5,0,5,0,100.0,NoArch
23,389,128,261,517,1,0,1,12,59,2,9,3.809333223,6307,2,48,14,765,730,35,37872,36463,1409,355,334,21,0,99.97116355,NoArch
1,4,3,1,7,0,0,0,2,0,1,1,0.0,0,1,1017,16,14,0,14,860,0,860,5,0,5,0,100.0,NoArch
99,3618,3983,365,7601,0,12,12,48,284,6,57,5.725958339,738,1,45,2,5084,63,5021,189078,2632,186446,1476,35,1441,1,99.84126321,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,291,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,1,1,0,2,0,0,0,15,0,1,1,0.0,0,1,605,39,91,0,91,3527,0,3527,23,0,23,0,100.0,NoArch
1,12,6,6,18,0,0,0,5,500,1,1,0.0,236,1,580,28,46,44,2,902,872,30,6,6,0,0,100.0,NoArch
3,18,13,5,31,0,0,0,95,16,1,3,1.443585942,0,3,603,37,574,0,574,19288,0,19288,109,0,109,0,100.0,NoArch
3,127,21,106,148,2,0,2,2,343,1,2,1.547434654,163,2,163,16,30,23,7,1114,801,313,9,5,4,1,99.97200291,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,44,2,42,46,4,0,4,122,112,2,2,2.288434764,0,4,1723,18,772,0,772,39615,0,39615,550,0,550,1,100.0,NoArch
3,8,4,4,12,0,0,0,53,0,2,3,1.459147917,0,3,1334,17,139,0,139,4844,0,4844,61,0,61,1,100.0,NoArch
3,61,2,59,63,2,0,2,12,0,1,2,1.492643176,0,1,1309,11,50,0,50,2018,0,2018,18,0,18,0,99.98545878,NoArch
6,36,7,29,43,0,0,0,5,577,1,5,2.375093604,798,2,102,15,94,88,6,3842,3671,171,53,52,1,1,100.0,NoArch
77,3805,3475,330,7280,15,0,15,51,701,5,39,5.548360523,0,2,289,21,4895,0,4895,175822,0,175822,1412,0,1412,0,99.85381949,NoArch
1,1,1,0,2,0,0,0,11,71,1,1,0.0,631,2,304,21,94,94,0,3386,3386,0,37,37,0,1,100.0,NoArch
3,26,51,25,77,0,0,0,3,133,2,3,0.346563258,589,1,226,19,63,67,4,3068,3181,113,24,24,0,0,100.0,NoArch
2,33,1,32,34,1,0,1,97,22,2,2,0.908178347,0,6,1341,8,388,0,388,18377,0,18377,296,0,296,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1042,20,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,23,15,8,38,0,0,0,149,246,1,3,1.24273038,0,7,1436,25,444,0,444,13947,0,13947,122,0,122,1,99.98952953,NoArch
1,10,9,1,19,0,0,0,71,203,1,1,0.0,0,5,2957,1,209,0,209,6747,0,6747,49,0,49,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,711,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,176,3,173,179,2,0,2,98,0,2,2,1.505145989,0,6,1344,10,443,0,443,21943,0,21943,337,0,337,1,100.0,NoArch
2,55,7,48,62,0,0,0,4,289,1,2,0.637387499,242,2,16,2,45,45,0,840,840,0,25,25,0,0,100.0,NoArch
1,7,2,5,9,0,0,0,20,35,1,1,0.0,603,2,126,9,92,91,1,3304,3268,36,41,41,0,0,100.0,NoArch
1,1,0,1,1,0,0,0,12,239,1,1,0.0,496,2,368,22,94,94,0,2714,2714,0,7,7,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,2,7,5,9,0,0,0,5,41,1,1,0.0,0,3,487,5,15,0,15,732,0,732,3,0,3,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1044,17,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,1,1,1,0,0,0,8,0,1,1,0.0,298,2,414,26,26,26,0,978,983,5,10,10,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,2,2,2,0,0,0,3,0,1,1,0.0,103,1,95,8,4,4,0,500,516,16,4,4,0,0,100.0,NoArch
18,162,69,93,231,0,0,0,28,84,2,9,3.745545137,7031,1,103,11,844,832,12,41901,41150,751,447,443,4,0,100.0,NoArch
5,80,30,50,110,0,0,0,10,97,2,2,1.723513989,870,1,880,12,121,117,4,4706,4337,369,51,52,1,0,100.0,NoArch
1,1,1,0,2,0,0,0,13,255,1,1,0.0,0,4,674,7,49,0,49,1523,0,1523,9,0,9,1,100.0,NoArch
4,21,5,16,26,0,0,0,4,764,1,1,1.536791896,0,3,190,6,31,0,31,1445,0,1445,23,0,23,0,100.0,NoArch
4,125,94,31,219,0,0,0,7,148,1,3,1.191443958,2999,2,400,22,510,498,12,15721,15579,142,130,130,0,0,100.0,NoArch
1,83,0,83,83,1,0,1,1,0,1,1,0.0,0,1,103,16,3,0,3,411,0,411,3,0,3,0,99.93900072,NoArch
1,12,1,11,13,0,0,0,58,84,1,1,0.0,0,4,98,1,244,0,244,7889,0,7889,81,0,81,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,1614,1478,136,3092,1,0,1,86,92,1,1,0.999517059,0,6,534,6,345,0,345,10466,0,10466,119,0,119,1,99.99418097,NoArch
1,34,4,30,38,0,0,0,5,352,1,1,0.0,0,4,180,1,46,0,46,3143,0,3143,27,0,27,1,100.0,NoArch
1,1,1,0,2,0,0,0,13,255,1,1,0.0,0,4,674,7,49,0,49,1523,0,1523,9,0,9,1,100.0,NoArch
3,160,3,157,163,2,0,2,12,5,2,3,1.294379383,0,1,564,10,115,0,115,2853,0,2853,19,0,19,1,99.98318367,NoArch
15,141,63,78,204,1,0,1,18,204,2,6,3.132561829,2876,1,60,8,381,375,6,16258,15912,346,124,120,4,0,99.97231297,NoArch
1,4,2,2,6,0,0,0,20,100,1,1,0.0,0,7,71,2,120,0,120,2605,0,2605,10,0,10,1,100.0,NoArch
8,61,14,47,75,1,0,1,100,268,2,7,2.168907435,0,3,1028,27,453,0,453,29754,0,29754,146,0,146,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,261,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
16,297,138,159,435,1,0,1,15,213,1,7,2.949043171,4092,1,388,32,679,651,28,23671,22419,1252,195,196,1,0,99.77793479,NoArch
2,34,1,33,35,1,0,1,148,20,1,1,0.315997133,0,3,1426,24,540,0,540,17607,0,17607,125,0,125,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,356,12,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,42,30,12,72,0,0,0,21,3083,1,2,0.99107606,0,4,14,0,102,0,102,3693,0,3693,37,0,37,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,480,45,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,14,1,13,15,1,0,1,123,39,2,2,0.918295834,0,6,1740,25,461,0,461,22303,0,22303,277,0,277,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
11,157,61,96,218,3,0,3,159,52,1,6,2.967132459,0,2,1459,17,1118,0,1118,48653,0,48653,387,0,387,1,99.99343875,NoArch
1,6,2,4,8,0,0,0,17,16,1,1,0.0,568,2,413,25,116,115,1,3689,3662,27,38,37,1,0,100.0,NoArch
2,62,23,39,85,0,0,0,15,11,1,2,0.220283267,1291,3,544,25,241,235,6,8973,8708,265,42,42,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,13,192,1,1,0.0,692,3,520,41,104,104,0,3703,3703,0,47,47,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,742,21,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
98,3931,3626,305,7557,15,0,15,51,879,6,56,5.703749629,0,2,29,3,5191,0,5191,189371,0,189371,1518,0,1518,1,99.85381949,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,544,17,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,39,8,31,47,0,0,0,12,8,2,2,0.878674493,739,1,559,34,137,135,2,5073,4847,226,28,27,1,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1065,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,693,14,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,2,3,1,5,0,0,0,14,274,2,2,0.970950594,736,1,344,3,132,132,0,3455,3455,0,44,44,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,6,0,1,1,0.0,130,2,98,7,6,6,0,592,592,0,5,5,0,0,100.0,NoArch
5,103,4,99,107,1,0,1,4,236,1,5,1.713048322,1197,2,54,8,109,102,7,7837,7378,459,81,75,6,0,99.98832321,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1026,25,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,590,33,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,26,0,26,26,1,0,1,10,3,1,1,0.0,0,2,1483,17,7,0,7,1214,0,1214,7,0,7,1,100.0,NoArch
1,4,3,1,7,0,0,0,9,46,1,1,0.0,625,3,498,54,89,89,0,2233,2219,14,39,39,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,14,0,1,1,0.0,192,2,902,32,29,29,0,707,707,0,14,14,0,0,100.0,NoArch
57,2837,3352,515,6189,0,0,0,51,901,5,32,5.126639815,0,2,102,1,4414,0,4414,158906,0,158906,1252,0,1252,0,100.0,NoArch
1,5,1,4,6,0,0,0,6,51,1,1,0.0,351,1,525,9,61,60,1,2450,2429,21,10,10,0,0,100.0,NoArch
13,53,9,44,62,11,0,11,41,793,1,4,2.691851667,0,1,546,6,613,0,613,19881,0,19881,179,0,179,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,512,20,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,2,489,1,1,0.0,52,2,6,0,5,5,0,162,162,0,5,5,0,0,100.0,NoArch
1,7,0,7,7,0,0,0,3,289,1,1,0.0,474,2,84,5,83,82,1,2345,2328,17,41,41,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1023,5,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,5,17,1,1,0.0,134,1,568,29,15,15,0,501,501,0,2,2,0,0,100.0,NoArch
17,54,27,27,81,10,0,10,3,17,1,5,3.5653529,0,2,600,18,137,0,137,7934,0,7934,56,0,56,0,100.0,NoArch
2,5,3,2,8,1,0,1,2,0,1,1,0.954434003,0,2,887,6,9,0,9,478,0,478,8,0,8,0,99.99617503,NoArch
12,64,61,3,125,0,0,0,8,5,3,4,3.444793434,0,1,1717,38,117,0,117,5212,0,5212,79,0,79,1,99.89334958,NoArch
2,3,6,3,9,0,0,0,13,201,1,2,0.99107606,0,1,1353,14,68,0,68,2337,0,2337,39,0,39,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,151,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,31,30,1,61,0,0,0,2,696,1,1,0.0,112,1,331,19,14,13,1,625,617,8,6,6,0,0,100.0,NoArch
1,17,21,4,38,0,0,0,75,9,1,1,0.0,0,4,541,2,135,0,135,5478,0,5478,24,0,24,0,100.0,NoArch
4,71,0,71,71,4,0,4,99,86,1,1,1.192497445,0,6,1361,13,405,0,405,20863,0,20863,320,0,320,1,99.98991529,NoArch
1,10,7,3,17,0,0,0,86,212,1,1,0.0,0,4,1336,15,201,0,201,5328,0,5328,87,0,87,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1009,19,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,13,66,53,79,0,0,0,9,1292,1,1,0.547990008,0,3,594,15,74,0,74,2123,0,2123,19,0,19,0,100.0,NoArch
99,3618,3983,365,7601,0,12,12,48,284,6,57,5.725958339,738,1,45,2,5084,63,5021,189078,2632,186446,1476,35,1441,1,99.84126321,NoArch
3,5,90,85,95,0,1,1,15,113,2,3,0.380909126,2371,1,50,4,515,517,2,14171,14557,386,127,129,2,0,99.9883802,NoArch
1,3,2,1,5,0,0,0,33,867,1,1,0.0,0,9,217,1,156,0,156,4543,0,4543,30,0,30,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,893,23,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,0,13,13,13,0,0,0,39,0,1,1,0.391243564,0,1,1763,27,89,0,89,6081,0,6081,72,0,72,0,100.0,NoArch
3,59,16,43,75,0,0,0,4,166,1,2,1.542833137,445,2,80,1,41,36,5,2353,2158,195,27,24,3,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,9,0,9,9,0,0,0,8,195,1,1,0.0,658,2,307,24,135,133,2,4090,4029,61,30,30,0,1,100.0,NoArch
8,71,112,41,183,0,0,0,20,276,2,8,2.63326149,4380,3,155,8,639,659,20,27457,27822,365,187,187,0,0,100.0,NoArch
1,3,2,1,5,0,0,0,2,469,1,1,0.0,243,2,11,3,38,38,0,1158,1145,13,21,21,0,1,100.0,NoArch
5,2,83,81,85,0,0,0,22,511,2,5,1.972528086,38,4,905,10,175,2,173,5804,96,5708,94,1,93,0,99.9936,NoArch
4,177,29,148,206,0,0,0,20,580,2,3,1.297816316,0,2,531,8,469,0,469,11853,0,11853,106,0,106,0,99.99664046,NoArch
15,114,141,27,255,0,0,0,7,1645,2,15,3.301110341,0,1,1449,1,80,0,80,7949,0,7949,57,0,57,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,173,48,125,221,0,0,0,17,13,1,5,1.737039353,2665,3,457,38,493,466,27,15676,14688,988,131,126,5,0,100.0,NoArch
3,95,1,94,96,0,0,0,24,404,2,2,0.768746129,2590,4,494,50,592,588,4,15460,15413,47,175,174,1,1,100.0,NoArch
2,22,3,19,25,0,0,0,13,18,1,2,0.998845536,1666,3,23,4,191,188,3,11094,10990,104,96,95,1,1,100.0,NoArch
49,2530,2951,421,5481,0,0,0,48,1590,4,26,4.916662684,0,3,268,3,3869,0,3869,133635,0,133635,1057,0,1057,0,100.0,NoArch
2,28,1,27,29,1,0,1,7,526,2,2,0.735508582,0,2,221,3,34,0,34,1893,0,1893,22,0,22,1,100.0,NoArch
1,1,1,0,2,0,0,0,142,1,1,1,0.0,0,6,1402,18,379,0,379,12213,0,12213,87,0,87,1,100.0,NoArch
1,1,0,1,1,0,0,0,7,0,1,1,0.0,190,2,47,3,24,24,0,893,885,8,5,5,0,0,100.0,NoArch
3,15,18,3,33,0,0,0,14,36,1,3,0.760732746,3096,2,205,38,658,661,3,19368,19381,13,159,159,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1015,24,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,3,3,0,6,0,0,0,2,900,1,1,0.0,60,2,12,0,0,0,0,53,53,0,0,0,0,0,100.0,NoArch
2,311,0,311,311,2,0,2,1,0,1,2,0.612649473,0,1,585,27,17,0,17,1615,0,1615,9,0,9,0,99.98320513,NoArch
1,3,0,3,3,1,0,1,23,108,1,1,0.0,0,7,526,9,123,0,123,2649,0,2649,10,0,10,0,100.0,NoArch
38,856,95,761,951,5,0,5,52,158,3,16,4.538227596,10242,2,220,0,1690,1573,117,62962,59010,3952,762,707,55,0,99.28220058,NoArch
7,47,1,46,48,6,0,6,30,11,2,3,1.886824181,0,4,77,4,303,0,303,12419,0,12419,90,0,90,1,99.99470367,NoArch
1,0,122,122,122,0,1,1,2,396,1,1,0.0,122,1,221,20,0,11,11,0,533,533,0,6,6,1,99.98841251,NoArch
8,210,82,128,292,2,0,2,87,52,2,3,2.416482832,0,3,758,17,638,0,638,28734,0,28734,171,0,171,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1031,10,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,1,1,1,0,0,0,5,0,1,1,0.0,138,2,382,32,21,21,0,889,894,5,13,13,0,0,100.0,NoArch
1,1,0,1,1,0,0,0,7,0,1,1,0.0,190,2,47,3,24,24,0,893,885,8,5,5,0,0,100.0,NoArch
2,63,0,63,63,2,0,2,66,235,1,2,0.841236776,0,2,1349,11,202,0,202,17619,0,17619,170,0,170,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1412,19,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
5,22,1,21,23,0,0,0,11,68,2,2,2.136872696,1416,1,487,48,132,128,4,8305,8175,130,63,61,2,0,100.0,NoArch
10,1347,0,1347,1347,10,0,10,1,0,3,4,2.961386784,0,1,13,4,172,0,172,5091,0,5091,79,0,79,1,99.84398537,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,26,51,25,77,0,0,0,3,133,2,3,0.346563258,589,1,226,19,63,67,4,3068,3181,113,24,24,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,928,50,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,542,15,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4,12,4,8,16,0,0,0,9,607,1,4,2.0,0,3,242,1,63,0,63,2942,0,2942,10,0,10,1,100.0,NoArch
7,256,17,239,273,1,0,1,15,377,2,5,1.092780847,1881,1,373,27,377,346,31,10945,10239,706,95,81,14,1,99.99088838,NoArch
5,157,99,58,256,0,0,0,21,133,1,4,2.043467446,3352,3,516,62,642,630,12,21193,20762,431,154,152,2,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
6,48,40,8,88,1,0,1,147,61,1,4,1.757735954,0,2,1420,21,755,0,755,27588,0,27588,260,0,260,1,100.0,NoArch
2,23,1,22,24,1,0,1,22,145,1,2,0.41381685,0,3,491,4,133,0,133,4347,0,4347,20,0,20,1,100.0,NoArch
1,36,1,35,37,0,0,0,10,1007,1,1,0.0,0,5,1400,16,16,0,16,1044,0,1044,16,0,16,1,100.0,NoArch
3,4,0,4,4,3,0,3,31,376,1,1,1.5,0,2,995,20,81,0,81,4245,0,4245,21,0,21,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,514,68,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,2,2,0,4,0,0,0,7,359,1,1,0.0,0,3,181,6,26,0,26,706,0,706,12,0,12,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,512,20,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,98,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
9,100,13,87,113,1,0,1,30,95,2,4,2.785630462,2201,2,107,10,227,219,8,10074,9665,409,177,173,4,1,99.8927566,NoArch
1,38,4,34,42,0,0,0,15,46,1,1,0.0,0,4,679,3,46,0,46,1135,0,1135,17,0,17,1,100.0,NoArch
1,1,1,0,2,0,0,0,18,0,1,1,0.0,747,2,75,7,50,50,0,3214,3216,2,48,48,0,0,100.0,NoArch
