CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,LC_1,FileAdd,FileDelete,NAD,NUC,AGE,NMS,NMD,Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
5623e9d5a532e8d1b29d030a6cbe2a86edc6ac44,1,0,2,2,2,0,0,0,2,5,1,1,0,112,2,69,1,4,4,0,658,674,16,2,2,0,0,100,NoArch
618a9e85dc08432d33b76471b2723dfcdf26542c,1,2,1,1,3,0,0,0,4,155,1,1,0,213,3,8,0,28,27,1,1402,1390,12,5,5,0,0,100,NoArch
572f669c67c2b715341e7aec28c1519eef6f0f1e,9,246,34,212,280,2,0,2,10,119,1,5,2.17856558,3868,1,346,5,566,544,22,22767,21798,969,142,132,10,0,99.98032193,NoArch
9ce32c869b3a9287b6af7631684dcab3570c221d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,0,0,0,0,0,0,0,0,0,1,100,NoArch
4efb9dfea2bf8db700e4064018f6dccbf256bb62,18,631,173,458,804,4,0,4,19,122,2,9,3.454257504,5591,2,70,2,713,650,63,35530,33273,2257,345,314,31,0,99.96459899,NoArch
33559bec4dd4f68edff6b5ca6fc5f5d76dc08f52,1,7,2,5,9,0,0,0,12,24,1,1,0,2133,2,347,6,267,266,1,7310,7263,47,75,75,0,0,100,NoArch
0057514af070ec15a03484bbbe9ed031cc0cc45a,4,20,9,11,29,0,0,0,12,595,1,4,1.664761722,1115,1,348,7,187,184,3,7349,7279,70,41,41,0,1,100,NoArch
aad0a39d7402272bd9702b6a66d1c5650ca65dd7,3,32,11,21,43,0,0,0,14,54,1,2,1.528869986,675,1,71,3,132,130,2,4304,4151,153,30,29,1,0,99.98427673,NoArch
c339e1914141a4b0f36f84a1db2363aff4a2ebad,9,396,311,85,707,1,1,2,10,207,3,5,2.522367759,4084,1,349,8,598,581,17,20686,20156,530,190,178,12,0,99.96856334,NoArch
319f4067fd13dbfaeeb4ade1966d324d9107de0b,1,0,1,1,1,0,0,0,10,1,1,1,0,1437,3,34,1,274,274,0,8798,8805,7,47,47,0,0,100,NoArch
dad4d03f7cea32d47e6344ff3490587b0cdd7e59,2,7,1,6,8,0,0,0,8,14,2,2,0.543564443,1092,3,35,2,142,140,2,5534,5503,31,53,53,0,1,100,NoArch
68a16a2d3b95d7e4714ab72167f5ced71c99a097,14,238,156,82,394,0,0,0,20,135,2,7,2.913376989,3715,2,72,4,495,484,11,19879,19479,400,254,239,15,1,99.99214084,NoArch
f9a65a595b30f075b9ff21b4e39b6ed4569c1a9c,1,52,0,52,52,1,0,1,1,0,1,1,0,0,1,73,5,7,0,7,139,0,139,5,0,5,1,99.97248968,NoArch
eea873b2fb9700556bfac8f21499bf524ac8b1c6,1,108,0,108,108,1,0,1,1,0,1,1,0,0,1,74,6,15,0,15,575,0,575,5,0,5,0,99.98427982,NoArch
3dd4bdce57885ff383814dc92c44b83782b4d5a5,2,64,1,63,65,0,0,0,12,231,2,2,0.333522004,714,3,53,5,109,99,10,4157,3824,333,50,40,10,1,100,NoArch
20c9825445cb6d61204fb7d7bca05cac71574b9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,8,0,0,0,0,0,0,0,0,0,0,100,NoArch
0b0fd2c7c160a0b122c483707e0dadc352655ec8,1,1,1,0,2,0,0,0,18,0,1,1,0,747,2,75,7,50,50,0,3214,3216,2,48,48,0,0,100,NoArch
d55233653b5442cc976ad7818b3938535d314cc5,3,65,20,45,85,0,0,0,6,421,1,3,1.297695667,1187,2,351,9,187,174,13,6326,5986,340,50,48,2,1,100,NoArch
73a56c9ac196f69d5dd5b0b2c53508284e253f50,1,34,11,23,45,0,0,0,2,813,1,1,0,143,1,352,10,29,26,3,1028,892,136,3,3,0,1,100,NoArch
e58dc2a851e67d0599f99242c4ede149a2cf9b7d,3,5,2,3,7,0,0,0,2,61,1,1,1.556656707,466,1,76,8,25,25,0,2289,2280,9,19,19,0,0,99.96856334,NoArch
d73d726c4275c30f9d1f8e719753996f0fdf5ddd,2,27,21,6,48,0,0,0,11,231,2,2,0.41381685,1546,3,353,11,298,294,4,9303,9280,23,64,64,0,0,100,NoArch
8b67fd6f0c0335a2577bd5cf0b6031fac5ed77de,1,88,0,88,88,1,0,1,1,0,1,1,0,0,1,54,3,7,0,7,403,0,403,4,0,4,1,95.08330121,Arch
37dd5455220d5e678b533dbe53f1b97568eee84e,1,7,11,4,18,0,0,0,6,192,1,1,0,687,3,55,4,137,137,0,3084,3096,12,43,43,0,1,100,NoArch
c2e8ddb5b1f3f83971f0ed4b5c9d72629e11285b,2,24,0,24,24,0,0,0,18,168,2,2,0.918295834,1818,3,56,5,219,216,3,12251,12129,122,80,79,1,1,99.9293619,NoArch
80aaf70d228caac6ce4aa1844042bbb05d14c222,19,636,39,597,675,6,0,6,21,137,2,9,3.527604242,3727,1,77,9,616,552,64,22779,19954,2825,267,231,36,0,96.82657511,Arch
8145f1ad9b0c02c176b8ee411b8b29a3fca102be,2,2,2,0,4,0,0,0,20,0,1,1,1,871,1,78,10,61,61,0,3710,3714,4,59,59,0,0,100,NoArch
a6a97cf6a8fe2f9bd3329f5ccc2ef785a3c5591c,1,8,8,0,16,0,0,0,3,0,1,1,0,124,1,79,11,11,11,0,496,496,0,11,11,0,0,100,NoArch
d9735e0455cec645ffb8fd1ae4278751f128e5ea,8,51,33,18,84,0,0,0,19,172,1,2,2.602483097,2048,6,11,0,265,260,5,10401,10331,70,135,132,3,1,100,NoArch
1c11fe1dcb804699697ba594c2042cb0fe75abe3,1,1,1,0,2,0,0,0,2,819,1,1,0,149,1,354,11,4,4,0,902,902,0,4,4,0,0,100,NoArch
555490929505e9a34ce29413aed22a0696a4425e,3,1,1,0,2,0,0,0,4,139,2,2,0,237,1,355,12,35,34,1,1158,1152,6,9,9,0,0,99.96345029,NoArch
b6cf9c5d1ed8030ea01ca67986da07abb496e027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
2b7e854caf10db4bcc04a435c80da45f821f49d8,8,428,150,278,578,2,0,2,21,80,2,6,2.688397049,1521,2,80,12,196,151,45,8725,6847,1878,134,114,20,1,99.98172849,NoArch
c7c02f2be0af27f7cdf76448e457fab0c23c94c3,9,86,49,37,135,0,0,0,10,0,2,5,2.736669637,1202,1,81,13,176,168,8,6515,6162,353,93,90,3,0,99.98173099,NoArch
c5c9dcf2b4e91651e1d5f800728f29ee1b9a0f50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,12,0,0,0,0,0,0,0,0,0,1,100,NoArch
9fdcd8096317921c18d56b6862147300982eec05,1,24,13,11,37,0,0,0,3,740,1,1,0,235,1,357,13,44,39,5,1564,1479,85,8,7,1,0,100,NoArch
ab9e714d3288380d3c831121b50292494cbc6864,1,1,1,0,2,0,0,0,11,47,1,1,0,717,2,358,14,113,113,0,3566,3570,4,29,29,0,1,100,NoArch
553172edd7a45177b01ce00ac20224d88b89f0c3,3,7,4,3,11,0,0,0,5,132,2,3,1.095795255,535,2,359,13,83,82,1,2749,2725,24,49,49,0,1,100,NoArch
52493ca73b73e3669f5e65be831b9cf4490347b9,1,3,0,3,3,0,0,0,3,752,1,1,0,566,2,360,14,71,70,1,2522,2501,21,33,33,0,1,100,NoArch
aa6df4b73705627f72805017e4ff1ccafe5f2114,3,134,7,127,141,1,0,1,7,66,2,2,0.90033833,996,1,361,15,203,185,18,5144,4600,544,60,56,4,2,99.99086591,NoArch
8bae4ecd405ede275bd884ceb8d88b1b8c139788,3,96,17,79,113,1,0,1,2,275,2,3,1.110562503,478,1,57,5,97,94,3,2774,2479,295,46,45,1,2,99.99086758,NoArch
71903add7ddf6fdc8c243057a39228e8d32fa7a1,1,3,2,1,5,0,0,0,2,0,1,1,0,56,1,58,6,1,1,0,177,170,7,1,1,0,0,100,NoArch
26eef72f9e1302b98e7bff6c6750f7611b5713f9,1,0,1,1,1,0,0,0,3,0,1,1,0,57,1,59,7,1,1,0,170,177,7,1,1,0,0,100,NoArch
fd26842edd1265f122791a21a6bf51965c98cb66,9,170,61,109,231,1,0,1,11,0,2,4,2.800228777,1054,1,82,14,153,134,19,6141,5541,600,75,66,9,0,99.96348866,NoArch
aa59039de5ec32ac96397b7a4bb1efc98e3e117a,1,2,1,1,3,0,0,0,4,0,1,1,0,56,1,60,8,1,1,0,179,170,9,1,1,0,0,100,NoArch
fc3f1d040e3bfb080e90fe67ef925631b364c688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArch
0e3eb30a39843d003c11dcdf92c965aca6e7830d,2,27,32,5,59,0,0,0,5,0,1,2,0.474345438,168,1,61,9,11,10,1,672,707,35,5,5,0,0,100,NoArch
616256ab6ac147cda3c4fffbdf6ea6cfed14a4e4,1,2,1,1,3,0,0,0,6,45,1,1,0,186,2,362,16,23,23,0,1119,1115,4,3,3,0,1,100,NoArch
3b064013e9299b1dc23685b60fc3e797bec217b3,9,451,254,197,705,2,1,3,13,264,2,4,2.380881093,3738,1,363,17,400,372,28,15047,13616,1431,135,130,5,0,99.94982439,NoArch
125a9be89bc0f2496cd108872b01bb0720f910b1,8,121,14,107,135,3,0,3,8,16,2,3,2.558740275,999,1,83,15,159,157,2,5151,4884,267,71,68,3,1,99.96808462,NoArch
59b92c377daaa3622fe384eaf9ac3562952d9584,6,272,23,249,295,2,0,2,14,0,1,3,1.683444554,2732,2,364,18,342,320,22,10999,10429,570,106,95,11,0,99.97265767,NoArch
b2d423be30f7242502edc92d527c0d6d575ebabf,3,22,10,12,32,0,0,0,12,6,1,1,1.400074515,667,3,13,2,115,112,3,2978,2886,92,76,74,2,1,100,NoArch
6dd357741cef1f6e57b05cdd73786366bf34339c,1,2,1,1,3,0,0,0,15,49,1,1,0,646,4,14,3,122,121,1,3080,3063,17,41,41,0,1,100,NoArch
94cc117ae95965e4fb6b7bbd463f942a9d5aa7a2,1,78,78,0,156,0,0,0,16,0,1,1,0,647,4,15,4,123,122,1,3092,3080,12,41,41,0,1,100,NoArch
9ca1bcef57311256a93f03eb977be1d56c8d10e3,4,23,6,17,29,0,0,0,6,586,2,2,1.968655135,1223,1,365,19,153,153,0,7539,7427,112,43,42,1,1,100,NoArch
06ebe7d5dda5f94d2bc49d0982fbe712e0e7553c,1,7,3,4,10,0,0,0,11,117,1,1,0,333,3,366,20,61,60,1,2075,2047,28,14,14,0,0,100,NoArch
4afbf601a76bdfee1ec9919a5a8fd12dee7139a4,2,16,1,15,17,0,0,0,3,584,1,2,0.787126586,210,1,367,21,33,29,4,1295,1207,88,10,9,1,1,100,NoArch
a28c4e2713fb1e4bad761492cfeb5031eb56589f,1,1,0,1,1,0,0,0,12,239,1,1,0,496,2,368,22,94,94,0,2714,2714,0,7,7,0,1,100,NoArch
9312f51c09e9dc19119d260a3dc01afa2d94d032,5,53,11,42,64,0,0,0,22,84,2,4,1.714083601,4320,3,369,23,921,910,11,26934,26719,215,247,243,4,1,100,NoArch
0964f2bf80f1862f49a647863af84b4d7ff659af,3,25,8,17,33,0,0,0,5,222,2,2,1.179191089,554,1,370,24,115,112,3,2702,2536,166,30,30,0,1,100,NoArch
9317052aff3279f03df91fa97391b9eb96f336ee,2,59,4,55,63,0,0,0,9,8,1,1,0.901598235,434,2,371,25,86,73,13,1914,1673,241,67,59,8,0,100,NoArch
ce6918a50a5e633ee45109a2cf3207a6e3698484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,26,0,0,0,0,0,0,0,0,0,0,100,NoArch
d2e9da37a7f3dff84a8fd8c590816aa0d0fd8295,7,256,17,239,273,1,0,1,15,377,2,5,1.092780847,1881,1,373,27,377,346,31,10945,10239,706,95,81,14,1,99.99088838,NoArch
e3980a01690722582efe588e1b06079629b898ad,1,2,4,2,6,0,0,0,5,308,1,1,0,430,1,374,28,53,54,1,2671,2676,5,17,17,0,0,100,NoArch
870489502d59155224c6a8b86326d68bf1f3cd01,1,0,1,1,1,0,0,0,6,0,1,1,0,428,1,375,29,53,53,0,2662,2671,9,17,17,0,0,100,NoArch
4f9fd2710e40c2355303825f7b8d76657f53482f,8,16,19,3,35,0,0,0,22,308,2,5,2.533214928,4325,1,376,30,472,472,0,17574,17632,58,226,226,0,0,100,NoArch
2103852c6f7598c947d734a8051a686c5f553bdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,100,NoArch
38398a81954e319cf46017d94aea6507fd7f11d7,2,162,162,0,324,0,0,0,6,14,1,2,0.898653376,163,2,377,31,11,11,0,672,672,0,5,5,0,0,100,NoArch
decc76d0a9bb26bbcc54f80b0c90a68c63704605,21,800,191,609,991,7,0,7,6,20,2,11,3.97468713,1529,1,84,14,266,188,78,10337,7491,2846,143,88,55,0,94.79911264,Arch
ed46eb7f7e1ea4131c5b1968898bd05546bbbb96,6,65,10,55,75,1,0,1,23,9,2,5,1.923049878,1341,2,85,15,134,130,4,6646,6497,149,91,87,4,1,96.89752896,Arch
c0aa3e6a7ae319a4dd53e363403d7d874b5bd583,11,561,141,420,702,0,0,0,24,87,2,8,2.504076007,3457,2,86,15,521,464,57,22106,19186,2920,261,226,35,1,99.96761059,NoArch
7a6cc507a53b15c434ee773f42244ccbebde868c,1,1,1,0,2,0,0,0,14,125,1,1,0,428,1,378,29,90,90,0,2844,2844,0,34,34,0,1,100,NoArch
d36cdede14ef0588487211ee5b866ec140d37b76,1,2,2,0,4,0,0,0,12,26,1,1,0,1442,3,379,30,278,278,0,8825,8827,2,47,47,0,0,100,NoArch
6c39b0c409b6a270a21f18dd89ca89d95fc33e1c,4,19,23,4,42,0,0,0,9,79,1,2,1.801463832,944,2,380,31,172,172,0,5326,5350,24,77,77,0,0,100,NoArch
26991ec3deef801e452ac6ad0a65dee86d889419,16,315,52,263,367,0,0,0,23,38,2,10,3.570715592,3011,1,87,15,528,477,51,19108,17333,1775,212,186,26,0,99.93527807,NoArch
fc534ccee467c4ce802d2933241d651800b4de23,2,101,46,55,147,0,0,0,13,13,1,1,0.937365215,575,3,381,31,120,106,14,2578,2389,189,91,80,11,0,100,NoArch
0437a1dcdf2d42a3de56cbd1ec2d87dd16ace715,1,0,1,1,1,0,0,0,5,0,1,1,0,138,2,382,32,21,21,0,889,894,5,13,13,0,0,100,NoArch
fb121ab4faf2c8d2475f35106321466a0ba9a382,4,137,2,135,139,1,0,1,7,272,1,2,1.286549988,620,2,125,0,77,63,14,3852,3189,663,51,38,13,1,99.9815234,NoArch
eef753ddc7c1bd48a43aa26bca159f037f57a161,7,186,98,88,284,1,0,1,20,56,1,2,2.013685956,1544,4,16,5,223,220,3,7551,7350,201,138,130,8,1,98.63027006,NoArch
d6f0f7e7ffb99d1c570d62d597e740414c43dd7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
2e7b16a1323fd3451685526e654be64fa783789f,3,12,0,12,12,0,0,0,7,81,1,1,1.584962501,560,3,18,7,45,45,0,3173,3173,0,27,27,0,1,100,NoArch
de5b1577dc19253ddb1aa3386fd481cb70ad0638,1,1,1,0,2,0,0,0,12,0,1,1,0,409,3,19,8,82,81,1,1388,1381,7,73,73,0,1,100,NoArch
120856b34a01f20c9d703f8df76d819b3cb25239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
26eadcd0374e37d00b0cf84095bc8f9e4e5eb751,1,8,2,6,10,0,0,0,3,774,1,1,0,119,2,36,0,9,8,1,496,463,33,4,4,0,1,100,NoArch
007618bc5f0246c41101e8fd0d1bf5dc0e09286b,1,4,8,4,12,0,0,0,4,0,1,1,0,125,2,37,1,8,9,1,463,496,33,4,4,0,1,100,NoArch
fb38c3f572327d9c2fa043c104b10e846643c046,2,311,35,276,346,0,0,0,7,10,1,2,0.954964886,639,2,88,13,145,95,50,5917,3993,1924,96,63,33,1,100,NoArch
f1e05045c9045bcf4dbd0984cb583c573e5d39e7,2,50,7,43,57,0,0,0,8,0,1,2,0.856405239,915,2,89,13,153,145,8,6192,5917,275,100,96,4,1,100,NoArch
5f89ef78237a65fe0291b7b42cd720157947e0a4,1,0,1,1,1,0,0,0,9,0,1,1,0,480,2,383,32,88,88,0,2668,2673,5,36,36,0,0,100,NoArch
a4db39f96a1f620cb705e7252d6fb56240cb4dec,1,3,18,15,21,0,0,0,2,854,1,1,0,80,1,384,32,7,9,2,194,287,93,7,9,2,0,99.14512518,NoArch
30fd4af9f8ab1a77b81216fa1115f83e4a3b9091,1,16,5,11,21,0,0,0,5,399,1,1,0,423,2,385,32,73,70,3,2171,2111,60,19,18,1,0,100,NoArch
74b01972282f2e4bda83f12292a7f6d56d7c09fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,100,NoArch
e03d74d510e7e4b2c986bccce6f8eb3db1b3be9d,1,5,1,4,6,0,0,0,2,855,1,1,0,60,2,38,2,4,3,1,245,220,25,2,2,0,1,100,NoArch
dd2b395bf99a69fa7299a63f22dfa2b0423a82d4,6,209,6,203,215,1,0,1,16,421,3,3,1.698896017,1774,1,386,33,347,315,32,11182,9780,1402,75,69,6,1,99.9898898,NoArch
ff41a634d15b566241ac4cdc2488e7ce1694d096,2,50,16,34,66,0,0,0,8,207,2,2,0.113274303,1252,2,387,34,127,126,1,7267,7146,121,50,48,2,1,100,NoArch
f1563888cd2d704e1a0eddae42f5f3d8d3cc34a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,13,0,0,0,0,0,0,0,0,0,0,100,NoArch
5d7e24030a4321c2cc8bc1eda25afc097d3e82da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,0,0,0,0,0,0,0,0,0,0,100,NoArch
5378d6733dfddc8dadbf9a0b3cd67de1a82e64e6,1,6,2,4,8,0,0,0,9,143,1,1,0,696,2,62,5,171,170,1,5172,5150,22,19,19,0,1,100,NoArch
71053e9f96e78c335d0dbbc5d6edd468d93aae1a,1,1,1,0,2,0,0,0,4,366,1,1,0,191,3,5,0,22,22,0,815,814,1,7,7,0,0,100,NoArch
dea385a903b3e1ad02519c96327c7687b1016d3e,16,297,138,159,435,1,0,1,15,213,1,7,2.949043171,4092,1,388,32,679,651,28,23671,22419,1252,195,196,1,0,99.77793479,NoArch
92a13e03f146240899e4e500701ed4a826ba099d,1,4,2,2,6,0,0,0,3,459,1,1,0,74,1,389,33,6,6,0,315,301,14,2,2,0,0,100,NoArch
8ca7f63237c7c961ed2d130f3aa75e3c487a40f5,2,32,1,31,33,0,0,0,5,472,2,2,0.98337619,280,1,390,34,24,20,4,795,728,67,12,10,2,1,100,NoArch
e76860606ce2d72b7fae7ea01df69a9886eca64e,1,1,1,0,2,0,0,0,6,0,1,1,0,245,1,391,35,20,20,0,710,710,0,8,8,0,0,100,NoArch
71f11a476d9a0bb94b91e3fc825279a77d8ee0b2,1,9,0,9,9,0,0,0,9,36,1,1,0,311,3,39,3,50,48,2,1512,1482,30,24,22,2,1,100,NoArch
cc82d4de3f431a8ea378e18ea0ca7d82b730e786,1,2,2,0,4,0,0,0,2,862,1,1,0,1644,2,6,1,311,311,0,10716,10724,8,56,56,0,0,100,NoArch
4adee186da5c4efa88f1cfd78f72c502264b3938,3,44,124,80,168,0,1,1,7,582,1,1,1.11123166,581,1,392,36,56,71,15,2915,3190,275,19,28,9,0,99.98992037,NoArch
2083fa7c0d4d12d91ea445b267387178692b8c59,2,31,26,5,57,0,0,0,6,381,1,2,0.949452015,838,1,393,35,202,198,4,5123,5069,54,31,31,0,1,100,NoArch
e6baf37d271ce801da7560b7672de77451d789e3,1,14,0,14,14,0,0,0,8,0,1,1,0,425,1,394,35,55,53,2,2775,2670,105,17,17,0,1,100,NoArch
7d5ed9aa1b21ccc787da11e10a7503a32114e004,1,1,1,0,2,0,0,0,4,43,1,1,0,569,3,7,2,71,71,0,2526,2522,4,33,33,0,0,100,NoArch
40c174512617a35f94f21ea6540cc2a2a7895976,1,37,1,36,38,0,0,0,2,866,1,1,0,422,2,8,3,32,31,1,2586,2378,208,23,22,1,0,100,NoArch
8b45a9ef4eb39590de0ec10a69920b566d9576fa,1,1,1,0,2,0,0,0,13,97,1,1,0,806,4,9,4,130,130,0,5567,5567,0,15,15,0,0,100,NoArch
19421f5dfe27d2e68ca77599c8b605a2cb2ad874,14,367,25,342,392,1,0,1,10,217,2,9,2.05077561,3081,1,395,28,516,455,61,17532,15282,2250,194,179,15,0,94.79733287,Arch
2476520483719d49498354730c6f9749637a1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,27,0,0,0,0,0,0,0,0,0,0,100,NoArch
9f3212b0da38ec4b8841f66d0df687d2a4e8dc57,1,1,1,0,2,0,0,0,2,877,1,1,0,923,2,10,5,145,145,0,5685,5683,2,44,44,0,0,100,NoArch
40e12fd530597f5f88c1e933c647e473c90294c4,3,58,9,49,67,0,0,0,4,396,1,3,0.882607845,703,1,397,20,131,118,13,4443,4087,356,25,24,1,2,100,NoArch
62e0b02f70eeaf6e8a50dcad12648c8fbe932cec,3,12,4,8,16,0,0,0,16,426,2,3,1.561278124,2901,1,398,20,345,344,1,11093,11012,81,113,113,0,0,100,NoArch
f7ffd3b3c97ac7e3eedd8229fd21b76ef055e0a7,1,0,6,6,6,0,0,0,9,25,1,1,0,339,2,399,21,53,54,1,1947,1979,32,20,20,0,0,100,NoArch
82d09d3d55914d08ca49f5568f89b28d877a3695,4,125,94,31,219,0,0,0,7,148,1,3,1.191443958,2999,2,400,22,510,498,12,15721,15579,142,130,130,0,0,100,NoArch
9c432430dcf34e9788d33f80d6e7f10f76d230b1,5,87,53,34,140,0,0,0,14,120,1,4,1.514738472,3159,1,401,23,576,573,3,19401,19122,279,115,113,2,0,100,NoArch
539ba292c1d839e8f96b20e793a5385fcad8eaf3,1,22,11,11,33,0,0,0,9,249,1,1,0,427,3,402,24,94,90,4,2426,2373,53,18,18,0,0,100,NoArch
e9e259bed5364aef7a16485d5e43778904752e67,2,4,4,0,8,0,0,0,4,6,1,1,0.811278124,223,1,403,25,31,30,1,937,939,2,18,18,0,0,100,NoArch
c0a444602c1171371ac4cb5b6b5ec2f7237596f0,2,130,17,113,147,0,0,0,16,63,1,1,0.516715311,955,2,16,0,188,170,18,6309,5660,649,51,50,1,1,100,NoArch
3ec46593009792f9ba5287bcab864ca6beb78dd1,30,1777,149,1628,1926,8,1,9,24,124,2,10,3.704166659,5071,1,92,5,984,739,245,38951,29071,9880,483,348,135,0,99.78649068,NoArch
128b2aaba51c2f6e651fad02f29319d81d026197,16,202,27,175,229,1,0,1,25,350,3,13,2.999368841,5686,1,404,23,746,717,29,32005,31092,913,274,268,6,0,99.80236388,NoArch
38987d27060df58d156df7a9bb845fb38f5d63fa,1,1,1,0,2,0,0,0,17,30,1,1,0,1068,3,405,24,242,242,0,5608,5603,5,52,52,0,1,100,NoArch
8b50dabd0d1827a6b1bb1530d09c330d466967e8,7,172,6,166,178,2,0,2,25,6,3,4,2.152427241,1568,2,93,6,202,186,16,8555,7860,695,146,136,10,0,99.96518375,NoArch
be7e7fac6cc8b611a69862f78573c414c472049c,3,205,2,203,207,2,0,2,2,0,2,3,1.115399358,77,1,94,7,25,6,19,1357,303,1054,15,2,13,0,99.98066736,NoArch
3733004d45796a80dadc18563a13b44b0a9ebc6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,0,0,0,0,0,0,0,0,0,0,100,NoArch
fe3f759025de588fcf92586272acc1b8893a989a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,24,0,0,0,0,0,0,0,0,0,0,100,NoArch
c76dc9535467e3b1a49894c05ce5d2007c7f9ff5,16,610,17,593,627,6,0,6,21,149,2,3,2.798043244,2397,2,407,25,340,301,39,14310,11928,2382,164,152,12,1,99.95363215,NoArch
1f718f0470d124e3ffa86c99c548f7a402e57aae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,26,0,0,0,0,0,0,0,0,0,0,100,NoArch
4a883380f52345d34f70b6764014b99a603588c1,8,430,77,353,507,0,0,0,3,0,1,2,2.119300755,1296,1,96,8,218,218,0,7391,7391,0,107,107,0,0,100,NoArch
1bc87718ac5f6d7cc415ad8a6edee88f819e0f86,1,1,0,1,1,0,0,0,6,48,1,1,0,165,2,409,26,27,27,0,931,923,8,7,7,0,0,100,NoArch
5efd453b6c72cd967d8ca4d465c94e34a28d991f,3,29,19,10,48,0,0,0,16,6,1,1,0.497150184,829,3,21,0,145,145,0,3594,3562,32,96,96,0,0,100,NoArch
f88d6146848ceff3e6d554513f086b5410cd9a6e,1,5,2,3,7,0,0,0,6,24,1,1,0,164,2,410,22,25,24,1,759,746,13,11,10,1,0,100,NoArch
c93ec5e1977f1d13ff62e55382e1b2329137f3d1,3,54,14,40,68,0,0,0,14,179,2,3,1.506478624,1325,2,411,23,232,219,13,7883,7626,257,89,86,3,0,100,NoArch
067388cb4deb08b127b6e460a4f8268d16f9ea2d,1,3,3,0,6,0,0,0,2,900,1,1,0,60,2,12,0,0,0,0,53,53,0,0,0,0,0,100,NoArch
69a433f80cb5a4bb5517e1f2b796fdd43b26002b,1,1,0,1,1,0,0,0,15,0,1,1,0,513,2,412,24,77,77,0,2752,2741,11,14,14,0,0,100,NoArch
9497bfbdc39f534ced1aece785520bc9af2efd69,1,6,2,4,8,0,0,0,17,16,1,1,0,568,2,413,25,116,115,1,3689,3662,27,38,37,1,0,100,NoArch
10757922eaacd297874a8a6a15bf1b629782434b,3,8,6,2,14,0,0,0,26,251,1,1,1.287054028,968,2,97,6,64,64,0,4128,4094,34,60,60,0,0,100,NoArch
051dd473cdcdd4b808594f6caaac10185e5cb240,1,1,1,0,2,0,0,0,6,0,1,1,0,130,2,98,7,6,6,0,592,592,0,5,5,0,0,100,NoArch
b933e1921ab80c22a4faf8cb412bb46aa523f9b8,3,149,27,122,176,0,0,0,7,613,1,2,1.513050288,509,2,63,0,48,32,16,2149,1485,664,25,20,5,1,100,NoArch
8fa9aca98ad137da9f7cb157fbda309f3fa580dc,1,0,1,1,1,0,0,0,8,0,1,1,0,298,2,414,26,26,26,0,978,983,5,10,10,0,0,100,NoArch
2f97dfd5abb9c32082ebc10cffe1a6196ad664c2,12,35,11,24,46,0,0,0,8,341,2,5,3.370113042,2424,1,415,27,281,276,5,10870,10707,163,144,143,1,0,98.01311654,NoArch
9857d2800847b45fb87455679599e4eefb780c16,1,1,6,5,7,0,0,0,2,903,1,1,0,47,1,416,28,3,3,0,128,160,32,3,3,0,0,100,NoArch
bb3be24c813cf79a106f8e179c2daea980793621,1,1,1,0,2,0,0,0,17,20,1,1,0,2160,2,417,28,275,275,0,7505,7504,1,76,76,0,0,100,NoArch
bc056d9b94a0226695f063571151ab1ce12f89e7,3,75,6,69,81,1,0,1,19,307,2,3,1.466594698,1433,3,418,26,164,158,6,9025,8726,299,110,108,2,1,97.92002646,Arch
cfe01a80c7ed8112f33cc66891f4ade96bdd650c,1,0,1,1,1,0,0,0,3,2,1,1,0,42,2,64,1,3,3,0,117,128,11,3,3,0,0,99.98239824,NoArch
ea4cc5188ee309850e072e2a4473dd02764e29e1,1,1,2,1,3,0,0,0,11,24,1,1,0,742,1,419,24,128,128,0,4186,4180,6,13,13,0,1,100,NoArch
ec5426ef0ddf70cc5c6d03e8711951238e11f072,1,1,1,0,2,0,0,0,12,0,1,1,0,741,1,420,25,128,128,0,4186,4186,0,13,13,0,0,100,NoArch
