CommitID,FileNum,TotalAddLines,TotalDeleteLines,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NDVE,NUC,AGE,NS,ND,Entropy ,LT,EXP,REXP
4418d0b9f0aa074bc297df8e82f6940bddbb53d5,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,37,4
55e25ed90aff08736a3871ff484d08de8348feda,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,38,5
248987badd2efb255495c2afaa2101d2bc72cd0f,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,1272,5
f22ecfa54958c7d812c50720dd1ef1bfb7f943b5,1,12,2,core/src/main/java/org/apache/calcite/rel/rules/SortProjectTransposeRule.java,12,2,110,0,0,3,6,118,1,1,0,110,11,4
d1c72b80c67814f670a3d87580f44f913c4eb0e5,5,57,7,avatica-server/src/main/java/org/apache/calcite/avatica/jdbc/JdbcMeta.java,2,2,962,1,0,1,26,31,2,5,1.375165176,2897,14,1
,,,,avatica-server/src/test/java/org/apache/calcite/avatica/RemoteDriverTest.java,2,1,1314,,,,,,,,,,,
,,,,avatica-server/src/test/java/org/apache/calcite/avatica/jdbc/JdbcMetaTest.java,44,0,0,,,,,,,,,,,
,,,,avatica-server/src/test/java/org/apache/calcite/avatica/remote/RemoteMetaTest.java,8,4,474,,,,,,,,,,,
,,,,avatica/src/main/java/org/apache/calcite/avatica/remote/AbstractHandler.java,1,0,147,,,,,,,,,,,
7dd2142065f0348fe9ce89974b4a5751330452e3,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,1273,5
05e099f3986e7e52c6213e26e9e9d8044987e9f6,0,0,0,/,0,0,0,0,0,0,0,0,0,0,0,0,1274,6
bb333e20519ae6299a8adf235dc1bcc82a1cb9a2,10,30,15,avatica-server/src/test/java/org/apache/calcite/avatica/jdbc/JdbcMetaTest.java,2,0,44,0,0,9,67,431,3,6,2.957448599,10182,1275,7
,,,,avatica/src/main/java/org/apache/calcite/avatica/BuiltInConnectionProperty.java,7,3,90,,,,,,,,,,,
,,,,avatica/src/main/java/org/apache/calcite/avatica/ConnectionConfig.java,5,0,32,,,,,,,,,,,
