0,229
1,228
1,227
1,226
0,225
0,224
1,223
0,222
0,221
0,220
0,219
0,218
1,217
0,216
0,215
0,214
0,213
0,212
1,211
1,210
1,209
1,208
1,207
1,206
1,205
1,204
0,203
0,202
1,201
0,200
1,199
1,198
0,197
0,196
1,195
0,194
0,193
0,192
1,191
1,190
1,189
0,188
0,187
1,186
0,185
0,184
0,183
0,182
0,181
1,180
0,179
1,178
0,177
0,176
0,175
1,174
1,173
0,172
1,171
1,170
1,169
1,168
1,167
0,166
1,165
1,164
1,163
1,162
1,161
1,160
0,159
1,158
1,157
1,156
1,155
1,154
1,153
2,152
0,151
0,150
0,149
1,148
1,147
0,146
1,145
1,144
0,143
1,142
1,141
0,140
1,139
0,138
1,137
1,136
1,135
1,134
1,133
1,132
1,131
1,130
0,129
0,128
1,127
1,126
1,125
1,124
1,123
2,122
0,121
1,120
1,119
1,118
1,117
1,116
1,115
1,114
0,113
1,112
1,111
1,110
1,109
0,108
1,107
0,106
1,105
1,104
1,103
0,102
1,101
1,100
1,99
0,98
1,97
1,96
1,95
1,94
1,93
1,92
0,91
1,90
1,89
1,88
0,87
0,86
1,85
0,84
1,83
1,82
1,81
0,80
1,79
1,78
0,77
1,76
1,75
1,74
1,73
1,72
0,71
1,70
1,69
0,68
1,67
1,66
1,65
1,64
1,63
1,62
0,61
3,60
0,59
1,58
1,57
0,56
0,55
0,54
0,53
1,52
1,51
0,50
0,49
0,48
0,47
0,46
0,45
0,44
0,43
1,42
0,41
0,40
0,39
0,38
0,37
1,36
0,35
0,34
0,33
1,32
0,31
0,30
1,29
1,28
0,27
1,26
1,25
0,24
1,23
1,22
1,21
1,20
1,19
1,18
0,17
0,16
0,15
0,14
0,13
0,12
1,11
0,10
1,9
1,8
1,7
1,6
1,5
0,4
0,3
0,2
0,1
