CommitID,FileNum,TotalAddLines,TotalDeleteLines,FileName,AddLines,DeleteLines,CodeLines,FileAdd,FileDelete,NDVE,NUC,AGE,NS,ND,Entropy ,LT,EXP,REXP
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/DAGInitializedEvent.java,7,0,97,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/DAGStartedEvent.java,7,0,116,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/DAGSubmittedEvent.java,11,0,182,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/TaskAttemptFinishedEvent.java,40,11,157,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/TaskAttemptStartedEvent.java,16,1,161,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/TaskFinishedEvent.java,46,10,146,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/TaskStartedEvent.java,13,1,135,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexCommitStartedEvent.java,94,0,0,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexDataMovementEventsGeneratedEvent.java,8,0,209,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexFinishedEvent.java,43,16,162,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexInitializedEvent.java,73,5,149,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexParallelismUpdatedEvent.java,159,0,0,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/events/VertexStartedEvent.java,13,1,131,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/history/recovery/RecoveryService.java,137,34,267,,,,,,,,,,,
,,,,tez-dag/src/main/java/org/apache/tez/dag/recovery/RecoveryParser.java,0,186,186,,,,,,,,,,,
,,,,tez-dag/src/test/java/org/apache/tez/dag/api/client/TestVertexStatusBuilder.java,7,1,39,,,,,,,,,,,
,,,,tez-dag/src/test/java/org/apache/tez/dag/history/events/TestHistoryEventsProtoConversion.java,569,0,0,,,,,,,,,,,
,,,,tez-mapreduce/src/main/java/org/apache/tez/mapreduce/committer/MROutputCommitter.java,30,4,184,,,,,,,,,,,
,,,,tez-runtime-internals/src/main/java/org/apache/tez/runtime/api/impl/EventMetaData.java,1,1,141,,,,,,,,,,,
,,,,tez-runtime-internals/src/main/java/org/apache/tez/runtime/api/impl/InputSpec.java,4,0,80,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/dag/library/vertexmanager/ShuffleVertexManager.java,2,2,586,,,,,,,,,,,
,,,,tez-tests/src/test/java/org/apache/tez/test/TestDAGRecovery.java,135,0,0,,,,,,,,,,,
,,,,tez-tests/src/test/java/org/apache/tez/test/dag/MultiAttemptDAG.java,177,0,0,,,,,,,,,,,
66b374e58258b3cddeaf1c73b5af695c23027b05,2,8,4,tez-dag/src/main/java/org/apache/tez/dag/app/rm/node/AMNodeImpl.java,4,0,449,0,0,4,13,33,1,1,0.918295834,674,167,13
,,,,tez-dag/src/main/java/org/apache/tez/dag/app/rm/node/AMNodeMap.java,4,4,225,,,,,,,,,,,
36e74ea06ddb9831932281554fbdab8b290ced19,12,140,48,tez-dag/src/main/java/org/apache/tez/dag/app/rm/node/AMNodeImpl.java,1,1,453,1,0,1,18,174,2,7,2.516281467,4022,168,14
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/broadcast/input/BroadcastShuffleManager.java,2,2,708,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/InputAttemptIdentifier.java,10,2,95,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/InputIdentifier.java,8,8,56,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/Fetcher.java,13,2,643,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/MapOutput.java,1,1,227,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/MergeManager.java,2,2,873,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/ShuffleInputEventHandler.java,3,2,111,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/impl/ShuffleScheduler.java,54,26,493,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/task/local/output/TezLocalTaskOutputFiles.java,1,1,249,,,,,,,,,,,
,,,,tez-runtime-library/src/main/java/org/apache/tez/runtime/library/shuffle/common/DiskFetchedInput.java,1,1,114,,,,,,,,,,,
