CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NMC,NIR,a2a
672b26aff6b9ba092d6d853a8273d15f1782c574,1,4,0,4,0,0,0,5,115,0,1,1,0,3205,204,5,454,454,0,17749,17735,14,117,117,0,1,100
ed8c288a67143e426848f47831d045e94b402713,1,1,0,1,0,0,0,4,49,33,1,1,0,2404,205,6,114,114,0,15795,15782,13,80,80,0,1,100
98d5a31cb7f2963a7395c69f4942543dc050d82d,6,25,159,134,0,2,2,3,45,377,1,3,2.062680868,3115,206,7,240,248,8,16334,16720,386,143,149,6,1,90.08509064
ba89a0847974e7e0d95e460720871888ac226512,2,3,2,1,0,0,0,3,32,65,2,2,0.970950594,1248,186,10,147,147,0,7633,7633,0,46,46,0,1,100
ae6c9746ce9da1cf6ffcff4834af352c58fe83d8,2,17,5,12,0,0,0,3,17,18,2,2,0.976020648,891,207,8,67,67,0,3806,3770,36,28,28,0,1,100
4a60f05c105188aefb48f64c4ccf2efbc4b26da0,4,102,27,75,1,0,1,3,34,34,2,3,1.655116073,2127,208,9,219,210,9,11766,11378,388,69,67,2,1,94.1771376
3f3f94827486ceb87d9a76311911fe4ebc8cdc02,3,110,29,81,0,0,0,3,54,74,1,2,0.95520616,2530,209,10,377,363,14,11885,11493,392,176,162,14,1,100
c548c91576875030862aa909dea68cf8a40673a8,5,132,91,41,0,0,0,1,116,10,1,4,1.661047772,7267,187,10,1036,1027,9,39817,39591,226,305,304,1,1,100
8d87e0398bbe0b270822caf06b6d04f6b871e449,2,15,3,12,0,0,0,3,28,90,1,2,0.964078765,501,188,11,15,15,0,1620,1569,51,10,10,0,1,99.91194599
69b2b53a57c8366017a4a5df14bf83dd122c7dc9,1,8,3,5,0,0,0,3,35,87,1,1,0,542,189,12,57,53,4,3629,3577,52,7,7,0,1,100
44ea005b577c4c96593bf96b1eebe64242d7b416,1,32,0,32,0,0,0,3,29,1,1,1,0,397,210,11,2,2,0,1210,1156,54,2,2,0,2,100
8d4b8e9a5b6cac168cd793b93e0940494c11ebc4,6,103,13,90,0,0,0,2,18,101,2,5,2.108206423,1361,211,12,120,108,12,7056,6395,661,54,53,1,1,99.97065728
ece53e34a627a37765da9706e2022d47eb78972d,1,2,2,0,0,0,0,5,117,3,1,1,0,3217,190,13,459,457,2,17824,17812,12,117,117,0,1,100
5a24e979a8509da48b9e9dabc00e3e24944c6355,3,17,3,14,0,0,0,2,11,22,1,2,1.368995594,1794,212,13,213,211,2,8841,8789,52,60,59,1,1,100
90a056d64da6aaa5db4688448edc3975de3db0a8,2,18,9,9,0,0,0,3,25,66,1,2,0.503258335,1174,191,13,22,22,0,9656,9549,107,20,20,0,1,100
4669d71cf3728fa1bda0bc23a8068ee102ac8e87,1,3,0,3,0,0,0,3,9,39,1,1,0,917,213,14,83,83,0,4740,4722,18,28,28,0,1,100
2775c8ad0ad4f1a4cfe1935b3233aa4007e06224,1,3,3,0,0,0,0,3,15,66,1,1,0,690,192,14,90,90,0,4180,4180,0,29,29,0,1,100
9bca4c96b2e35c9a2dcb7dde927b22976f6b6c26,9,58,21,37,0,0,0,2,87,99,3,5,2.570313423,4153,193,15,503,500,3,21550,21359,191,184,183,1,1,94.28746929
3b2c4749a9f735f558144582c40c3bf49565f5dc,1,2,1,1,0,0,0,5,118,3,1,1,0,3217,194,16,459,459,0,17828,17824,4,117,117,0,1,100
34159fed90ab519a024d177b9fcd144cb4954437,1,10,3,7,0,0,0,3,6,3,1,1,0,240,195,17,7,7,0,2169,2118,51,7,7,0,1,100
674fd81a1a16d20b496b1bab42df6be3aa0ef9c2,10,83,13,70,0,0,0,1,70,74,4,6,2.567355944,4945,214,12,531,522,9,26237,25783,454,178,177,1,1,99.90331937
bd6fa6ee40ffe0989768808be7dcad15395149f0,1,2,1,1,0,0,0,1,5,9,1,1,0,376,196,18,59,58,1,2088,2084,4,9,9,0,1,100
8c6cab4a23109e60a1fa4cc0267bda959aee9396,3,63,36,27,0,0,0,2,7,48,1,2,0.485828213,2908,215,13,355,349,6,14851,14715,136,149,144,5,1,100
7f3051b1f368cdee7568f8f12e8e2cd814e1ae17,6,59,53,6,0,0,0,2,13,39,2,5,2.231069096,1068,216,14,98,96,2,6529,6540,11,47,45,2,1,100
8fab9244f6cd82bb3160c006f865c026b30dc56c,1,5,2,3,0,0,0,3,10,8,1,1,0,319,217,14,24,24,0,1589,1558,31,10,10,0,1,100
be0b47a0e58ccf166472e38bf15101434dd33b53,1,22,34,12,0,0,0,2,7,5,1,1,0,1122,218,15,121,123,2,5535,5577,42,37,37,0,1,100
a3a9ceaad6d94200889f30a8d41cd1d42689797f,1,5,5,0,0,0,0,2,8,0,1,1,0,1110,219,16,121,121,0,5555,5535,20,37,37,0,1,100
908512fc378d5dc6982ac2516822709f0cf06b0f,2,28,13,15,0,0,0,6,88,13,2,1,0.281193796,2208,197,18,272,271,1,10973,10865,108,105,104,1,1,100
0bf327c288274b0fde677bdfc373e6110f7b86e2,20,480,456,24,1,0,1,1,18,46,3,12,3.715335957,7275,220,17,767,775,8,38156,37706,450,294,302,8,1,99.71051785
762f322deef34e4b02d9df2a380784ceba359a13,6,104,10,94,0,0,0,2,15,3,2,5,1.913160662,1037,221,18,115,100,15,6935,6198,737,57,50,7,1,100
e22256ddf49154748ce84ad8d98bf8a365c68bc6,1,1,1,0,0,0,0,3,9,2,1,1,0,937,2,0,132,132,0,5306,5306,0,63,63,0,1,100
ba97f7f35af0ca94a966a30bb138d7f3ef9e2562,1,14,1,13,0,0,0,3,7,14,1,1,0,247,198,19,8,7,1,2262,2169,93,7,7,0,1,100
f31aba7bca4ff85dec69a4ac949c37e24f7eed1e,1,6,2,4,0,0,0,3,7,107,1,1,0,407,199,20,41,41,0,2809,2777,32,13,13,0,1,100
5a6f42a8118ef47475b4522ae984810616914461,8,241,63,178,0,0,0,3,119,38,2,6,2.513481676,8758,200,21,1246,1220,26,49115,48232,883,335,332,3,1,98.75328084
57b61c22f5f1056f7c37da468129f70c4f058cd9,1,3,6,3,0,0,0,1,4,0,1,1,0,894,201,21,127,127,0,4923,4937,14,20,20,0,1,100
cde19354d5a7ee73a2fff5312d5d5ecb995da428,2,2,24,22,0,0,0,2,12,10,1,2,0.619382195,1788,222,18,181,182,1,8671,8776,105,75,76,1,1,100
e32252cdcf6e52c1f361c780a7373168242e7c6c,3,164,0,164,1,0,1,3,35,17,2,3,1.07521967,1161,202,18,121,108,13,6562,5720,842,57,51,6,1,99.89939638
6416102f4ffbcde66e3bf4595d268d2539019c2e,6,27,0,27,0,0,0,3,36,41,2,3,2.185106836,2914,223,19,239,237,2,14269,14167,102,89,88,1,1,100
f34c7f320ae471b5a3957b85e58e3b38eab44717,4,105,68,37,0,0,0,2,19,114,1,2,1.181293407,707,224,17,61,57,4,3721,3604,117,31,27,4,1,100
34a557d1318aee9b23f5ac7ded9bccfd72508de1,25,534,114,420,2,0,2,1,120,50,7,19,3.515837239,15272,225,18,1844,1803,41,92460,89935,2525,595,583,12,1,93.58086847
792cda59370ff493b7672da4f5c80e1929eecd61,9,777,213,564,5,0,5,1,31,28,3,5,2.743452179,1419,226,19,93,55,38,8151,5271,2880,49,30,19,1,97.54001186
ed0bd643131934504dad60b326520c1d0f3d99c5,1,35,0,35,1,0,1,1,1,0,1,1,0,0,227,20,0,0,0,33,0,33,0,0,0,1,95.72885092
