CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC
55,55,0,1383,1385,2,14,14,0
10064,10328,264,388925,398755,9830,5076,5242,166
10328,9948,380,398755,386281,12474,5242,5038,204
249,206,43,8703,4903,3800,88,62,26
55,55,0,1385,1383,2,14,14,0
129,55,74,5808,1385,4423,69,14,55
412,247,165,16045,7929,8116,254,154,100
0,0,0,0,0,0,0,0,0
336,311,25,9174,7019,2155,113,95,18
315,315,0,7122,7120,2,96,96,0
315,315,0,7120,7122,2,96,96,0
325,336,11,8629,9174,545,106,113,7
336,311,25,9174,7019,2155,113,95,18
315,315,0,7122,7120,2,96,96,0
769,856,87,23477,28975,5498,351,419,68
315,315,0,7122,7120,2,96,96,0
541,302,239,21853,9314,12539,323,168,155
101,100,1,2683,2507,176,24,24,0
32,17,15,2598,631,1967,20,8,12
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
212,211,1,5002,4981,21,65,64,1
0,0,0,0,0,0,0,0,0
111,92,19,4351,2872,1479,76,62,14
245,245,0,11372,11365,7,88,88,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
195,195,0,6775,6671,104,127,127,0
14,0,14,1868,0,1868,11,0,11
63,0,63,2370,0,2370,10,0,10
378,226,152,13181,10443,2738,172,117,55
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
360,315,45,11663,7122,4541,126,96,30
471,437,34,16782,9630,7152,218,186,32
116,114,2,5205,5169,36,41,41,0
149,17,132,5495,628,4867,98,8,90
109,100,9,4663,4233,430,65,57,8
21,19,2,976,929,47,16,16,0
364,360,4,12871,11663,1208,127,126,1
0,0,0,0,0,0,0,0,0
68,0,68,1573,0,1573,33,0,33
0,0,0,0,0,0,0,0,0
2113,2242,129,77585,86960,9375,981,1074,93
55,55,0,1383,1385,2,14,14,0
74,0,74,4425,0,4425,55,0,55
412,247,165,16045,7929,8116,254,154,100
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
101,100,1,2683,2507,176,24,24,0
32,17,15,2598,631,1967,20,8,12
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
212,211,1,5002,4981,21,65,64,1
0,0,0,0,0,0,0,0,0
111,92,19,4351,2872,1479,76,62,14
245,245,0,11372,11365,7,88,88,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
195,195,0,6775,6671,104,127,127,0
14,0,14,1868,0,1868,11,0,11
378,163,215,13181,8073,5108,172,107,65
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
360,315,45,11663,7122,4541,126,96,30
471,437,34,16782,9630,7152,218,186,32
116,114,2,5205,5169,36,41,41,0
149,17,132,5495,628,4867,98,8,90
109,100,9,4663,4233,430,65,57,8
21,19,2,976,929,47,16,16,0
364,360,4,12871,11663,1208,127,126,1
0,0,0,0,0,0,0,0,0
68,0,68,1573,0,1573,33,0,33
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
69,68,1,1586,1573,13,33,33,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
137,128,9,6520,4460,2060,94,86,8
145,128,17,7004,4516,2488,98,86,12
2,2,0,227,224,3,1,1,0
116,0,116,3434,0,3434,41,0,41
356,349,7,9109,8886,223,127,121,6
63,0,63,2370,0,2370,10,0,10
93,111,18,6241,4249,1992,46,31,15
531,61,470,12550,2087,10463,249,44,205
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1221,1243,22,37132,38565,1433,558,562,4
1256,602,654,38994,17983,21011,572,284,288
733,637,96,22248,19220,3028,321,305,16
637,238,399,19220,8301,10919,305,95,210
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1221,1243,22,37132,38565,1433,558,562,4
1256,602,654,38994,17983,21011,572,284,288
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
52,50,2,3630,3569,61,31,31,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
353,48,305,10305,1134,9171,286,5,281
0,0,0,0,0,0,0,0,0
350,353,3,10096,10305,209,285,286,1
353,48,305,10305,1134,9171,286,5,281
1271,1295,24,40701,42195,1494,589,593,4
1424,653,771,46540,21692,24848,623,316,307
1,116,115,140,3916,3776,1,20,19
0,0,0,0,0,0,0,0,0
1271,1295,24,40701,42195,1494,589,593,4
1458,653,805,48129,21692,26437,645,316,329
1,1,0,140,140,0,1,1,0
1272,1444,172,40841,47560,6719,590,634,44
0,0,0,0,0,0,0,0,0
1309,653,656,42764,21692,21072,604,316,288
0,0,0,0,0,0,0,0,0
149,0,149,5321,0,5321,41,0,41
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
181,149,32,6911,5321,1590,67,41,26
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
107,107,0,3033,3053,20,26,26,0
0,0,0,0,0,0,0,0,0
107,107,0,3053,3033,20,26,26,0
107,107,0,3033,3053,20,26,26,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
56,34,22,2500,830,1670,41,20,21
0,0,0,0,0,0,0,0,0
20,15,5,1334,1093,241,12,8,4
361,218,143,13465,6255,7210,144,50,94
366,142,224,13797,7275,6522,147,94,53
408,402,6,12686,12488,198,150,150,0
439,439,0,9653,9653,0,186,186,0
439,439,0,9653,9653,0,186,186,0
528,528,0,16481,16488,7,260,260,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
17,17,0,501,512,11,11,11,0
26,26,0,694,689,5,17,17,0
315,321,6,7194,7336,142,94,96,2
25,25,0,1052,1070,18,17,17,0
200,197,3,6891,6758,133,107,106,1
0,0,0,0,0,0,0,0,0
65,65,0,1769,1769,0,35,35,0
136,93,43,7671,1798,5873,59,21,38
439,439,0,9658,9653,5,186,186,0
57,57,0,5930,5930,0,35,35,0
194,134,60,12533,6932,5601,88,55,33
196,166,30,11722,7837,3885,71,46,25
0,0,0,0,0,0,0,0,0
7,6,1,570,574,4,3,3,0
77,77,0,1833,1813,20,43,43,0
43,39,4,2431,2294,137,30,28,2
193,173,20,12385,9727,2658,82,72,10
173,193,20,9727,12385,2658,72,82,10
193,173,20,12385,9727,2658,82,72,10
183,176,7,8935,8636,299,115,113,2
132,132,0,4606,4606,0,86,86,0
546,181,365,22662,8846,13816,262,113,149
549,546,3,22737,22662,75,262,262,0
547,181,366,22710,8846,13864,262,113,149
584,547,37,23924,22710,1214,271,262,9
582,216,366,23897,10033,13864,271,122,149
997,946,51,36435,34723,1712,429,413,16
371,0,371,14074,93,13981,149,0,149
1377,1481,104,52250,61344,9094,579,631,52
1500,976,524,62743,37432,25311,644,423,221
140,83,57,4032,2761,1271,33,23,10
90,90,0,2270,2270,0,17,17,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2091,2091,0,67061,67061,0,1084,1084,0
294,294,0,13971,13971,0,185,185,0
0,0,0,0,0,0,0,0,0
8408,8413,5,372830,375162,2332,4162,4162,0
10147,10147,0,453604,453604,0,5341,5341,0
1600,1600,0,71633,73162,1529,805,805,0
300,300,0,20666,20748,82,216,216,0
465,465,0,19709,19740,31,364,364,0
448,0,448,10337,0,10337,193,0,193
106,97,9,3216,2880,336,62,58,4
0,0,0,0,0,0,0,0,0
118,94,24,5896,2892,3004,80,62,18
42,20,22,2657,595,2062,40,20,20
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
549,544,5,21662,21528,134,211,209,2
544,549,5,21528,21662,134,209,211,2
549,544,5,21662,21528,134,211,209,2
0,0,0,0,0,0,0,0,0
447,445,2,11137,11095,42,192,191,1
0,0,0,0,0,0,0,0,0
89,88,1,2174,2138,36,24,24,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
346,0,346,18627,0,18627,321,0,321
0,0,0,0,0,0,0,0,0
337,346,9,16076,18627,2551,312,321,9
346,0,346,18627,0,18627,321,0,321
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
121,0,121,5766,0,5766,72,0,72
1148,1199,51,42546,35244,7302,608,624,16
121,0,121,5766,0,5766,72,0,72
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
305,305,0,9012,9012,0,282,282,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
81,9,72,4634,322,4312,46,8,38
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
675,486,189,27002,18095,8907,342,211,131
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
486,675,189,18095,27002,8907,211,342,131
0,0,0,0,0,0,0,0,0
675,486,189,27002,18095,8907,342,211,131
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12,12,0,2225,2179,46,10,10,0
909,320,589,28787,11082,17705,334,119,215
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
312,290,22,10519,9998,521,181,181,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
11,0,11,726,0,726,6,0,6
313,312,1,10571,10519,52,181,181,0
2604,2603,1,89768,89384,384,1153,1153,0
0,0,0,0,0,0,0,0,0
1947,1810,137,52383,48358,4025,706,638,68
970,962,8,29384,29449,65,338,335,3
149,149,0,7653,7625,28,99,99,0
2399,2332,67,166047,163404,2643,1507,1451,56
0,0,0,0,0,0,0,0,0
614,605,9,14625,14303,322,268,263,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
24,23,1,1114,1038,76,7,7,0
222,243,21,5107,5477,370,74,78,4
5,6,1,398,525,127,3,2,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
360,315,45,13154,7183,5971,126,94,32
47,47,0,1470,1470,0,17,17,0
45,45,0,5952,5961,9,32,32,0
319,316,3,9377,9221,156,164,161,3
27,31,4,671,865,194,18,20,2
30,0,30,793,0,793,19,0,19
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
79,80,1,2679,2744,65,54,55,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6,0,6,561,0,561,4,0,4
0,0,0,0,0,0,0,0,0
15,15,0,1893,1945,52,12,12,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
313,313,0,10587,10571,16,181,181,0
681,681,0,25307,25527,220,321,320,1
264,233,31,7727,6674,1053,81,62,19
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
311,292,19,19471,17017,2454,180,165,15
0,0,0,0,0,0,0,0,0
12,12,0,2264,2274,10,10,10,0
286,0,286,9850,0,9850,106,0,106
537,8,529,16115,680,15435,244,7,237
379,227,152,14190,6452,7738,155,55,100
0,0,0,76,0,76,0,0,0
0,0,0,0,0,0,0,0,0
332,313,19,11311,10587,724,191,181,10
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
20,20,0,897,897,0,10,10,0
305,305,0,9018,9018,0,282,282,0
505,351,154,14773,10388,4385,188,123,65
0,0,0,0,0,0,0,0,0
361,360,1,13199,13145,54,127,126,1
0,0,0,0,0,0,0,0,0
182,0,182,6258,0,6258,94,0,94
461,458,3,10812,10137,675,195,193,2
2,0,2,641,0,641,2,0,2
0,0,0,0,0,0,0,0,0
106,0,106,4070,0,4070,48,0,48
40,28,12,2373,1913,460,29,22,7
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
17,13,4,949,669,280,8,5,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
40,37,3,1621,1540,81,13,12,1
0,0,0,0,0,0,0,0,0
227,229,2,6420,6508,88,54,55,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
490,338,152,16866,9150,7716,185,83,102
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
201,201,0,8682,8723,41,108,108,0
270,264,6,10472,10166,306,136,133,3
120,117,3,4251,3637,614,43,41,2
116,118,2,3626,3657,31,41,41,0
2,0,2,594,0,594,2,0,2
0,0,0,0,0,0,0,0,0
1248,520,728,38499,17453,21046,516,243,273
0,0,0,0,0,0,0,0,0
23,0,23,975,0,975,13,0,13
13,13,0,580,580,0,5,5,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
112,103,9,3665,3270,395,64,61,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9,9,0,1037,1038,1,9,9,0
0,0,0,0,0,0,0,0,0
347,347,0,11677,11693,16,233,233,0
21,21,0,2491,2477,14,15,15,0
84,84,0,2096,2104,8,24,24,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
12,12,0,2308,2271,37,10,10,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
485,114,371,16411,2904,13507,178,44,134
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
417,414,3,14817,14789,28,190,189,1
63,66,3,5610,5668,58,39,39,0
0,0,0,0,0,0,0,0,0
19,8,11,1311,632,679,12,4,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
683,694,11,21219,21378,159,283,283,0
53,55,2,1366,1383,17,14,14,0
319,319,0,7246,7258,12,97,97,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
34,34,0,1597,1639,42,21,21,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
396,393,3,21133,20546,587,227,226,1
102,101,1,3183,3149,34,35,34,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
331,323,8,8202,7627,575,109,101,8
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,16,16,0,543,543,0,10,10
305,305,0,9018,9018,0,282,282,0
0,0,0,0,0,0,0,0,0
14,14,0,670,645,25,6,6,0
635,648,13,16435,16569,134,172,172,0
141,142,1,4006,4007,1,73,73,0
119,120,1,2926,2942,16,32,32,0
89,89,0,2180,2180,0,24,24,0
141,141,0,4007,4006,1,73,73,0
140,141,1,3996,4007,11,73,73,0
8218,6174,2044,314775,248766,66009,4095,3094,1001
69,69,0,1551,1583,32,33,33,0
1031,1031,0,23989,24024,35,362,362,0
496,498,2,11546,11600,54,205,205,0
39,39,0,1296,1307,11,12,12,0
7076,7161,85,295316,298914,3598,3514,3530,16
12780,12778,2,543693,543758,65,6738,6736,2
55,0,55,1539,0,1539,26,0,26
84,77,7,4496,4089,407,50,43,7
253,253,0,5655,5643,12,84,84,0
412,399,13,15109,14669,440,166,157,9
566,503,63,25235,19622,5613,249,210,39
316,0,316,11374,0,11374,123,0,123
762,0,762,38876,0,38876,449,0,449
415,0,415,11494,0,11494,207,0,207
1296,1298,2,45360,45216,144,698,698,0
769,767,2,30824,30819,5,430,429,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
244,223,21,7655,6385,1270,65,54,11
32,23,9,1325,927,398,14,13,1
25,22,3,881,784,97,7,6,1
93,116,23,2652,3630,978,37,41,4
93,93,0,2660,2652,8,37,37,0
3,0,3,1056,0,1056,3,0,3
1,1,0,799,799,0,1,1,0
0,0,0,0,0,0,0,0,0
3,3,0,1056,1056,0,3,3,0
4,1,3,802,799,3,1,1,0
15,12,3,363,328,35,5,5,0
0,0,0,0,0,0,0,0,0
1308,573,735,39103,17264,21839,615,296,319
642,648,6,32584,32754,170,309,311,2
597,596,1,13935,13926,9,236,235,1
366,366,0,13308,13308,0,131,131,0
0,0,0,0,0,0,0,0,0
60,13,47,2523,658,1865,29,5,24
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
974,971,3,34861,34619,242,609,609,0
55,55,0,1537,1539,2,26,26,0
55,55,0,1543,1537,6,26,26,0
55,55,0,1543,1543,0,26,26,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
373,368,5,14394,13979,415,157,154,3
442,383,59,14936,13022,1914,115,98,17
675,676,1,15811,15644,167,218,220,2
154,153,1,3469,3258,211,24,23,1
154,154,0,3469,3469,0,24,24,0
896,896,0,25565,25562,3,304,304,0
2260,2106,154,66228,61676,4552,951,892,59
896,837,59,25565,23270,2295,304,288,16
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
341,341,0,8468,8453,15,88,88,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
544,454,90,17901,10246,7655,265,190,75
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
202,201,1,6875,6785,90,111,110,1
350,85,265,13110,6956,6154,138,52,86
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,2,114,0,114,1,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
11,0,11,443,0,443,11,0,11
0,0,0,0,0,0,0,0,0
102,34,68,5483,1385,4098,60,17,43
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
358,355,3,10274,10108,166,96,94,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
584,91,493,13753,2250,11503,228,18,210
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
537,537,0,18260,18281,21,318,318,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
63,63,0,6646,6646,0,58,58,0
22,22,0,5292,5286,6,17,17,0
351,350,1,13149,13110,39,138,138,0
466,466,0,10599,10621,22,196,196,0
35,35,0,1205,1207,2,9,9,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
476,471,5,16504,16297,207,173,170,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
189,159,30,10555,5558,4997,55,29,26
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
32,21,11,2040,1754,286,17,11,6
0,0,0,0,0,0,0,0,0
267,267,0,6181,6181,0,88,88,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
724,682,42,20804,19769,1035,268,247,21
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
42,6,36,1654,347,1307,13,4,9
506,466,40,13501,10599,2902,235,196,39
331,245,86,12122,7980,4142,145,105,40
42,42,0,1632,1654,22,13,13,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
