CommitID,NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NMC,NIR,a2a,Tag
1b144474a26da6ea77d8d959a8b4dc8b07896cb4,2,15,3,12,18,0,0,0,43,30,1,1,0.918295834,594,4,43,10,129,127,2,3293,3271,22,54,52,2,1,100,NoArch
cc70fc15a521d4ea221e51d833505bb8b3c0d430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,0,0,0,0,0,0,0,0,100,NoArch
ad935798984a24a6e9e9d2c136ff06a93b761ead,2,8,1,7,9,0,0,0,21,138,1,1,0.918295834,277,3,44,11,37,36,1,1233,1201,32,22,21,1,1,100,NoArch
b96f626cc38ba3f3318f2e2e522b1ceeda037eb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,0,0,0,0,0,0,0,0,0,1,100,NoArch
16f9fbc19a28d6c22e6a8fe8550ff5801b853d0b,5,53,21,32,74,0,0,0,33,92,1,2,1.841799478,1154,5,45,12,141,137,4,6144,6017,127,73,69,4,1,100,NoArch
639d6f2316a36225dcc18d75cea283c37eebfe96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0,1,100,NoArch
b63f694a7efa6b0a4bc22c70bc2ac6747880267e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,0,0,0,0,0,0,0,0,0,0,100,NoArch
c567683f528d5af38e6835773e55092e3e2749bc,1,1,0,1,1,0,0,0,18,120,1,1,0,144,4,0,0,16,16,0,635,629,6,8,8,0,0,100,NoArch
49681761a71ee17e1f554e3a411860a28a91fa18,1,1,1,0,2,0,0,0,19,0,1,1,0,145,4,1,1,16,16,0,635,635,0,8,8,0,0,100,NoArch
addcbe199d2fe5fbc690554c2309b947f5dd3d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,100,NoArch
3d64951d77db4a070e4f4be187dc03a92fc03c7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
b7d0d2bdc56d4bc7b5514feb534a5194335445fc,4,33,10,23,43,0,0,0,56,116,1,4,1.762930646,2169,5,47,0,474,470,4,14724,14553,171,161,159,2,1,100,NoArch
1836020a6521743e41fa0fa8d3d7e58e0f78b93f,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,49,0,16,16,0,629,635,6,8,8,0,1,100,NoArch
60e5ddfd8fd3a41e513e22ef1b228117943886ca,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,48,1,16,16,0,635,629,6,8,8,0,1,100,NoArch
fc14d7df136932096fbb59d84a1f340c6a64280e,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,50,1,16,16,0,629,635,6,8,8,0,1,100,NoArch
554434befcb9df043e6ac918966e4271482eb1f4,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,36,2,16,16,0,635,629,6,8,8,0,1,100,NoArch
0963e563fde59a0848c9200da08885783bd0c637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0,3,100,NoArch
886dcb53c4c921a5a31838c919fce9b9cdb2eb66,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,51,2,16,16,0,629,635,6,8,8,0,3,100,NoArch
7784b56a4aeda94de1de3bbe12a468108b7b8e0e,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,50,3,16,16,0,635,629,6,8,8,0,1,100,NoArch
41420b66128c0bb6ee47a5480ee48a31b99b7243,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,52,3,16,16,0,629,635,6,8,8,0,1,100,NoArch
a02c5c2ce3edae38b70648b177a78cc7a64a7b25,4,11,1,10,12,0,0,0,40,49,1,3,1.418295834,1303,4,51,4,235,232,3,8695,8633,62,97,96,1,1,100,NoArch
d6964478b3ef5bf894cc95ecd73d9f7e490f135c,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,53,4,16,16,0,629,635,6,8,8,0,1,100,NoArch
e9dbb30d296595f0ebd28350eb7904f4e596370d,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,52,5,16,16,0,635,629,6,8,8,0,1,100,NoArch
fb8d5a0b64bed038374fff83de4abfeeb89c9461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
6f07501a2f17b7b4f7b33b37702ac2280e24daed,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,54,5,16,16,0,629,635,6,8,8,0,1,100,NoArch
e3315556f1a58ed027e52047516b02992d26278d,2,7,0,7,7,0,0,0,53,52,1,2,0.591672779,1496,4,54,7,377,374,3,8997,8934,63,164,164,0,1,100,NoArch
75ec9fc42937995b052c1aadf86e5cf0ae76515a,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,55,6,16,16,0,629,635,6,8,8,0,1,100,NoArch
361b0fb520d83636b0301203295a25682939d582,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,55,8,16,16,0,635,629,6,8,8,0,1,100,NoArch
f7afbb36388ea70bb0798e6b65239a92e0296f81,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,56,7,16,16,0,629,635,6,8,8,0,1,100,NoArch
fb9e558d5f831a8ec27cb578014a122dc36dfd33,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,56,9,16,16,0,635,629,6,8,8,0,1,100,NoArch
84f5086ee8c88fecd0c7afac871d267d9269e1e1,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,57,8,16,16,0,629,635,6,8,8,0,1,100,NoArch
26b4efe10915380de91b0ab5672df6a08d79dd7f,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,37,2,16,16,0,635,629,6,8,8,0,1,100,NoArch
9d567ae97e945f0c5997b0f65d0e4697fd1d732b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
8921ae305c2eb1b57f5936c0e32639eb6fbda47b,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,58,9,16,16,0,629,635,6,8,8,0,2,100,NoArch
77047acd0d8b5b269047f471d5c2df7aad3cbf25,8,105,1,104,106,1,0,1,29,205,1,5,1.347348812,967,3,57,10,107,93,14,5431,4926,505,62,53,9,1,99.83766234,NoArch
ad8dc617191dffc7dae010eb37facc7d684ee098,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,59,10,16,16,0,629,635,6,8,8,0,1,100,NoArch
3f9db28ce5abc7163e7b8a718136d1d0b7e54caf,3,30,5,25,35,0,0,0,57,62,1,3,0.500711588,1386,5,22,0,179,176,3,8344,8228,116,101,99,2,1,100,NoArch
9f34df4ffa72adf599f8b2202de0af000159ef70,1,41,1,40,42,0,0,0,4,374,1,1,0,210,3,58,1,13,11,2,1569,1294,275,10,8,2,1,100,NoArch
4ed7ff8e89a89af2df7a56f3dc83996a080adece,3,192,17,175,209,1,0,1,3,248,1,2,1.032455232,187,1,59,2,29,12,17,1948,849,1099,11,6,5,1,99.5951417,NoArch
df001ad422e33182514811b50d0b63d81f868acd,1,18,7,11,25,0,0,0,2,39,1,1,0,81,1,60,3,12,11,1,463,348,115,7,7,0,1,100,NoArch
a364235bde361cb9d4336fdc5564e8a1b392291f,5,98,13,85,111,0,0,0,5,308,1,2,1.928299614,384,3,61,3,34,23,11,2260,1873,387,27,16,11,1,100,NoArch
142ff4d1abb3ede4cedf9756557bae990c3d2630,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,60,0,16,16,0,629,635,6,8,8,0,4,100,NoArch
03933b393626604faabfb2d4a5adf3463bede4bb,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,62,4,16,16,0,635,629,6,8,8,0,1,100,NoArch
a69182d3c5799614c65bab37111f359cd0699f0f,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,61,1,16,16,0,629,635,6,8,8,0,1,100,NoArch
7833e4baa36951829a4ed4cbb81ae37df617464f,3,43,3,40,46,0,0,0,19,164,1,2,1.112212925,583,3,63,5,103,98,5,3256,3017,239,51,49,2,1,94.73684211,Arch
8133bbece36805c61644f2d6f3718d1e7f8a2c6f,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,62,2,16,16,0,629,635,6,8,8,0,1,100,NoArch
4601ccfd84bafa293d74ab4d2c9cd953652277c2,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,64,6,16,16,0,635,629,6,8,8,0,1,100,NoArch
2d839cfabd8ea4fd4ddd09cecff2e106576d086e,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,63,3,16,16,0,629,635,6,8,8,0,1,100,NoArch
d1e46b246eeecee53c5c84a08578a066698e0c8e,5,253,0,253,253,3,0,3,19,70,1,3,1.928481638,280,3,65,7,50,27,23,2772,1495,1277,27,14,13,1,99.29015084,NoArch
33875473fdc76427e73286de4caa8b27b90ec512,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,64,4,16,16,0,629,635,6,8,8,0,1,100,NoArch
7472d98289bcb9776339ad253285a6f6dfa939cf,3,14,0,14,14,0,0,0,19,268,1,3,0.734529921,887,4,66,8,84,84,0,3931,3866,65,61,61,0,1,100,NoArch
6b3fcbd2a508b42faf02d51b1d93ee95d610346b,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,65,5,16,16,0,629,635,6,8,8,0,1,100,NoArch
b34848d4b561098b6515ef8fc5217cf18a55a9f5,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,67,9,16,16,0,635,629,6,8,8,0,1,100,NoArch
58c99c0890bf014513d6d1d5b0502d27d8cab377,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,66,6,16,16,0,629,635,6,8,8,0,1,100,NoArch
afa1fd51ad1defb83e622260625cedf597057458,4,4,3,1,7,0,0,0,19,204,1,2,1.950212065,354,2,68,10,26,26,0,1133,1127,6,17,17,0,1,100,NoArch
c01549301d656e413ee6a60b209cbf470f368663,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,67,7,16,16,0,629,635,6,8,8,0,1,100,NoArch
064d76042fc429844fb51fed01c9399240a83020,1,1,0,1,1,0,0,0,19,0,1,1,0,144,4,69,11,16,16,0,635,629,6,8,8,0,0,100,NoArch
12e0994f02ea22e8b7ffb56b61ccbf09e7b0a6fb,1,0,1,1,1,0,0,0,17,129,1,1,0,145,3,68,8,16,16,0,629,635,6,8,8,0,0,100,NoArch
3ea269b831f04da1159b8156536fe8e823767714,5,92,25,67,117,0,0,0,19,220,1,2,0.642610328,745,3,2,0,85,71,14,3865,3545,320,63,52,11,0,100,NoArch
3eb8a8c93c9388d1bd79b2297118a1d381bde51d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,100,NoArch
99460bfd03b981b3265600a9201cc3397a269591,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,69,5,71,85,14,3545,3865,320,52,63,11,0,100,NoArch
fbab55fdd499dae4736f099111aecf2bc8e488e3,5,92,25,67,117,0,0,0,19,220,1,2,0.642610328,745,3,10,0,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
14c80a58973ea5559beef0483f98ba9536e14161,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,10,0,71,85,14,3545,3865,320,52,63,11,0,100,NoArch
947bd7daab9ac512bba06f09d27f9dd29b55bef7,5,92,25,67,117,0,0,0,19,220,1,2,0.642610328,745,3,11,1,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
453e32abf94756a4aae5e5cd422cd7f08be32239,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,11,1,71,85,14,3545,3865,320,52,63,11,0,100,NoArch
85bc4f8916fa5db77b6ac3d78747e98844780d04,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,70,0,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
ac835f5458ee587f937312bb1eeb3b70699d3aee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,100,NoArch
e05d7e823c8b05c18d4245b894eb43db66df21b6,2,7,1,6,8,0,0,0,36,146,1,2,0.811278124,780,4,72,2,151,149,2,5424,5362,62,65,64,1,1,100,NoArch
1dbd63f4d14887ad4f7ac4c74db576f336b8c95f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,0,0,0,0,0,0,0,0,0,100,NoArch
19674f6c6f234d74255d8037493905f0acdd75a2,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,70,1,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
ea05ebd20d8ae1fc7e6cdfa64c6a40c204d728fe,7,144,28,116,172,0,0,0,30,167,1,4,1.626524187,1384,3,74,4,171,150,21,7578,7033,545,108,94,14,1,100,NoArch
7531554db608e4083db3db59f48c74f0488fb7dc,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,71,2,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
b65bfcf9cf6004ae8c2cff0cd58e251032e4c719,10,360,60,300,420,2,0,2,19,114,1,4,2.392637895,1092,3,75,5,131,97,34,7323,5576,1747,84,64,20,1,99.20983319,NoArch
2460ec2ed8782a1e43962c49cd7be0e4acc541b6,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,72,2,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
215c50fe20bd74b0d7cdf0e41aaa93bf39f6be91,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,76,6,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
15954213389383aa5898c0f710b8158aa20963f9,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,73,3,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
94d4da5ee1ee30e5f65f051885732e02fddef2f0,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,12,0,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
89d8396263807fd5bf94e3ee39e8b34baef28476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
c2ad1e6d0358bd3e842b5bb9161d29a429ab4940,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,12,0,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
535f4ba55859d64d4a566ec68eea64aec774f3f6,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,14,2,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
47e7213a9fe64ee67f037f63f9ea889d363970f0,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,13,1,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
452ed338b64e52116e0c0c3e24705ad09cb27584,5,92,25,67,117,0,0,0,19,158,1,2,0.642610328,745,3,23,0,85,71,14,3865,3545,320,63,52,11,1,100,NoArch
d4867eb2aba282ebc38d4a25631ea8cd802b2b18,7,80,15,65,95,0,0,0,32,308,1,6,2.046994292,1025,3,77,3,112,105,7,6419,5855,564,59,53,6,1,100,NoArch
6c6b08cf33fb1911dd50c6abc2a5e7bfeb1c1a16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0,0,0,0,0,0,0,0,0,100,NoArch
e82da45639e88db3c04aba76aa09ebdde05f2d21,5,25,92,67,117,0,0,0,17,80,1,2,0.642610328,812,2,74,3,71,85,14,3545,3865,320,52,63,11,1,100,NoArch
153ce108ab9334a4a74e266c078f4d0c08e2f485,14,1341,251,1090,1592,4,0,4,34,149,1,5,2.779660774,1576,3,79,0,284,170,114,12745,7949,4796,154,93,61,1,95.36480687,Arch
77c3c699fa348c191cee812392dc025f6ed1331e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,2,100,NoArch
416522f794abd14f3b23b2700be6c9b49c4f2da6,2,1,2,1,3,0,0,0,17,305,1,1,0.918295834,299,3,75,0,28,28,0,1432,1438,6,17,17,0,2,100,NoArch
52ae42f054fc9ac62262b28b6a5c5d3ba4a288fd,2,2,1,1,3,0,0,0,19,46,1,1,0.918295834,298,4,24,0,28,28,0,1438,1432,6,17,17,0,1,100,NoArch
3a282bd65030c4361ea901a8e09a495227df15b0,2,42,0,42,42,0,0,0,41,309,1,2,0.892623013,943,4,81,2,249,242,7,6855,6430,425,82,80,2,1,100,NoArch
2f5cdaf1a0d0003a01184ee201ca8e81bd8a9db0,1,1,1,0,2,0,0,0,7,371,1,1,0,85,3,82,3,6,6,0,424,424,0,3,3,0,1,100,NoArch
5b88de9f8724e046c745869b335b82a4af439af3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
460b26da6b3d929887c9e0fa814851562e2a797f,3,28,1,27,29,0,0,0,58,286,1,3,1.073551999,2589,5,83,3,501,497,4,15756,15628,128,252,249,3,1,100,NoArch
8fa7ddbff5c8a715e55cfee259f7232935cf53a9,5,2,45,43,47,0,0,0,40,140,1,4,1.448478954,1369,3,76,1,276,283,7,8286,8717,431,100,102,2,1,100,NoArch
6a584228314e7ea255c6aa68edee4b770dc6e899,5,45,2,43,47,0,0,0,41,215,1,4,1.448478954,1326,3,84,4,283,276,7,8717,8286,431,102,100,2,1,100,NoArch
cd6452119d58dba1752f6c98fede471f3c986d4f,4,2,44,42,46,0,0,0,40,144,1,4,1.3281888,1224,3,77,2,260,267,7,7657,8082,425,92,94,2,1,100,NoArch
0a3c5b470e8882e478052af07283b2a6b46ba79f,10,258,23,235,281,1,0,1,41,308,1,7,2.230547647,1730,3,85,4,325,309,16,12141,10638,1503,125,121,4,1,99.83164983,NoArch
cd50b81836131e56355a8617be5ea9b1be5d63d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,0,0,0,0,0,0,0,0,0,100,NoArch
c4f243262392626c8a9e95ba1e4c355e21ab388a,6,323,80,243,403,0,0,0,34,92,1,4,1.548209047,1622,1,87,6,187,168,19,9090,8138,952,102,90,12,1,100,NoArch
bf63908f5a3cdebf152e904567ab6c212ae6cbe1,10,23,258,235,281,0,1,1,40,131,1,7,2.230547647,1965,3,78,2,309,325,16,10638,12141,1503,121,125,4,1,99.83164983,NoArch
df5f9be0214ea3884fc15181d88a0b3e0da4bf3c,11,295,24,271,319,1,0,1,55,225,1,8,2.388923286,3109,3,88,7,696,673,23,20865,19090,1775,287,279,8,1,99.83164983,NoArch
07c66f99ada606e5e832d0b9cad0eab776c98c83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8,0,0,0,0,0,0,0,0,0,1,100,NoArch
47a03007d32784ecedeb78cd435360bd7e75f9d4,11,24,295,271,319,0,1,1,54,143,1,8,2.388923286,3380,3,79,3,673,696,23,19090,20865,1775,279,287,8,1,99.83164983,NoArch
0cc2905bb678d3b729a14913ae7bd7a6ee10aa28,11,295,24,271,319,1,0,1,55,225,1,8,2.388923286,3109,3,90,9,696,673,23,20865,19090,1775,287,279,8,1,99.83164983,NoArch
31abd2b47cab8446aafc375bf5ed17e38475efa7,11,24,295,271,319,0,1,1,54,143,1,8,2.388923286,3380,3,80,4,673,696,23,19090,20865,1775,279,287,8,1,99.83164983,NoArch
6b2b0e56a70b56f70179775d07f3e9e7a8aed5f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,0,0,0,0,0,0,0,0,100,NoArch
b623e6f1019798c69c9178c3eb3e2101fb0fe383,12,316,54,262,370,1,0,1,55,226,1,9,2.638187439,3201,3,91,9,706,685,21,21285,19553,1732,294,286,8,1,99.83164983,NoArch
34d6f3ac20492b8b39d05c8e71333bf4d46a59b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,NoArch
1fa65b7921fd9a718a70b53c9c2f61efbcbfc279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
23b9833e7f7fc164e9ed715062ed84aec8d2a27e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
aae39c90a3e5ac80d940471b5694aef1ab193803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
3dff33cb9b8bc5d4c8a1f94a964bc4e5c4d7e5ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
c9f6f4eb4756d387746ea458bc27a4bd08e121ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
6d3e2f0facaf2f21e049bd71e5f555c365f8c71e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
78ab4204ce33450f466e7cacb1949b53c5b053f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,1,100,NoArch
b61743eb5b604f50aeed13abcdd5164e2d71f706,2,160,0,160,160,1,0,1,41,178,1,2,0.168660931,479,1,93,1,128,118,10,4529,3520,1009,32,25,7,1,99.83221477,NoArch
827cac5eccfc507d829d7f734f9365f816eaf6d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,0,0,0,0,0,0,0,0,0,4,100,NoArch
1bcd8bb5ac635844096a7b177f68597d2ebc226d,11,24,295,271,319,0,1,1,54,143,1,8,2.388923286,3380,3,82,0,673,696,23,19090,20865,1775,279,287,8,4,99.83221477,NoArch
a03c19564906b179de1845c9614a985523162f6a,13,315,31,284,346,1,0,1,55,265,1,9,2.67505885,3418,3,95,0,783,758,25,22833,21019,1814,309,299,10,1,99.83221477,NoArch
646bfb81eece405f0e898b8caa9165579295859d,1,77,21,56,98,0,0,0,56,126,1,1,0,1383,5,96,1,376,366,10,8685,8478,207,166,158,8,1,100,NoArch
b1bb350b513bfc925960faeb65a28351e7e9ceaa,1,51,20,31,71,0,0,0,57,0,1,1,0,1439,5,97,2,389,376,13,8794,8685,109,168,166,2,1,100,NoArch
2679a8b0563aea563d1d8ca4e124662e6d381db0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,0,0,100,NoArch
8a05b75cd6a4082107b2fd50b4a2c303ca57f34b,13,72,443,371,515,0,1,1,54,142,1,9,2.656969034,3789,3,83,0,758,806,48,21019,23149,2130,299,319,20,0,99.83221477,NoArch
a51fa638d9510bf07fb712e6c91950500eb04d21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,100,NoArch
4f693b17f1065f1a688628af3578ee34c55bfbe8,13,444,72,372,516,1,0,1,57,277,1,9,2.655725835,3418,3,99,4,806,758,48,23156,21019,2137,319,299,20,1,99.83221477,NoArch
174f5a8898511b7275a81a9b7e8f89ad6c7a40f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
d3d6134e08a361a1ad774b527adc5ef7330c09ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,0,0,0,0,0,0,0,0,0,0,100,NoArch
5b359c150696c6c7de3fdbc7072c05b61988bcaf,13,72,444,372,516,0,1,1,54,142,1,9,2.655725835,3790,3,85,2,758,806,48,21019,23156,2137,299,319,20,0,99.83221477,NoArch
79b61b53124d555583791061429f12db0f7c4810,13,444,72,372,516,1,0,1,57,277,1,9,2.655725835,3418,3,102,6,806,758,48,23156,21019,2137,319,299,20,1,99.83221477,NoArch
86754a60ffe77977fc654a9184775410fd5e8564,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,86,3,768,806,38,21226,23156,1930,307,319,12,1,99.83221477,NoArch
1462c10fb5ae684dfa9fb03b4eb5d54903c8a384,18,648,63,585,711,4,0,4,57,265,1,12,3.429836976,3969,1,103,7,946,875,71,26808,23570,3238,363,336,27,1,99.08333333,NoArch
4f0fe80f2525c398e18ec48cd48be27f4c7fcc95,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,87,4,768,806,38,21226,23156,1930,307,319,12,1,99.83443709,NoArch
341d12014ead1a0bf5bafb1c666c0cc668a62308,13,367,51,316,418,1,0,1,57,277,1,9,2.82121212,3474,3,104,8,806,768,38,23156,21226,1930,319,307,12,0,99.83443709,NoArch
1c11eb7b19eac6776687c484444e5ffcfd0232ab,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,88,5,768,806,38,21226,23156,1930,307,319,12,0,99.83443709,NoArch
d15cce120f81f5118ea590fa48d3e7e6150d920f,13,367,51,316,418,1,0,1,57,277,1,9,2.82121212,3474,3,105,9,806,768,38,23156,21226,1930,319,307,12,1,99.83443709,NoArch
0814c3e38c8e33d757eb946697471207db1ae2f6,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,89,6,768,806,38,21226,23156,1930,307,319,12,1,99.83443709,NoArch
3be4df96cf956e38c56561e4e7954cb0ebc96cae,13,367,51,316,418,1,0,1,57,277,1,9,2.82121212,3474,3,106,10,806,768,38,23156,21226,1930,319,307,12,1,99.83443709,NoArch
31d1e9b84baf9c6ee4ea234ddad9a7b584e11d0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,11,0,0,0,0,0,0,0,0,0,1,100,NoArch
4a1a11e575f6914bf2d2a2c5fea762cd3984fdf7,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,90,7,768,806,38,21226,23156,1930,307,319,12,2,99.83443709,NoArch
203cbd49010dfcd677af4a6d8ce8b4065d4e629d,13,367,51,316,418,1,0,1,57,277,1,9,2.82121212,3474,3,108,12,806,768,38,23156,21226,1930,319,307,12,0,99.83443709,NoArch
5d264aabbfcaf9edb85818b05faecac304ef3175,13,51,367,316,418,0,1,1,55,134,1,9,2.82121212,3790,3,91,8,768,806,38,21226,23156,1930,307,319,12,0,99.83443709,NoArch
666be14b735fa4b6e03c20b5c15d229f90efd437,47,2794,362,2432,3156,12,0,12,57,297,1,23,4.676674038,8761,1,109,11,1727,1480,247,67131,52045,15086,789,666,123,1,93.85692068,Arch
72c9d6bb7aa23546a0bf82c2ce546fd1278bd72b,2,21,0,21,21,0,0,0,35,119,1,2,0.998363673,884,5,110,9,110,106,4,4707,4562,145,56,55,1,1,100,NoArch
401eb42a3bfad01266049cb0385fed6b8edb8c84,47,362,2794,2432,3156,0,12,12,55,115,1,23,4.676674038,11204,1,92,7,1481,1728,247,52135,67221,15086,667,790,123,1,93.85692068,Arch
7c2bfeb2c6ebb2f69eaa4aafbf586ddd2c000629,47,2794,362,2432,3156,12,0,12,57,287,1,23,4.676674038,8772,1,111,10,1728,1481,247,67221,52135,15086,790,667,123,1,93.85692068,Arch
45c9b60be4681d36f07247c0ed9c1faca55b8936,47,362,2794,2432,3156,0,12,12,55,115,1,23,4.676674038,11204,1,93,8,1481,1728,247,52135,67221,15086,667,790,123,1,93.85692068,Arch
b4d6a171e5e2d96d4e6fad49e06aca19c916420a,47,2794,362,2432,3156,12,0,12,57,287,1,23,4.676674038,8772,1,112,11,1728,1481,247,67221,52135,15086,790,667,123,0,93.85692068,Arch
4df83ff5373d7438bdf7789ab2cd5eb547b6db0b,47,362,2794,2432,3156,0,12,12,55,115,1,23,4.676674038,11204,1,94,9,1481,1728,247,52135,67221,15086,667,790,123,0,93.85692068,Arch
