CommitID,NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NMC,NIR,a2a,Tag
116a973813541d4f6ca000ae27090074871e714e,97,2872,5380,2508,8252,7,26,33,16,14,1,12,5.434778564,14470,1,0,0,1873,2176,303,62115,73068,10953,793,952,159,0,79.76470588,Arch
a7bfbd4b56d99655062c069e26ab6d476f5f06a0,2,15,5,10,20,0,0,0,15,56,1,2,0.286396957,499,1,131,7,118,112,6,3275,3184,91,27,27,0,1,100,NoArch
bc9491c9dcea4035f3fd4733a2c0b649d08398ed,24,88,110,22,198,0,0,0,22,99,1,7,4.074760941,5530,1,132,8,805,807,2,31496,31637,141,371,373,2,1,99.23954373,NoArch
7ddc6d64b2f81cc4022ae36aa233f7ce7e191314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
1999497b9115b71d325e87f66f05dc006a9d0e9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
b57431769b7b42f8561ef4625ecf80e0d4bd019b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NoArch
5690cd025ce5c1bcb21b69e4f17bbb65e3db80fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
1ecc7b63fbb0b13181ea16b38055729536c0225e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
fac2b0477cba4cd01a56c635459a949f81680a84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
21ba02b631c068abd4f295b8b903bdc392fa4573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
62e4e5bc62c1716224f60e61813103ec54704459,1,9,6,3,15,0,0,0,14,20,1,1,0,149,1,135,8,27,23,4,839,810,29,11,11,0,1,100,NoArch
d086fd7aaa4906cf4c50600744ed30fac9544269,2,35,13,22,48,0,0,0,23,20,1,2,0.249882293,1623,1,136,8,369,365,4,9400,9329,71,137,135,2,1,100,NoArch
edbb3feac1bb12c0b00934b1fa58ba7c4b094b40,3,263,136,127,399,1,0,1,23,18,1,3,0.86705026,602,1,137,9,127,115,12,4325,3665,660,50,41,9,1,99.62121212,NoArch
4d2c4381dc5019ec721b525dafec3e6197b7e972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
e83268ede627871932e5de46d3bc69be500715b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,10,0,0,0,0,0,0,0,0,0,1,100,NoArch
5f7cb7d6d00a284364c629ba85d4b3114c677cc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
3623bbcaf7c0f889fa0973b4b9d4e38fdfddb863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
4fadaaba38d555cd869a10ac6c8e305f4b59ec61,3,118,0,118,118,2,0,2,21,6,1,2,1.501727227,359,1,139,8,105,95,10,2682,2290,392,24,20,4,1,98.88682746,NoArch
f1b834377fc2f4f7ba5436e2cc0945c4fd7a9652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
de86bbe9b92fda06368889a9554cb71fbb03bace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
8be88359e7685ffba7d71b6710c2b0d9e1a02212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
a4b6df067b9e320919b8997612c922863fc6a911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
e4a937b229b3c8d77ac10a38bd05ce8ca1f86cee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
e0871c82beaced35e4b1ea2e1d7a9023ec7e4e4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,100,NoArch
6c6a0cb898b7b4182ebe6ee9ee41ae5c83206075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
ea05a9146f0edb64e76a25ab30230e9b35c98092,4,110,32,78,142,0,0,0,13,131,1,2,1.518193186,613,2,142,3,97,84,13,3844,3301,543,54,47,7,1,100,NoArch
e0940cb77cd3029fd90efc6952783754a619dd8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
8d1df9769947050afa23ae3b6371ac4a74dd4928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
a45e938a1c59fb4f1fdc66252bdafac6aa9f2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
8d27b88ec0c3ff374952f56519896f0c932f2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
39e6d507642777ab6ac2db0903775fbf094257a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
76c6762906b4802dd9e41b647a7a5146a08e180b,7,135,76,59,211,0,0,0,24,127,1,5,2.513346984,2025,1,143,3,530,522,8,13709,13273,436,204,199,5,1,78.73303167,Arch
8ab3b6db708dfd187159fb2785bad2cacfc3a2b6,2,29,2,27,31,0,0,0,25,31,1,2,0.907165768,1102,1,144,4,254,250,4,7039,6901,138,138,137,1,1,100,NoArch
6b33f0278abc9a1d81f925d39673d9fccefc5370,16,419,402,17,821,0,0,0,22,131,1,4,3.036039894,1855,1,145,5,304,315,11,10050,9970,80,129,126,3,1,90.60402685,Arch
2185314c78c943fa3e5369e747c6807bc3b9d960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,100,NoArch
f353002184959c18354700b5b5f14e9c4a5269be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
7ae507b40fd3493e02438165f1d0c982e6e79914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
21bb13cd6122a926b670945bb11cde8bc0d973a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
8fa1312a50ec65a250de8df72794c061654cd9c9,3,25,11,14,36,0,0,0,26,71,1,2,1.369471138,1317,1,147,7,325,325,0,8183,8032,151,158,157,1,1,100,NoArch
43884c872df6d638d67a4584391bd79802dbbaa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,8,0,0,0,0,0,0,0,0,0,1,100,NoArch
ff753de85e2216415f8fda01c814af11da13c90f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,1,100,NoArch
57d8f4535d9321d47dccd2148c4d0df40d011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
2bf0a95abdec4a7b49f2ec75200c7354b6df9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
9c9b79b536b55d252da46863e067705f52572ac5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,1,100,NoArch
60ad460b6fd8d8cdd2ba3cf6b533bc0a94d7a521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
c4e01e1353f25e5acc40cacba02b753430b84a31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,10,0,0,0,0,0,0,0,0,0,1,100,NoArch
dd75906e473d7df696bb73ebfea4207992444629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,2,100,NoArch
d9600ed0b2e237cc7fd0cb89319c724d3251ff00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,10,0,0,0,0,0,0,0,0,0,1,100,NoArch
1aa6a71c292d95f4f591713e4f8e51cf49822d8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,10,0,0,0,0,0,0,0,0,0,1,100,NoArch
19684abe028c3362ca80884fd737a1ff6a44aad3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,11,0,0,0,0,0,0,0,0,0,1,100,NoArch
e2d1051e95de6628da5758bb91f2511e588d3eb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,12,0,0,0,0,0,0,0,0,0,2,100,NoArch
148436898364857155f03278e3eff328403f7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,13,0,0,0,0,0,0,0,0,0,1,100,NoArch
43bcac65cdd6cd43f73714eb3d72a51c406d8feb,2,61,0,61,61,1,0,1,2,34,1,2,0.208180946,58,1,156,14,12,6,6,521,212,309,4,3,1,1,99.23664122,NoArch
d0d4e91341d00075cc46eb3ced62761644ce2c6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
fd1d9077277695e8f5668c062289f9d17bb9981a,2,107,10,97,117,0,0,0,23,58,1,2,0.971941752,457,1,157,15,111,105,6,3334,2778,556,32,27,5,1,98.87218045,NoArch
e0c709a3b29bdd335a9b604fb94580003f54c6af,2,12,13,1,25,0,0,0,24,13,1,1,0.634309555,668,1,158,16,175,175,0,4365,4365,0,36,36,0,1,100,NoArch
c854cd83e69bc220cd472e4006086c043efb4cc8,3,7,8,1,15,0,0,0,11,243,1,3,1.456564762,559,1,159,17,31,31,0,1785,1758,27,24,24,0,1,100,NoArch
234893c3d0ff9c18fd2b90e5c7ea0b0a9a0b2762,14,681,89,592,770,1,0,1,21,67,1,5,2.778364912,2238,1,160,17,630,516,114,16708,13276,3432,240,175,65,1,74.56359102,Arch
56d154f53715a3234a7cafd5fca4bbeb15999f6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,18,0,0,0,0,0,0,0,0,0,1,100,NoArch
6d882a3832cd9ecf2d15568dd74ff30c9c2cfe83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,1,100,NoArch
6b3399f6ea202f570ad92deb26652a5480da2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,1,100,NoArch
6bf016960332ba751f3e1124e11b5993fc75e070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,1,100,NoArch
91856e0e927a07b4e6940cdb48d99261b1dbaa18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,1,100,NoArch
6dcb9a03a1d161425cf722d9b5dea06ffe56e675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,19,0,0,0,0,0,0,0,0,0,0,100,NoArch
f1b61e8f9d5ae1c5e0f155ff1ebeb40e4e2295eb,4,65,11,54,76,0,0,0,25,28,1,3,1.967788463,564,1,163,20,119,113,6,3412,3192,220,30,26,4,1,100,NoArch
ba55ccc8e773ecbb0e71b13997c628b82f40eeac,4,26,8,18,34,0,0,0,27,16,1,3,1.866196857,1283,1,164,21,310,305,5,7649,7563,86,151,149,2,1,94.83101392,Arch
913074da585f2737160b962aca0b905bb283012a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,1,100,NoArch
c7fe3355d2c8d966179aa8ff3189f354bc252ceb,8,147,68,79,215,0,0,0,19,89,1,5,1.744240214,1365,1,165,20,270,251,19,8516,7967,549,101,94,7,1,100,NoArch
21b3430f67fd55dbdd508e9593e522705247680f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,17,0,0,0,0,0,0,0,0,0,1,100,NoArch
e0839ab5642e57853443d7388565c5acd6311ee3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,18,0,0,0,0,0,0,0,0,0,1,100,NoArch
a976791d656760a9d724276d31bed869f6396fde,2,133,57,76,190,0,0,0,28,45,1,2,0.547246947,1129,1,168,16,274,254,20,7652,7012,640,145,139,6,1,100,NoArch
7c655949f7bd1bc0896181545204665ff0a8ed87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,NoArch
8fca9cd353d16aa7396fb91c4b9a7cb4660d23fd,5,130,201,71,331,1,1,2,20,36,1,3,1.850495335,985,1,169,7,170,179,9,5595,5771,176,72,86,14,1,92.91666667,Arch
3abbd30b6ea58ef7916699d5715ebc343e49cf8e,6,40,16,24,56,0,0,0,22,15,1,4,2.406669265,1708,1,170,8,396,389,7,10836,10629,207,130,127,3,1,100,NoArch
47646602d304105ec8edac22be3ac8dd9b0bbe38,8,111,7,104,118,1,0,1,23,32,1,3,2.733285855,1847,1,171,6,397,382,15,11731,11230,501,153,146,7,1,99.59183673,NoArch
2bf92732789f7cb1ec25be368fe76f6ad8007848,2,33,0,33,33,0,0,0,29,16,1,2,0.745517843,1205,2,1,1,277,274,3,7758,7652,106,147,145,2,1,100,NoArch
4e4ef4f8834a17e879113bf9f6fc465859d2f548,5,70,14,56,84,0,0,0,23,9,1,3,2.112063347,1192,1,172,6,262,252,10,8111,7566,545,92,90,2,1,100,NoArch
cfd4b63a8bb9244e3c1cdd48fffe2dd429f8e48d,2,34,53,19,87,0,0,0,26,68,1,2,0.442958679,566,1,173,5,110,113,3,3188,3381,193,34,34,0,1,100,NoArch
a87b0c1be09e0449a2c941ea542ce0f22639fdb1,2,40,19,21,59,0,0,0,30,18,1,2,0.81792525,1238,2,174,6,278,277,1,7889,7758,131,148,147,1,1,100,NoArch
3fde11fc9af39832b871b098f18a90b15c079e82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,7,0,0,0,0,0,0,0,0,0,1,100,NoArch
39c4b9c04f2232e71cca1e2f29dbc4e3319c9edf,2,10,8,2,18,0,0,0,24,58,1,2,0.764204507,459,1,176,8,102,102,0,3103,3117,14,26,26,0,1,100,NoArch
c5df78537022403f7725b273c1d9371e345cf905,4,15,10,5,25,0,0,0,27,88,1,3,1.874444455,602,1,177,0,117,117,0,3272,3251,21,30,30,0,1,100,NoArch
e2b5b07fea44c4400386da565e880900fadfa7ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
1acc9913afd9bee7ad319ffd789a6e47a2e7baa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2,0,0,0,0,0,0,0,0,0,0,100,NoArch
4471c7079a4e7cc62ff6d67cfe22b078a6bbe4af,11,730,24,706,754,9,0,9,5,49,1,4,3.198549137,472,1,180,3,131,81,50,5516,2489,3027,65,35,30,0,92.63565891,Arch
1d125b4a4fdabf0bf55f27d092226a53d70427ac,10,382,331,51,713,1,0,1,15,96,1,4,2.431137363,1418,1,181,4,175,162,13,7549,7820,271,89,82,7,0,97.61029412,Arch
2310971c1ca6e632a938266f68921b0221a80d61,4,14,0,14,14,0,0,0,15,246,1,2,1.610577243,764,1,182,5,79,77,2,3886,3810,76,38,36,2,1,100,NoArch
d0b76375fb71ea127d0d0f2ef38b9712efce36da,3,85,34,51,119,0,0,0,28,31,1,3,0.929398973,909,1,183,6,147,143,4,5570,5342,228,63,63,0,1,99.81751825,NoArch
162726205705d4130e4090e4c4aa24d9e7ef34a6,4,235,1,234,236,2,0,2,31,11,1,3,1.017979253,976,1,184,7,283,253,30,7117,6099,1018,134,122,12,1,96.92585895,Arch
09077d848518150782f9a44c08d25699fbd680a1,1,1,1,0,2,0,0,0,32,0,1,1,0,898,2,185,8,245,245,0,5740,5741,1,119,119,0,1,100,NoArch
939eb8a8a6f5fb7239432eb0bc42730153d46c92,1,4,2,2,6,0,0,0,2,0,1,1,0,155,1,186,9,19,19,0,675,669,6,9,9,0,1,100,NoArch
e5631c1b774681f92de43f9f7d6ec64ae15d5c9b,6,335,1,334,336,3,0,3,7,0,1,3,2.010706158,524,1,187,10,110,86,24,4271,2607,1664,54,37,17,1,96.58703072,Arch
3b522378847be1e45c11024f153dbac7f83c9c67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,11,0,0,0,0,0,0,0,0,0,0,100,NoArch
2faea630242fa636cbb123597f47d2216e159136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,12,0,0,0,0,0,0,0,0,0,0,100,NoArch
b0e42bf54f6575ffadd2766582cf01633d6061d7,2,116,0,116,116,2,0,2,1,0,1,2,0.992266639,0,1,190,13,8,0,8,421,0,421,8,0,8,0,98.14814815,NoArch
8911c848b1625d911a99ab846c4000985c74758c,2,3,2,1,5,0,0,0,8,314,1,1,0.970950594,208,1,191,14,26,26,0,902,885,17,14,14,0,1,100,NoArch
fee963d618d493bf630fc0afdfbc1eb8d74b5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,15,0,0,0,0,0,0,0,0,0,1,100,NoArch
0def48146dd7e2590a41f9da2c025d4024865ccc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,16,0,0,0,0,0,0,0,0,0,1,100,NoArch
e5d6f00462a43a94edd3ad1e4266443c63ecf51c,10,1053,0,1053,1053,10,0,10,5,17,1,2,3.16305332,0,1,194,17,94,0,94,4550,0,4550,68,0,68,3,95.93908629,Arch
d933c26e39b707dcfeeff28a089a085506cba5e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,18,0,0,0,0,0,0,0,0,0,1,100,NoArch
7b13b5dda2f7014ed15d86887a963299232ca1d2,9,222,40,182,262,1,0,1,33,73,1,6,2.827344862,3314,1,196,19,759,738,21,21917,20871,1046,307,293,14,1,99.67213115,NoArch
853d0a7c72fbecb76748ea0ff7f4bf31f6529e6a,4,46,27,19,73,0,0,0,30,82,1,4,1.515272249,1125,2,197,20,206,207,1,6725,6585,140,86,87,1,1,100,NoArch
6a9539134694a73e1dd5bdded697461ac88b4744,7,52,42,10,94,0,0,0,25,67,1,4,1.769104212,1613,1,198,21,385,381,4,9971,9876,95,134,129,5,1,100,NoArch
8fc362ad49300d2aa145c0e0e118851fbcc563b6,2,39,2,37,41,1,0,1,20,87,1,2,0.534943699,488,1,199,22,168,164,4,3519,3417,102,51,49,2,1,96.32587859,Arch
8697acfffac7f9d677793ea65ad3d66143b6963d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,100,NoArch
5d6bcad33de3aec97c4de7a2ff143a728837b5c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,23,0,0,0,0,0,0,0,0,0,1,100,NoArch
7c85a78d59b838852273934706bd394df56c23ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,24,0,0,0,0,0,0,0,0,0,1,100,NoArch
3765440645e1dd8a585a11fb14476334ed54f1e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,25,0,0,0,0,0,0,0,0,0,1,100,NoArch
5979ad309e117fed1d59c3610255fe16852d8d60,14,68,67,1,135,0,0,0,23,94,1,4,3.308866249,2243,1,203,26,279,279,0,12943,12764,179,169,169,0,1,100,NoArch
666ef349f0d5700803cc24ac38b1216e926d1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,27,0,0,0,0,0,0,0,0,0,1,100,NoArch
2b43cbdc5d51752325dd9f29a669dcc532a1c6b0,137,2,2,0,4,0,0,0,34,131,1,19,NaN,19731,1,205,28,2782,2782,0,98473,98473,0,1297,1297,0,1,22.72727273,Arch
198bdac00482ea898b6035e9cd6c96f00ea3f026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,29,0,0,0,0,0,0,0,0,0,1,100,NoArch
