NMF,LC,NAD, NUC, NMS, NMD, Entropy ,MLMF,CFC,NCC,NMC,a2a
26,1013,5,90,1,18,3.501453382,7497,771,24848,307,97.29053772
6,714,5,3,1,4,2.060193345,733,115,3776,19,97.37390579
0,0,0,0,0,0,0,0,0,0,0,100
20,299,0,89,1,14,3.366157841,7777,24,1494,4,99.91394148
30,1360,9,90,1,19,3.956671437,7497,805,26437,329,96.89054726
1,0,0,3,1,1,0,19,0,0,0,100
30,1343,9,89,1,19,3.99190632,8857,172,6719,44,96.89054726
21,282,0,90,1,15,3.471661666,7514,656,21072,288,99.91394148
0,0,0,0,0,0,0,0,0,0,0,100
9,1049,9,7,1,4,2.959224685,0,149,5321,41,96.973466
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
11,274,4,8,1,4,2.715001715,1049,32,1590,26,99.59935897
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,2,0,9,1,2,1.384431504,544,0,20,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,2,0,8,1,2,1.384431504,542,0,20,0,100
3,2,0,9,1,2,1.384431504,544,0,20,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,61,0,8,1,2,0.391243564,423,22,1670,21,100
0,0,0,0,0,0,0,0,0,0,0,100
2,46,0,5,1,2,0.499179836,206,5,241,4,100
2,31,0,74,1,2,0.84185219,1954,143,7210,94,100
3,41,0,75,1,2,1.153868724,2022,224,6522,53,99.14250715
8,50,0,70,1,6,2.869258018,2529,6,198,0,100
1,0,0,91,1,1,0,1624,0,0,0,100
1,0,0,90,1,1,0,1624,0,0,0,100
2,1,0,91,1,2,0.918295834,2648,0,7,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,1,0,3,1,1,0,133,0,11,0,100
1,0,0,3,1,1,0,145,0,5,0,100
1,18,0,90,1,1,0,1196,6,142,2,100
2,10,0,11,1,2,0.749595257,269,0,18,0,100
2,23,0,18,1,2,0.884963636,1455,3,133,1,100
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,22,1,1,0,378,0,0,0,100
3,323,1,6,1,2,0.755214937,1145,43,5873,38,99.95843724
1,0,0,92,1,1,0,1624,0,5,0,100
2,1,0,11,1,2,0.970950594,786,0,0,0,100
10,925,7,7,1,2,2.964500138,1391,60,5601,33,99.25373134
4,116,0,30,1,2,0.936673281,1753,30,3885,25,100
0,0,0,0,0,0,0,0,0,0,0,100
1,3,0,4,1,1,0,128,1,4,0,100
1,1,0,5,1,1,0,735,0,20,0,100
5,25,0,11,1,4,1.696602831,498,4,137,2,99.58609272
10,396,1,9,1,2,2.160934993,1909,20,2658,10,99.83450559
10,396,1,8,1,2,2.200533077,2305,20,2658,10,99.83450559
10,396,1,9,1,2,2.160934993,1909,20,2658,10,99.83450559
6,46,1,28,1,4,1.211483034,1490,7,299,2,99.91742362
2,22,0,29,1,2,1,924,0,0,0,100
9,39,1,76,1,6,2.494874179,3623,365,13816,149,99.91742362
9,39,1,75,1,6,2.494874179,3584,3,75,0,99.91742362
9,36,1,76,1,6,2.487271603,3623,366,13864,149,99.91742362
11,71,1,75,1,8,2.921064456,3771,37,1214,9,99.91742362
11,70,1,76,1,8,2.97031573,3842,366,13864,149,99.91742362
15,289,2,91,1,11,2.576564748,5704,51,1712,16,99.71134021
3,33,0,76,1,2,1.041464763,2065,371,13981,149,100
35,1815,10,90,1,18,3.995551522,11066,104,9094,52,98.55252275
37,1817,10,91,1,19,4.120295253,9350,524,25311,221,98.55252275
6,34,0,10,1,2,2.493440314,818,57,1271,10,100
4,6,0,6,1,1,1.863120569,523,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
40,0,0,93,1,24,5.123717423,14629,0,0,0,100
6,0,0,16,1,5,1.412253883,2490,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
262,4,0,94,1,62,6.995285848,67022,5,2332,0,99.91786448
517,0,0,95,2,71,9.012947284,89190,0,0,0,100
45,173,0,77,1,15,4.833284539,12084,0,1529,0,90.36850921
14,3,0,42,1,9,3.113669592,3289,0,82,0,100
9,0,0,41,1,5,3.095795255,4374,0,31,0,100
2,8,0,96,1,2,0.954434003,1727,448,10337,193,100
3,96,1,39,1,3,1.126456155,716,9,336,4,98.85198852
0,0,0,0,0,0,0,0,0,0,0,100
2,24,0,26,1,2,0.918295834,1059,24,3004,18,100
2,73,0,4,1,2,0.964547659,396,22,2062,20,99.92125984
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,22,0,79,1,3,1.423050818,3276,5,134,2,100
4,22,0,78,1,3,1.423050818,3298,5,134,2,100
4,22,0,79,1,3,1.423050818,3276,5,134,2,100
0,0,0,0,0,0,0,0,0,0,0,100
2,6,0,97,1,2,0.99107606,1790,2,42,1,100
0,0,0,0,0,0,0,0,0,0,0,100
1,7,0,14,1,1,0,348,1,36,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,290,0,10,1,2,0.182138465,3350,346,18627,321,100
0,0,0,0,0,0,0,0,0,0,0,100
2,290,0,9,1,2,0.182138465,3640,9,2551,9,100
2,290,0,10,1,2,0.182138465,3350,346,18627,321,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
9,1149,9,1,1,2,3.052985933,0,121,5766,72,98.95913647
18,901,10,98,1,6,3.621903171,8783,51,7302,16,90.46372476
9,1149,9,1,1,2,3.052985933,0,121,5766,72,98.9427634
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,12,1,1,0,2616,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
6,184,2,42,1,4,1.481711093,720,72,4312,38,95.40186916
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
18,1637,3,73,1,8,2.534364845,3663,189,8907,131,99.37718957
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
18,1637,3,72,1,8,2.534364845,5300,189,8907,131,99.37718957
0,0,0,0,0,0,0,0,0,0,0,100
18,1637,3,73,1,8,2.534364845,3663,189,8907,131,99.37718957
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,7,1,1,0,335,0,46,0,100
12,396,1,80,1,8,2.884599258,4643,589,17705,215,99.92242048
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,58,0,22,1,1,0,1752,22,521,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,2,0,16,1,1,1,192,11,726,6,100
1,7,0,23,1,1,0,1810,1,52,0,100
26,65,0,99,1,18,4.054734857,15649,1,384,0,100
0,0,0,0,0,0,0,0,0,0,0,100
16,130,1,100,1,12,3.127280101,9170,137,4025,68,95.06454062
13,12,1,96,1,9,3.072479363,4946,8,65,3,99.92553984
1,2,0,66,1,1,0,1144,0,28,0,100
97,340,1,78,1,21,5.533997794,26812,67,2643,56,95.49005682
0,0,0,0,0,0,0,0,0,0,0,100
3,72,0,101,1,1,1.114729977,2524,9,322,5,99.8982706
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,11,0,10,1,1,0,204,1,76,0,100
1,80,0,77,1,1,0,1134,21,370,4,100
3,32,3,6,1,1,1.556254104,128,1,127,1,90.27088897
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,47,0,97,1,2,0.462749059,1828,45,5971,32,100
1,0,0,24,1,1,0,326,0,0,0,100
1,1,0,43,1,1,0,692,0,9,0,100
8,84,3,26,1,3,2.537838264,2067,3,156,3,90.29618083
1,33,0,21,1,1,0,175,4,194,2,100
1,21,0,22,1,1,0,142,30,793,19,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
7,37,0,12,1,1,2.699387797,736,1,65,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,33,0,2,1,1,0,96,6,561,4,100
0,0,0,0,0,0,0,0,0,0,0,100
1,33,0,5,1,1,0,280,0,52,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,1,0,24,1,1,0,1817,0,16,0,100
6,25,0,102,1,4,2.211810353,3899,0,220,1,100
4,35,0,84,1,2,1.397786827,1252,31,1053,19,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
14,225,2,79,1,8,2.377382028,3310,19,2454,15,93.59831164
0,0,0,0,0,0,0,0,0,0,0,100
1,4,0,9,1,1,0,351,0,10,0,100
6,108,0,78,1,3,1.802988042,1981,286,9850,106,100
3,170,0,103,1,3,1.336666482,2411,529,15435,237,100
3,51,1,85,1,2,1.480725487,2083,152,7738,100,99.92977528
1,17,0,2,1,1,0,17,0,76,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,119,0,25,1,1,0,1818,19,724,10,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,17,1,1,0,183,0,0,0,100
1,0,0,14,1,1,0,2617,0,0,0,100
6,168,0,37,1,5,2.280589437,2716,154,4385,65,100
0,0,0,0,0,0,0,0,0,0,0,100
2,7,0,98,1,2,0.453716339,1874,1,54,1,100
0,0,0,0,0,0,0,0,0,0,0,100
2,16,0,34,1,2,1,1134,182,6258,94,100
2,119,1,104,1,2,0.318855419,1717,3,675,2,99.54513646
1,17,0,2,1,1,0,114,2,641,2,100
0,0,0,0,0,0,0,0,0,0,0,100
3,110,1,15,1,2,1.368297198,757,106,4070,48,99.75652174
2,67,0,21,1,2,0.996791632,337,12,460,7,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,48,1,30,1,1,0.327444919,132,4,280,3,99.54861111
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,38,0,10,1,2,1.219748493,298,3,81,1,100
0,0,0,0,0,0,0,0,0,0,0,100
1,17,0,86,1,1,0,956,2,88,1,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,16,0,87,1,3,1.336666482,2533,152,7716,102,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,0,0,35,1,4,1.724407818,1476,0,41,0,100
4,45,0,28,1,3,0.866987402,1946,6,306,3,100
2,119,1,26,1,2,0.439496987,763,3,614,2,99.54923717
1,5,0,27,1,1,0,772,2,31,0,100
1,17,0,2,1,1,0,110,2,594,2,100
0,0,0,0,0,0,0,0,0,0,0,100
23,674,7,99,1,11,3.918194014,6620,728,21046,273,92.57142857
0,0,0,0,0,0,0,0,0,0,0,100
4,268,4,11,1,4,1.628356075,0,23,975,13,99.76108309
1,0,0,2,1,1,0,137,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,89,1,40,1,2,1.263199462,754,9,395,3,99.84147952
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,0,0,14,1,1,0,169,0,1,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,2,0,6,1,1,0,1991,0,16,0,100
2,2,0,10,1,2,0.650022422,420,0,14,0,100
1,0,0,5,1,1,0,317,0,8,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,1,0,11,1,1,0,356,0,37,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,55,0,100,1,2,1.909887141,2479,371,13507,134,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
7,11,0,80,1,4,2.248495256,2877,3,28,1,100
1,17,0,21,1,1,0,785,3,58,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,3,0,14,1,2,0.985228136,229,11,679,8,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
14,40,0,88,1,11,3.750085681,3813,11,159,0,100
1,4,0,6,1,1,0,237,2,17,0,100
1,0,0,101,1,1,0,1200,0,12,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,11,0,2,1,1,1.584962501,342,0,42,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
27,53,0,21,1,10,4.389798373,4594,3,587,1,97.37817797
3,2,0,17,1,2,1.505240815,532,1,34,1,99.92025518
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
7,93,1,102,1,6,1.159378587,1290,8,575,8,99.73418394
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,143,2,4,1,2,0.974129188,143,16,543,10,99.86677325
1,0,0,15,1,1,0,2617,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,3,0,5,1,1,0,218,0,25,0,100
3,15,0,103,1,3,0.320827992,2562,13,134,0,100
1,1,0,20,1,1,0,1008,1,1,0,100
1,4,0,52,1,1,0,488,1,16,0,100
1,0,0,18,1,1,0,355,0,0,0,100
1,15,0,21,1,1,0,1009,0,1,0,100
1,1,0,22,1,1,0,1024,1,11,0,100
190,285,0,105,1,54,6.347343862,59192,2044,66009,1001,100
1,15,0,11,1,1,0,361,0,32,0,100
6,4,0,106,1,6,2.254447579,4259,0,35,0,100
2,7,0,107,1,2,0.995727452,1971,2,54,0,100
1,1,0,10,1,1,0,230,0,11,0,100
157,598,0,108,1,60,6.355159396,53681,85,3598,16,100
548,690,0,109,1,78,7.829641153,106113,2,65,2,99.9733191
1,2,0,44,1,1,0,344,55,1539,26,100
6,121,2,48,1,4,2.206616272,748,7,407,7,99.8401279
1,1,0,85,1,1,0,1219,0,12,0,100
10,1,0,86,1,6,NaN,2848,13,440,9,100
6,37,0,87,1,6,1.869557962,4043,63,5613,39,100
2,7,0,88,1,2,0.591672779,1935,316,11374,123,100
41,5112,40,28,1,7,5.280279968,1972,762,38876,449,89.33823529
5,720,1,89,1,5,0.546514543,1712,415,11494,207,99.90952955
25,1,0,45,1,16,4.278604499,9308,2,144,0,100
13,20,4,90,1,6,3.191020235,5616,2,5,1,92.23268325
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,75,0,93,1,2,1.580649601,1096,21,1270,11,99.96194825
2,57,0,5,1,2,0.505919244,222,9,398,1,99.92383854
1,26,0,6,1,1,0,182,3,97,1,100
1,245,0,31,1,1,0,760,23,978,4,100
1,2,0,32,1,1,0,515,0,8,0,100
2,184,2,1,1,2,0.932111568,0,3,1056,3,98.80463205
1,0,0,2,1,1,0,120,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,7,0,3,1,2,0.997059057,184,0,0,0,100
1,2,0,4,1,1,0,112,3,3,0,100
1,3,0,13,1,1,0,99,3,35,0,100
0,0,0,0,0,0,0,0,0,0,0,100
9,3985,6,23,1,4,1.805818985,3893,735,21839,319,99.3797884
22,17,0,94,1,13,3.588312035,5392,6,170,2,95.83492549
2,9,0,110,1,1,0.980597441,2842,1,9,1,100
2,0,0,106,1,2,0.811278124,2058,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,121,1,33,1,2,1.015676375,431,47,1865,24,99.91941982
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
6,30,0,111,1,3,1.338489189,6581,3,242,0,100
1,0,0,45,1,1,0,346,0,2,0,100
1,0,0,46,1,1,0,346,0,6,0,100
1,0,0,47,1,1,0,346,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
3,57,0,95,1,2,1.251518814,2211,5,415,3,100
6,390,1,41,1,4,1.576827249,2185,59,1914,17,99.91954948
3,14,0,112,1,2,0.66324221,2980,1,167,2,100
1,34,0,3,1,1,0,689,1,211,1,100
1,7,0,4,1,1,0,723,0,0,0,100
7,45,0,113,1,4,1.179602616,4601,0,3,0,100
18,342,3,111,1,8,2.947284413,12524,154,4552,59,99.59871589
7,490,1,113,1,4,1.591890018,4156,59,2295,16,99.91993595
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,3,0,56,1,3,1.466609395,1739,0,15,0,99.59935897
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
2,15,0,114,1,2,0.522559375,2897,90,7655,75,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,34,1,38,1,4,1.241524204,1313,1,90,1,99.91980754
2,21,0,111,1,2,0.195909271,2203,265,6154,86,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,39,1,1,1,1,0,0,2,114,1,99.94840041
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
1,93,1,1,1,1,0,0,11,443,11,99.94845361
0,0,0,0,0,0,0,0,0,0,0,100
10,533,4,26,1,6,2.719423044,566,68,4098,43,99.71736896
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,50,1,105,1,4,1.280606313,1665,3,166,2,99.89756722
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
5,83,1,131,1,3,1.653577775,2604,493,11503,210,99.82097187
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
7,0,0,44,1,2,2.807354922,3685,0,21,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
4,0,0,19,1,4,2,953,0,0,0,100
6,25,0,19,1,1,2.473790681,843,0,6,0,100
2,11,0,112,1,2,0.485460761,2224,1,39,0,100
1,4,0,132,1,1,0,2059,0,22,0,100
1,1,0,27,1,1,0,181,0,2,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,100
