NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
12,145,48,97,193,0,0,0,54,1549,1,7,3.093478905,1886,5,306,10,305,288,17,10560,9905,655,183,166,17,1,100.0,NoArch
4,14,14,0,28,0,0,0,35,864,1,4,1.724407818,1476,10,26,6,201,201,0,8682,8723,41,108,108,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,238,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,133,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,26,1,25,27,0,0,0,22,1245,1,2,0.950956048,831,3,53,2,111,92,19,4351,2872,1479,76,62,14,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,8,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,5,4,1,9,0,0,0,4,51,1,1,0.0,363,1,296,1,82,82,0,2137,2110,27,25,25,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,69,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,417,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,0,1,1,1,0,0,0,17,129,1,1,0.0,145,3,64,4,16,16,0,629,635,6,8,8,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58,23,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,250,13,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,105,10,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,77,5,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,47,1,46,48,0,0,0,58,834,1,3,1.109534908,1060,4,421,5,197,193,4,5773,5444,329,64,62,2,1,100.0,NoArch
25,85,86,1,171,0,0,0,45,0,1,16,4.278604499,9308,4,15,2,1296,1298,2,45360,45216,144,698,698,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,153,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,150,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,6,9,3,15,0,0,0,4,5755,1,1,0.0,128,3,6,0,7,6,1,570,574,4,3,3,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,40,19,21,59,0,0,0,30,18,1,2,0.81792525,1238,2,174,6,278,277,1,7889,7758,131,148,147,1,1,100.0,NoArch
3,16,10,6,26,0,0,0,21,174,1,3,1.465536041,1263,4,11,0,195,195,0,6775,6671,104,127,127,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,478,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,40,8,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,317,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4,200,150,50,350,0,0,0,21,382,1,2,1.83958346,968,1,318,12,142,133,9,4977,4746,231,74,64,10,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,18,19,1,37,0,0,0,22,0,1,1,0.0,1024,6,9,6,140,141,1,3996,4007,11,73,73,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,42,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,2,3,1,5,0,0,0,11,1250,1,2,0.970950594,786,4,7,0,57,57,0,5930,5930,0,35,35,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,74,7,67,81,0,0,0,87,281,1,2,0.825626526,1660,4,13,0,360,315,45,11663,7122,4541,126,96,30,1,99.95751912,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,52,13,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,3,7,4,10,0,0,0,48,43,1,2,0.970950594,863,4,23,0,170,171,1,4572,4585,13,45,45,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,56,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,28,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,73,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,37,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4,9,6,3,15,0,0,0,4,12,1,2,1.832262897,461,2,8,6,35,35,0,2171,2129,42,21,21,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,349,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,243,9,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,26,4,22,30,0,0,0,86,2623,1,2,0.881290899,1742,2,0,0,456,437,19,10507,9615,892,200,186,14,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,313,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
5,43,6,37,49,0,0,0,8,0,1,2,1.85201274,1077,2,6,4,144,137,7,4572,4404,168,86,84,2,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,178,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,64,15,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,21,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
3,94,97,3,191,0,0,0,53,1420,1,2,1.365873152,868,11,5,1,77,78,1,6141,6085,56,44,45,1,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,330,23,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,200,1,199,201,4,0,4,7,170,1,2,2.16056545,99,1,273,4,15,6,9,935,412,523,9,3,6,1,98.67582148,NoArch
1,1,1,0,2,0,0,0,23,3,1,1,0.0,240,4,25,2,28,28,0,1436,1436,0,12,12,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,458,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,106,10,96,116,1,0,1,39,10,1,3,1.126456155,716,1,9,0,106,97,9,3216,2880,336,62,58,4,1,98.85198852,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,114,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,64,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4,647,0,647,647,4,0,4,1,0,1,3,1.968890359,0,1,199,6,86,0,86,3389,0,3389,31,0,31,1,99.31034483,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,250,13,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,49,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
18,66,1703,1637,1769,0,3,3,72,952,1,8,2.534364845,5300,4,3,2,486,675,189,18095,27002,8907,211,342,131,0,99.37718957,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,317,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,155,7,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,106,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,15,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,218,14,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,8,1,7,9,0,0,0,38,21,1,1,0.0,432,3,308,11,107,107,0,2677,2654,23,25,25,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
3,87,2,85,89,1,0,1,5,42,1,2,0.309461189,581,1,91,5,57,51,6,1808,1427,381,32,30,2,1,99.59016393,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,28,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,153,11,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
6,81,6,75,87,0,0,0,71,1182,1,4,1.98988298,2802,3,453,4,457,452,5,18548,18074,474,204,200,4,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,181,13,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,0,1,1,1,0,0,0,17,129,1,1,0.0,145,3,63,3,16,16,0,629,635,6,8,8,0,1,100.0,NoArch
2,2,0,2,2,0,0,0,8,172,1,1,1.0,296,1,294,6,55,53,2,1754,1718,36,38,36,2,1,100.0,NoArch
1,17,0,17,17,0,0,0,2,0,1,1,0.0,17,2,3,0,0,0,0,76,0,76,0,0,0,1,100.0,NoArch
1,3,1,2,4,0,0,0,8,0,1,1,0.0,359,4,63,13,69,68,1,1586,1573,13,33,33,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,0,290,290,290,0,0,0,9,0,1,2,0.182138465,3640,4,112,0,337,346,9,16076,18627,2551,312,321,9,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58,8,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,53,17,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,129,7,122,136,0,0,0,84,0,1,2,0.822725596,1727,6,15,4,364,360,4,12871,11663,1208,127,126,1,1,100.0,NoArch
7,676,6,670,682,4,0,4,52,68,1,6,2.210384474,1466,2,69,0,403,318,85,13977,10436,3541,138,106,32,1,99.31034483,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
4,628,0,628,628,2,0,2,22,57,1,2,1.353034008,261,1,329,6,82,25,57,4634,1048,3586,36,13,23,1,98.37362637,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,178,10,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
7,34,15,19,49,0,0,0,14,8,1,1,2.776922602,2127,4,43,13,205,204,1,6170,6137,33,123,122,1,1,100.0,NoArch
4,4,4,0,8,0,0,0,19,1737,1,4,2.0,953,6,6,2,63,63,0,6646,6646,0,58,58,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,301,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,63,2,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
3,20,12,8,32,0,0,0,32,322,1,3,1.014097656,490,1,300,7,97,96,1,2440,2424,16,39,38,1,1,100.0,NoArch
1,22,39,17,61,0,0,0,21,111,1,1,0.0,785,12,35,3,63,66,3,5610,5668,58,39,39,0,1,100.0,NoArch
3,101,29,72,130,0,0,0,101,12,1,1,1.114729977,2524,11,10,8,614,605,9,14625,14303,322,268,263,5,1,99.8982706,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,34,27,7,61,0,0,0,48,13,1,3,1.521099626,1942,1,133,9,508,508,0,12028,11944,84,161,160,1,1,100.0,NoArch
5,492,182,310,674,2,0,2,48,88,1,3,1.777739445,1470,1,362,5,253,200,53,10609,9086,1523,111,94,17,0,99.51956074,NoArch
12,316,54,262,370,1,0,1,55,226,1,9,2.638187439,3201,3,91,9,706,685,21,21285,19553,1732,294,286,8,1,99.83164983,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,45,13,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,81,5,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4,45,2,43,47,0,0,0,26,238,1,3,1.686468915,817,4,11,6,104,100,4,4863,4640,223,48,45,3,1,100.0,NoArch
9,1149,0,1149,1149,9,0,9,1,0,1,2,3.052985933,0,1,0,0,121,0,121,5766,0,5766,72,0,72,1,98.95913647,NoArch
3,35,3,32,38,0,0,0,6,1017,1,3,1.08622182,593,2,346,1,64,58,6,2618,2433,185,44,44,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,5,4,1,9,0,0,0,5,1493,1,1,0.0,735,4,7,1,77,77,0,1833,1813,20,43,43,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,149,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,58,8,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,7,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,45,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,7,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,168,0,168,168,1,0,1,4,31,1,2,0.193196413,623,1,90,4,92,88,4,3682,2734,948,37,33,4,1,98.72881356,NoArch
1,1,1,0,2,0,0,0,32,0,1,1,0.0,898,2,185,8,245,245,0,5740,5741,1,119,119,0,1,100.0,NoArch
4,70,19,51,89,0,0,0,10,106,1,2,1.53554765,485,1,76,10,106,95,11,3294,2991,303,30,26,4,1,93.77682403,Arch
24,2740,2362,378,5102,10,4,14,17,32,1,6,4.080698285,4615,1,79,7,793,733,60,23546,23257,289,310,278,32,1,93.46642468,Arch
61,127,61,66,188,0,0,0,18,101,1,9,5.29439242,9223,1,80,7,1517,1517,0,44391,44397,6,660,660,0,1,92.90187891,Arch
15,302,326,24,628,1,3,4,18,110,1,3,3.201329052,2777,1,82,6,334,336,2,15831,15966,135,132,135,3,1,97.59358289,Arch
12,657,16,641,673,6,0,6,14,0,1,4,3.017296424,871,1,84,7,138,82,56,7688,5144,2544,85,47,38,1,96.40102828,Arch
6,234,5,229,239,3,0,3,13,26,1,4,1.802370874,515,1,89,3,111,90,21,3720,2604,1116,66,49,17,1,93.99538106,Arch
2,350,0,350,350,2,0,2,1,0,1,2,0.994693795,0,1,99,11,74,0,74,2409,0,2409,23,0,23,1,96.7462039,Arch
97,2872,5380,2508,8252,7,26,33,16,14,1,12,5.434778564,14470,1,0,0,1873,2176,303,62115,73068,10953,793,952,159,0,79.76470588,Arch
