,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
release1--release3,0.0,0.0,95.23,93.5363487087625
release2--release4,0.0,0.0,82.73,70.07895453307921
release3--release5,0.0,0.0,84.62,72.6986301369863
release4--release6,0.0,0.0,83.92,94.13608462844456
release5--release7,0.0,0.0,67.25,83.99640368622163
release6--release8,0.0,0.0,76.82,82.53864576529502
release7--release9,0.0,0.0,75.43,88.86539816772375
release8--release10,0.0,0.0,72.74,81.88412450647323
release9--release11,0.0,0.0,66.07,83.41985990935311
release10--release12,0.0,0.0,67.13,82.72650942676133
release11--release13,0.0,0.0,67.78,83.23317307692308
release12--release14,0.0,0.0,89.4,93.7000319795331
release13--release15,0.0,0.0,87.54,96.72390849756036
release14--release16,0.0,0.0,62.03,88.44151565074135
release15--release17,0.0,0.0,62.03,88.44151565074135
release16--release18,0.0,0.0,66.94,83.48069461230202
release17--release19,0.0,0.0,68.41,82.50957978827044
release18--release20,0.0,0.0,84.39,38.66146181108429
release19--release21,0.0,0.0,78.76,42.40454498925171
release20--release22,0.0,0.0,72.29,82.61308669537021
release21--release23,0.0,0.0,76.49,88.42616249361267
release22--release24,0.0,0.0,80.38,87.00419219606579
release23--release25,0.0,0.0,90.7,88.51364123243653
release24--release26,0.0,0.0,81.77,87.19898605830166
release25--release27,0.0,0.0,81.71,87.1584534652271
release26--release28,0.0,0.0,93.8,99.81131028358955
release27--release29,0.0,0.0,90.38,92.97028558214822
release28--release30,0.0,0.0,90.39,93.07892454466608
release29--release31,0.0,0.0,77.6,87.85195936139333
release30--release32,0.0,0.0,77.55,87.79238352986661
release31--release33,0.0,0.0,86.41,93.03723179491995
release32--release34,0.0,0.0,86.47,93.12819550635584
release33--release35,0.0,0.0,90.55,88.27982117455801
release34--release36,0.0,0.0,82.27,88.64497789008212
release35--release37,0.0,0.0,72.54,92.00735358487262
release36--release38,0.0,0.0,89.97,89.33417481855474
release37--release39,0.0,0.0,87.12,89.852249513041
release38--release40,0.0,0.0,96.97,99.57000055844082
release39--release41,0.0,0.0,85.54,87.30563344379301
release40--release42,0.0,0.0,85.01,87.19971498371335
release41--release43,0.0,0.0,88.66,90.10292953285828
release42--release44,0.0,0.0,88.77,90.191610082783
release43--release45,0.0,0.0,80.87,94.1871999365155
release44--release46,0.0,0.0,75.81,92.15761123128473
release45--release47,0.0,0.0,82.47,93.87904866740051
release46--release48,0.0,0.0,81.85,92.34658053644151
release47--release49,0.0,0.0,92.21,99.65870307167235
release48--release50,0.0,0.0,70.91,91.33280066963437
release49--release51,0.0,0.0,70.9,91.3417278502682
release50--release52,0.0,0.0,89.87,93.52059543230015
release51--release53,0.0,0.0,89.85,93.51549755301795
release52--release54,0.0,0.0,96.66,99.92837465564737
release53--release55,0.0,0.0,93.01,90.62795337603696
release54--release56,0.0,0.0,88.94,89.60785974421952
release55--release57,0.0,0.0,82.08,90.44808156694393
release56--release58,0.0,0.0,90.64,92.69660762995122
release57--release59,0.0,0.0,95.03,94.37586307904759
release58--release60,0.0,0.0,96.29,99.8956567105778
release59--release61,0.0,0.0,96.2,99.83948635634029
release60--release62,0.0,0.0,89.32,92.09200067647556
release61--release63,0.0,0.0,80.18,90.1042111557188
release62--release64,0.0,0.0,77.2,89.60373767087731
release63--release65,0.0,0.0,88.82,93.50526134207348
release64--release66,0.0,0.0,91.36,99.25069964791912
release65--release67,0.0,0.0,91.72,99.71975088967972
release66--release68,0.0,0.0,91.72,99.71975088967972
release67--release69,0.0,0.0,91.81,99.96866887476502
release68--release70,0.0,0.0,76.61,90.18739201701148
release69--release71,0.0,0.0,72.0,88.11753687660969
release70--release72,0.0,0.0,86.63,93.69393493104833
release71--release73,0.0,0.0,77.07,90.3712433706541
release72--release74,0.0,0.0,85.57,99.92277992277992
release73--release75,0.0,0.0,85.61,99.98637849618598
