,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
commit1--commit2,94.37333333,98.70275988,92.38,100
commit2--commit3,96.82,99.25889466,92.38,100
commit3--commit4,95.05333333,98.8420277,92.38,100
commit4--commit5,95.65666667,98.85749575,92.38,100
commit5--commit6,94.44333333,98.68784988,92.38,100
commit6--commit7,93.64333333,98.30454556,77.76,94.83585393
commit7--commit8,94.91333333,98.64354521,80.73,94.83585393
commit8--commit9,94.57333333,98.53591982,77.76,94.83585393
commit9--commit10,93.79666667,98.52305555,74.67,100
commit10--commit11,94.44666667,98.55098113,80.73,94.83585393
commit11--commit12,94.79333333,98.81099898,92.38,100
commit12--commit13,94.77666667,98.70312457,92.38,100
commit13--commit14,93.01666667,98.36364715,92.38,100
commit14--commit15,95.53,98.96570629,92.38,100
commit15--commit16,94.44,98.53327158,92.38,100
commit16--commit17,94.11333333,98.64095996,92.38,100
commit17--commit18,95.33,98.74942103,92.38,100
commit18--commit19,95.73,98.91925251,92.38,100
commit19--commit20,93.76666667,98.4097576,92.38,100
commit20--commit21,93.09333333,98.3944899,92.38,100
commit21--commit22,94.77333333,98.64155359,92.38,100
commit22--commit23,94.85666667,98.79541682,92.38,100
commit23--commit24,96.28333333,99.15044795,92.38,100
commit24--commit25,95.05,98.84189911,92.38,100
commit25--commit26,95.04666667,98.87317075,92.38,100
commit26--commit27,95.31666667,98.91946003,92.38,100
commit27--commit28,95.59666667,98.90381349,92.38,100
commit28--commit29,94.78,98.81062712,92.38,100
commit29--commit30,94.92333333,98.84151993,92.38,100
commit30--commit31,93.97,98.5948497,92.38,100
commit31--commit32,95.05666667,98.6722248,92.38,100
commit32--commit33,94.58,98.59502856,92.38,100
commit33--commit34,93.29,98.42596861,82.83,90.995671
commit34--commit35,94.24333333,98.50299337,85.89,90.995671
commit35--commit36,92.48,98.19444444,82.83,90.995671
commit36--commit37,96.74666667,99.22882347,94.99,100
commit37--commit38,94.23,98.55041785,94.99,100
commit38--commit39,93.97666667,98.61211055,94.99,100
commit39--commit40,96.27,99.15201973,94.99,100
commit40--commit41,94.45,98.67360347,94.99,100
commit41--commit42,94.03,98.55005399,94.99,100
commit42--commit43,93.28333333,98.28782971,94.99,100
commit43--commit44,96.00333333,99.02818483,94.99,100
commit44--commit45,94.92333333,98.81192121,94.99,100
commit45--commit46,96.00333333,99.07425974,94.99,100
commit46--commit47,95.74,99.01276689,94.99,100
commit47--commit48,94.58333333,98.73519615,94.99,100
commit48--commit49,97.42333333,99.39832666,94.99,100
commit49--commit50,94.78333333,98.73519629,94.99,100
commit50--commit51,96.27666667,99.15164857,94.99,100
commit51--commit52,94.91666667,98.76600339,94.99,100
commit52--commit53,94.71,98.65802138,94.99,100
commit53--commit54,96.20666667,99.07432402,94.99,100
commit54--commit55,94.43333333,98.59632886,94.99,100
commit55--commit56,94.44333333,98.67353213,94.99,100
commit56--commit57,95.86666667,98.99737776,94.99,100
commit57--commit58,95.04333333,98.82788872,94.99,100
commit58--commit59,95.25666667,98.79719577,94.99,100
commit59--commit60,94.31,98.67378897,94.99,100
commit60--commit61,96.34,99.08994891,94.99,100
commit61--commit62,93.43333333,98.36665861,94.99,100
commit62--commit63,95.06333333,98.66316935,87.16,91.04606113
commit63--commit64,94.74,98.78848227,88.95,100
commit64--commit65,95.68666667,98.98780057,88.95,100
commit65--commit66,95.41666667,98.91093235,88.95,100
commit66--commit67,94.87333333,98.75747814,88.95,100
commit67--commit68,96.62666667,99.21774895,88.95,100
commit68--commit69,95.89,99.01833893,88.95,100
commit69--commit70,92.66,98.18990643,88.95,100
commit70--commit71,95.94666667,98.69346636,82.4,91.04606113
commit71--commit72,94.32666667,98.69102352,94.99,100
commit72--commit73,93.84,98.53733641,94.99,100
commit73--commit74,94.44666667,98.61468123,94.99,100
commit74--commit75,95.88,98.81556684,86.13,91.01123596
commit75--commit76,96.21666667,99.10809918,92.41,100
commit76--commit77,92.25666667,98.18549772,82.9,91.10535406
commit77--commit78,95.19333333,98.58593952,94.99,99.82078853
commit78--commit79,95.07666667,98.831949,95,100
commit79--commit80,95.62333333,99.00070003,95,100
commit80--commit81,95.55,98.93951135,95,100
commit81--commit82,93.77,98.06540765,87.13,90.79569892
commit82--commit83,96.83666667,99.17190605,88.95,100
commit83--commit84,96.43333333,99.18716818,88.95,100
commit84--commit85,95.52666667,98.44900769,82.37,90.79569892
commit85--commit86,94.46666667,98.70876354,95,100
commit86--commit87,96.63,99.21618609,95,100
commit87--commit88,93.19,98.37098509,95,100
commit88--commit89,94.41,98.72424485,95,100
commit89--commit90,97.17,99.30840871,95,100
commit90--commit91,94.86,98.70925958,84.02,87.11683696
commit91--commit92,95.28666667,98.86293315,94.74,100
commit92--commit93,95.28333333,98.87802491,94.74,100
commit93--commit94,93.18666667,98.40150148,94.74,100
commit94--commit95,94.4,98.67811247,94.74,100
commit95--commit96,96.28666667,99.10875131,94.74,100
commit96--commit97,93.66,98.50942516,94.74,100
commit97--commit98,95.20333333,98.55938697,78.84,87.87268332
commit98--commit99,94.5,98.7010208,88.98,100
commit99--commit100,95.31666667,98.21930724,70.42,87.89110118
commit100--commit101,94.23666667,98.62706452,94.99,100
commit101--commit102,94.85333333,98.79654624,94.99,100
commit102--commit103,92.41,98.2258728,94.99,100
commit103--commit104,95.79666667,98.89009494,94.99,100
commit104--commit105,93.50333333,98.35257891,94.99,100
commit105--commit106,95.06666667,98.87657741,94.99,100
commit106--commit107,95.13333333,98.82999708,94.99,100
commit107--commit108,96.41666667,99.02981677,94.99,100
commit108--commit109,92.63333333,98.19945286,86.13,91.01123596
commit109--commit110,96.16,99.07707208,92.41,100
