CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a
2df157de23391f43a365549434898fa2b5741498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,28,0,0,0,0,0,0,0,0,0,0,100
98ba2c1f3d31048e4c2ce5c3fd957cb1e56b934d,3,0,212,212,0,3,3,1,2,924,1,1,1.53763557,212,1208,29,0,10,10,0,298,298,0,8,8,0,99.8389694
08404c7a808565b3ec15fdca8c9cfec9c1068c51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,30,0,0,0,0,0,0,0,0,0,1,100
8c541435f53b7f40beb2cb1088789a7c5da0fa45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,0,100
fc2a9f9a263ff85f92fb4d451e130154a265375d,2,89,32,57,0,0,0,1,15,343,1,1,0.734955759,434,1210,31,47,43,4,1809,1622,187,17,16,1,1,100
7a9c89b3379886e6f7f3270d19f7411371735049,1,11,4,7,0,0,0,1,2,25,1,1,0,82,1211,32,5,4,1,357,331,26,2,1,1,0,100
da8d45d550c3562082a35bab3245e596f01f7693,1,7,0,7,0,0,0,4,78,26,1,1,0,523,1212,32,46,45,1,2805,2765,40,14,14,0,1,100
e3796f66193abaee06c4d59c12c1382ef8c8d392,4,28,1,27,0,0,0,1,293,23,1,3,1.577543618,2372,1213,33,282,279,3,9530,9425,105,131,129,2,0,100
385619acb8956f583150a5d849945115aeabe182,1,4,2,2,0,0,0,1,2,26,1,1,0,232,1214,34,27,27,0,1269,1261,8,5,5,0,0,100
091cfb1596171cdb27681e554012f0215d3beda3,2,19,0,19,0,0,0,4,79,14,2,2,0.949452015,1127,1215,34,112,110,2,5761,5626,135,35,35,0,0,100
ee71e495122c22520d82596bfe5d70baa7dc23a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,0,100
f52838688f0a755692dfb0a4a1c881703d37cce9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0,0,100
c82bef82f7fb804cc91dd0f3d48852f038e5f900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,0,0,0,100
69bbe9a86272ee98fe19b01b6055f9a48b8f2df1,60,60,60,0,0,0,0,2,35,0,1,9,5.906890596,9379,82,4,930,930,0,34799,34799,0,416,416,0,0,100
1abc9c1e9ae3a59162f8c0d60a5bbafc712232bb,1,47,6,41,0,0,0,4,80,4,1,1,0,542,1216,32,54,48,6,3120,2885,235,15,14,1,1,100
01ae5291a8fe1fc05e1a079a6e3b7790d2d45297,2,34,12,22,0,0,0,1,2,42,1,1,0.932111568,683,1217,29,97,94,3,3700,3542,158,31,29,2,1,100
7e99c2999b8b450d37375f315c40d84472d89c86,4,24,11,13,0,0,0,1,3,33,1,1,1.170185159,510,1218,27,60,58,2,2084,2020,64,39,39,0,1,100
ee07bb36d559be79d7134b930d9c3c1dc42df31f,5,363,7,356,1,0,1,1,76,21,2,5,0.284674557,1216,1219,23,189,130,59,7572,6337,1235,94,43,51,1,99.58275382
90ac0847b697b07ed643dab5fcafc15f12f31ec4,1,1,1,0,0,0,0,2,5,14,1,1,0,65,1220,24,5,5,0,166,166,0,3,3,0,1,100
8e5e2912bae3a12bc33adb39c5535e7da96a5f49,6,200,29,171,0,0,0,1,106,242,2,4,1.100054025,3968,1221,20,565,529,36,17569,16727,842,256,242,14,0,100
b4916c20e93c0514e40bbe7b15f4b0cd9af6bd3a,7,4,218,214,0,0,0,1,113,33,2,4,2.12702025,3047,1222,21,344,366,22,10132,11064,932,181,197,16,0,100
68ebd39bd845b7e67a2830839e19d8c01a50a6ab,3,36,2,34,0,0,0,8,294,14,1,2,1.086987702,2199,1223,22,253,249,4,8901,8789,112,118,114,4,2,100
9e678193cf3210729f2e70ccc844ebdc1cea2eb2,2,5,2,3,0,0,0,8,115,21,2,2,0.985228136,2108,1224,23,293,293,0,7998,7988,10,128,128,0,2,100
e2378b2b4723396475f87bdc56288ff130acebe5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,24,0,0,0,0,0,0,0,0,0,1,100
0ce5541bb5c92b87e2425efceee1aad53f415128,17,224,242,18,0,0,0,3,379,131,2,6,3.065379102,3890,1226,23,376,369,7,18194,18213,19,150,153,3,1,97.97833935
1939ae56d98cdbed11f61e1b3319d041b10058c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,21,0,0,0,0,0,0,0,0,0,2,100
a85d879df22408e19be9156f41da961122fbbb55,1,1,0,1,0,0,0,8,43,52,1,1,0,166,1228,20,9,9,0,598,591,7,6,6,0,1,100
b0a5753ad9ce37c7d49a23b35f3180167a22d71d,1,1,0,1,0,0,0,3,6,1265,1,1,0,90,1229,20,10,10,0,287,285,2,4,4,0,0,100
8a3c4a0d7759102e4a5c1925117d2204d59d6fba,9,820,0,820,9,0,9,1,1,0,1,3,2.941189841,0,1230,20,60,0,60,1922,0,1922,26,0,26,1,99.50519545
122d51960a2a86e6f79f132b6fc641bc0418ddc1,3,8,47,39,0,0,0,5,16,261,2,3,1.499595225,1223,1231,20,75,85,10,8625,8789,164,26,28,2,2,100
a7c10dcb309421be4942f79ad802e4e65a1b8d2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,21,0,0,0,0,0,0,0,0,0,1,100
6058f736139d36350e6e3d40f266cfcaa4d4afdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,22,0,0,0,0,0,0,0,0,0,0,100
6da76b975ae40d1484643b7a70589e05b010396b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,23,0,0,0,0,0,0,0,0,0,0,100
62b1a5ffb01efd18990a09f77a1fdf81053a9e80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,24,0,0,0,0,0,0,0,0,0,0,100
fefa1696047c22f3982621f4810c49babd7c5351,2,29,3,26,0,0,0,1,3,33,2,2,0.543564443,735,1236,21,106,100,6,4166,4012,154,22,21,1,1,100
f0e9201748ed4725f86bc6924e514a8fbe15efe5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,100
3bbe5bcd80f1b2f1f228d498667c1b746f467e9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,20,0,0,0,0,0,0,0,0,0,1,100
11afa6961fa34cb4d666759b646c06f700a744f9,8,221,146,75,1,0,1,2,295,31,3,5,2.562763442,2740,1238,21,349,340,9,14792,14674,118,80,71,9,0,99.9507874
1be90a985a25e206682a9220b78dfe1f66700ab5,3,42,14,28,0,0,0,3,66,113,3,3,0.598380199,1321,1239,22,155,147,8,6677,6443,234,49,48,1,1,100
9e99fe5e65cdcb488d1a22eb5c20a165bb4bc5f2,1,3,2,1,0,0,0,6,28,256,1,1,0,181,1240,23,20,20,0,867,867,0,5,5,0,1,100
3996f56e8578885d9ea9a57e38775df8f3b61013,2,17,10,7,0,0,0,8,86,143,2,2,0.605186577,1338,1241,24,181,179,2,5725,5677,48,33,33,0,1,100
ca16d93499d7074bf0c0e2170acee0e691e62409,1,13,0,13,0,0,0,2,11,2,1,1,0,77,1242,25,11,10,1,430,362,68,5,4,1,1,100
137b64e837d56f6aa1571bdde765b85dc256a8df,1,2,2,0,0,0,0,4,8,262,1,1,0,224,1243,26,33,33,0,790,796,6,14,14,0,0,100
73b8f102f6064edfa83ea98ea643d372c150c13e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,25,0,0,0,0,0,0,0,0,0,1,100
a0b4f112bb02dca972ed5d238dd3523877f77b2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,26,0,0,0,0,0,0,0,0,0,1,100
eecf91a606783d47670c37d083ec0939f62aa756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,27,0,0,0,0,0,0,0,0,0,0,100
0707794c271b1a9c15eb26ff73c5e40b5ad2a71d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,28,0,0,0,0,0,0,0,0,0,0,100
3fca2bb2d6a0e4075beb86c94875650a319d0830,2,30,0,30,0,0,0,2,16,421,1,2,0.650022422,855,1248,25,77,74,3,4455,4262,193,34,33,1,1,100
f87fea9589ad78bd856817da3c843bce3d030329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,24,0,0,0,0,0,0,0,0,0,1,100
87d3ffae46af3947b264be70eb3b2bd66601a14f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,24,0,0,0,0,0,0,0,0,0,1,100
759db789e10623626ebb00690c24e8935698f5d4,2,27,15,12,0,0,0,8,107,46,1,1,0.791858353,2440,1251,25,385,386,1,9455,9321,134,206,207,1,1,99.85247111
2c073d024b1fd876adbf857ea0da291b9b41e67a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,25,0,0,0,0,0,0,0,0,0,2,100
8f839aef4c7094cc12e25bf2f817354eb314ad6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,26,0,0,0,0,0,0,0,0,0,0,100
388e659a17d23cba75afd93336181f768248efa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,27,0,0,0,0,0,0,0,0,0,0,100
f7809d39816c2a484f9dd578f4fe338254ed69a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,28,0,0,0,0,0,0,0,0,0,0,100
23078634208d189cb7b9183aed0c1311f3979002,3,20,11,9,0,0,0,2,108,189,1,3,1.424883883,2445,1256,27,387,384,3,9810,9781,29,187,186,1,0,100
069a4a7985da2d959f5271a423e7646ec7a4767d,1,4,1,3,0,0,0,3,67,27,1,1,0,1041,1257,26,135,134,1,5271,5259,12,37,37,0,0,100
b428381d996ddfa8291bfad590c4211a6f7bae9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,22,0,0,0,0,0,0,0,0,0,0,100
789ee6703edf0c7d5fe61289a9da9df92af07ab8,6,112,24,88,0,0,0,3,81,42,1,2,2.157140884,2365,1259,23,252,245,7,10934,10699,235,80,78,2,1,99.90167158
3b986a00d86b491e23728c5d75aa6b3850244b40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,23,0,0,0,0,0,0,0,0,0,0,100
5d7c76403d12c7006a44564de2ca9913b4c338a8,1,22,0,22,0,0,0,3,77,67,1,1,0,604,1261,24,67,64,3,3034,2878,156,21,21,0,0,100
a54c02e3f35365467ed28122621ebaecb271a58f,1,2,2,0,0,0,0,3,11,59,1,1,0,300,1262,25,38,38,0,1498,1498,0,10,10,0,1,100
b175144ead81f6c0902028d32baa71ce1b7a68d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,20,0,0,0,0,0,0,0,0,0,0,100
eaf528f2cefcebaaf01c3bf2acbecaef661ce33d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,21,0,0,0,0,0,0,0,0,0,0,100
629fd749e59a679809c86eb26d554520e4de3a78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,22,0,0,0,0,0,0,0,0,0,0,100
c6e42b2b421e64662090fb1e21914ec1d43c26d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,43,0,0,0,0,0,0,0,0,0,0,100
c10f412029b287b206a46b13d73e0af56838100a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,42,0,0,0,0,0,0,0,0,0,0,100
27ff5d5c41bab77b123a81dcc046c6496e51ab63,2,2,0,2,0,0,0,2,104,49,1,2,1,1214,922,32,167,167,0,4214,4194,20,99,99,0,1,100
1acffe2e2b0b872f5a7a2d70b28e43ed41103320,2,26,2,24,0,0,0,2,11,181,1,2,0.985228136,802,923,30,113,112,1,3787,3653,134,11,10,1,0,100
42ed0ede91184284b5cecdbff2eace3a29ce04b3,1,20,0,20,0,0,0,2,12,0,1,1,0,784,924,31,115,113,2,3781,3651,130,12,11,1,1,100
2049ab9e804bf07bafb13bb29962fbaf2b2840dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,32,0,0,0,0,0,0,0,0,0,1,100
def1fef6d9fbeaab87390f669e34571476ef33a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,0,1,100
4a1c9d84ae1ec41bcd5fd59d1ec51da1c52d657a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,27,0,0,0,0,0,0,0,0,0,0,100
c47fe09875d70b48745de1396637c087c854531e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,28,0,0,0,0,0,0,0,0,0,0,100
f54f1ec409854577d1615b2613265732fe37bef7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,29,0,0,0,0,0,0,0,0,0,0,100
8e826033a809372e37f0d8230fb4b3abbab3c8a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,30,0,0,0,0,0,0,0,0,0,0,100
56f3439ebc67b4ff140cfdb65619613b9d3a2e57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,31,0,0,0,0,0,0,0,0,0,0,100
3f677ab042097232b88adb166dc3df13f2a49e55,1,0,32,32,0,0,0,2,16,224,1,1,0,155,931,30,8,13,5,572,720,148,6,11,5,0,95.50775071
2ae3616c3f346a85111f790cdec235f78b92edab,1,0,32,32,0,0,0,1,2,56,1,1,0,155,932,31,8,13,5,572,720,148,6,11,5,0,95.40703199
0f465258e5b0eb579a82cf91ac99706ab0f155f6,8,157,98,59,0,0,0,6,360,124,3,5,1.948041997,4268,933,32,498,486,12,18146,17872,274,121,117,4,1,99.75445058
b48f4f4e49d1b656667ad4d02929b29fe61a3c50,2,4,3,1,0,0,0,4,14,89,1,1,0.863120569,284,934,32,22,21,1,1112,1090,22,10,10,0,0,100
669ab43ef2a5ac66772b67796c1c8b99d2aa6446,1,4,4,0,0,0,0,2,8,75,1,1,0,65,935,32,5,5,0,169,169,0,2,2,0,0,100
8b21cd1567f05835b777419b1f9bd93c9876d950,8,176,85,91,1,0,1,1,66,89,3,4,2.117098399,1340,936,33,120,108,12,6276,5984,292,59,50,9,1,99.32328514
1068ab557c476a291f3f16bc2b2523d5613c5e17,18,273,292,19,0,0,0,1,46,128,3,11,3.043444905,4308,937,33,480,484,4,18795,18319,476,157,162,5,1,99.6904983
9e424878291cb52e8806a54a36b0004b0f979e0b,6,47,24,23,0,0,0,1,22,100,1,2,2.086384873,1607,938,34,145,140,5,7684,7507,177,39,39,0,0,100
7c918bee743bba40169b7703137dcc91eaa10b02,9,479,3,476,6,0,6,1,2,39,1,2,2.596784639,263,939,31,53,23,30,1860,590,1270,28,12,16,0,99.50402976
1d14aab24a55186b21488407176263c9e9f67d53,2,37,47,10,0,0,0,2,5,114,2,2,0.989752535,980,940,32,119,119,0,4279,4282,3,39,40,1,1,100
7a5ccb383bc2f76d246670467f563d9d98acf060,1,21,1,20,0,0,0,2,7,435,1,1,0,96,941,32,9,7,2,558,459,99,3,2,1,1,99.9381953
f2d48a06ad0655acbf8ab6c596219fbf94ebcf2f,2,19,0,19,0,0,0,1,31,6,1,2,0.998000884,1077,942,33,132,128,4,5447,5337,110,55,54,1,1,100
b4427140047efebb323a0ba68bd70f0f5364d3a2,2,1,1,0,0,0,0,2,3,60,1,2,1,162,943,34,12,12,0,490,498,8,5,5,0,0,100
c23ce880744a03b8146239a1d9aad0a58bf27506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,22,0,0,0,0,0,0,0,0,0,0,100
9adfaf82b5ec41a0d5f804fcebd97a9377f29c4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,23,0,0,0,0,0,0,0,0,0,0,100
5b750817504932390de2faefffd4f9b2b507b292,4,59,23,36,0,0,0,1,279,18,2,2,1.644097172,1389,946,24,137,137,0,6496,6410,86,36,36,0,1,99.59664908
ba0fef467653e47aab358f96bb33f47fce2c6efc,1,0,2,2,0,0,0,2,6,115,1,1,0,248,947,25,31,31,0,1101,1103,2,5,5,0,1,100
a8f2a0dd4973f1084ca64be17b7c1d809513abee,1,2,2,0,0,0,0,1,3,115,1,1,0,73,948,26,7,7,0,222,222,0,2,2,0,0,100
6de5f3f3de2a4acc698642d96b752ea5bf9526e5,2,30,2,28,0,0,0,1,32,8,1,2,0.543564443,1096,949,27,139,132,7,5606,5447,159,56,55,1,1,100
b1482a3cb420c12544cc9a574da63c9ef9b78b82,2,30,12,18,0,0,0,1,33,0,1,2,0.829607103,1124,950,28,141,139,2,5686,5606,80,58,56,2,0,100
f957961cb8e3ab58dfa563e1d8d200c5151cdada,2,11,8,3,0,0,0,6,95,77,2,2,0.485460761,2720,951,25,418,418,0,11098,11062,36,186,186,0,1,100
d6e0a1b149569d8805686d969d5bd6318baad300,1,22,3,19,0,0,0,3,15,37,1,1,0,274,952,26,46,43,3,1097,1010,87,7,7,0,0,100
f918716071b161de2bbf0695e34bb5935e7ad4e9,1,1,1,0,0,0,0,2,34,14,1,1,0,713,953,22,105,105,0,3679,3679,0,22,22,0,1,100
411fd3c42b050c58b2b90a40079970cdb6470206,2,27,7,20,0,0,0,1,47,30,1,1,0.602430802,908,954,23,108,105,3,4387,4272,115,33,33,0,0,100
269c956ea6ed6cdfca26478b8f3743fe076894ce,3,58,6,52,1,0,1,1,18,79,1,2,1.373775746,1116,955,20,117,115,2,5091,4969,122,40,38,2,1,99.9377335
705edc524aebce06e4e180bd905ec8a9aafd8ea5,1,4,1,3,0,0,0,2,49,96,1,1,0,701,956,21,91,91,0,3473,3469,4,17,17,0,1,100
a349e0a1b3a002330c9dfcce17c1c458bcf7a4a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,0,0,0,0,0,0,0,0,100
506b7c6334ca018915f08c5f3b4f1195d3c309a5,1,6,0,6,0,0,0,6,96,26,1,1,0,2025,957,13,333,332,1,8057,8043,14,169,168,1,0,100
9be3468e2646949dd0b73d63cc4b1b73bd8300fb,8,81,4,77,0,0,0,2,361,114,1,6,1.156722722,3851,958,14,410,391,19,16627,16096,531,144,138,6,1,99.84467226
8433f039d0f9c38cf3b89c8388ee45691a6939dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,100
ed4f6d1094d309d3325ca08aa2c499691933c16a,3,235,5,230,1,0,1,2,48,18,1,2,0.583206835,1476,959,8,220,190,30,8113,7495,618,69,40,29,1,99.93800372
7dec7325a91480093b3bc09ee50808864dc15300,7,241,67,174,2,0,2,3,8,186,1,6,1.657218062,1843,960,9,191,179,12,9368,8683,685,103,95,8,1,99.84548826
6e503a60d2d30ed9fa417e8bb8ea2ada4eee7f9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,10,0,0,0,0,0,0,0,0,0,0,100
