,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
commit1--commit3,95.94,99.02732746641964,92.38,100.0
commit2--commit4,93.28,98.4251968503937,92.38,100.0
commit3--commit5,92.68,98.23992589161648,92.38,100.0
commit4--commit6,96.75,99.25925925925925,92.38,100.0
commit5--commit7,94.53,98.19611470860315,77.76,94.83585392843969
commit6--commit8,93.89,98.51783232978231,92.38,100.0
commit7--commit9,92.7,97.96954314720813,74.67,100.0
commit8--commit10,97.77,99.30619796484737,77.76,94.83585392843969
commit9--commit11,96.35,98.84419787332409,80.73,94.83585392843969
commit10--commit12,95.74,98.84366327474561,80.73,94.83585392843969
commit11--commit13,96.54,99.21223354958295,92.38,100.0
commit12--commit14,96.13,99.07364520611395,92.38,100.0
commit13--commit15,93.09,98.3788791106994,92.38,100.0
commit14--commit16,96.34,99.07364520611395,92.38,100.0
commit15--commit17,95.33,98.93518518518518,92.38,100.0
commit16--commit18,92.49,98.28544949026877,92.38,100.0
commit17--commit19,95.93,98.98100972672533,92.38,100.0
commit18--commit20,92.28,98.19360815192219,92.38,100.0
commit19--commit21,93.5,98.10097267253359,92.38,100.0
commit20--commit22,95.32,98.93518518518518,92.38,100.0
commit21--commit23,93.12,98.3325613710051,92.38,100.0
commit22--commit24,93.71,98.471514590088,92.38,100.0
commit23--commit25,95.73,99.02687673772012,92.38,100.0
commit24--commit26,97.36,99.3975903614458,92.38,100.0
commit25--commit27,91.65,97.82306623436776,92.38,100.0
commit26--commit28,95.93,99.07321594068583,92.38,100.0
commit27--commit29,93.48,98.14729041222789,92.38,100.0
commit28--commit30,97.36,99.3975903614458,92.38,100.0
commit29--commit31,99.8,99.95366079703429,92.38,100.0
commit30--commit32,91.85,98.10097267253359,92.38,100.0
commit31--commit33,93.71,98.19277108433735,92.38,100.0
commit32--commit34,90.67,97.82407407407408,82.83,90.99567099567099
commit33--commit35,98.17,99.58294717330863,92.38,100.0
commit34--commit36,92.67,98.2878297084683,94.99,100.0
commit35--commit37,91.85,97.73148148148148,82.83,90.99567099567099
commit36--commit38,94.09,98.6586493987049,94.99,100.0
commit37--commit39,98.17,99.58371877890842,94.99,100.0
commit38--commit40,97.16,99.35245143385754,94.99,100.0
commit39--commit41,92.9,98.2878297084683,94.99,100.0
commit40--commit42,97.15,99.35245143385754,94.99,100.0
commit41--commit43,93.89,98.61111111111111,94.99,100.0
commit42--commit44,91.46,97.9639055992596,94.99,100.0
commit43--commit45,92.9,98.37962962962963,94.99,100.0
commit44--commit46,93.08,98.38037945395651,94.99,100.0
commit45--commit47,95.74,98.9819527996298,94.99,100.0
commit46--commit48,95.33,98.93617021276596,94.99,100.0
commit47--commit49,94.92,98.84366327474561,94.99,100.0
commit48--commit50,93.29,98.2878297084683,94.99,100.0
commit49--commit51,92.9,98.2878297084683,94.99,100.0
commit50--commit52,92.68,98.2878297084683,94.99,100.0
commit51--commit53,92.87,98.3341045812124,94.99,100.0
commit52--commit54,92.68,98.2415548357242,94.99,100.0
commit53--commit55,99.19,99.76873265494912,94.99,100.0
commit54--commit56,94.11,98.6574074074074,94.99,100.0
commit55--commit57,93.7,98.56614246068455,94.99,100.0
commit56--commit58,92.46,98.2415548357242,94.99,100.0
commit57--commit59,97.97,99.53746530989824,94.99,100.0
commit58--commit60,93.91,98.1952799629801,94.99,100.0
commit59--commit61,94.91,98.84366327474561,94.99,100.0
commit60--commit62,92.48,98.15071659731855,94.99,100.0
commit61--commit63,98.78,99.44649446494465,87.16,91.04606112785191
commit62--commit64,97.97,99.35483870967742,87.16,91.04606112785191
commit63--commit65,95.34,98.94204231830727,88.95,100.0
commit64--commit66,96.15,99.033594109526,88.95,100.0
commit65--commit67,97.58,99.44802207911684,88.95,100.0
commit66--commit68,92.71,98.29728485964105,88.95,100.0
commit67--commit69,98.79,99.72401103955842,88.95,100.0
commit68--commit70,93.55,98.15922687528762,88.95,100.0
commit69--commit71,93.31,98.20193637621023,82.4,91.04606112785191
commit70--commit72,94.32,98.47856154910097,82.4,91.04606112785191
commit71--commit73,94.93,98.84473197781885,94.99,100.0
commit72--commit74,96.14,99.12280701754386,94.99,100.0
commit73--commit75,93.72,98.47645429362882,86.13,91.01123595505618
commit74--commit76,91.89,97.92243767313019,86.13,91.01123595505618
commit75--commit77,90.51,97.7859778597786,82.9,91.10535405872193
commit76--commit78,91.89,97.92339640055377,82.86,90.93264248704664
commit77--commit79,95.94,98.8929889298893,94.99,99.82078853046595
commit78--commit80,96.17,99.07749077490774,95.0,100.0
commit79--commit81,92.31,98.20193637621023,95.0,100.0
commit80--commit82,93.9,98.15668202764977,87.13,90.79569892473118
commit81--commit83,92.09,97.6508521418701,87.13,90.79569892473118
commit82--commit84,96.77,99.2633517495396,88.95,100.0
commit83--commit85,95.33,98.47926267281106,82.37,90.79569892473118
commit84--commit86,93.5,98.06451612903226,82.37,90.79569892473118
commit85--commit87,96.57,99.21586715867159,95.0,100.0
commit86--commit88,90.69,97.83310281235592,95.0,100.0
commit87--commit89,95.74,98.98570769940065,95.0,100.0
commit88--commit90,91.72,98.01751959428307,95.0,100.0
commit89--commit91,96.15,98.84792626728111,84.02,87.11683696135051
commit90--commit92,92.71,98.33948339483395,84.02,87.11683696135051
commit91--commit93,93.72,98.57142857142858,94.74,100.0
commit92--commit94,93.31,98.47785977859779,94.74,100.0
commit93--commit95,94.94,98.7551867219917,94.74,100.0
commit94--commit96,95.13,98.8929889298893,94.74,100.0
commit95--commit97,92.9,98.3402489626556,94.74,100.0
commit96--commit98,93.31,98.20607175712972,78.84,87.8726833199033
commit97--commit99,93.12,98.16176470588235,78.84,87.8726833199033
commit98--commit100,90.2,97.09811146936896,70.42,87.89110117838277
commit99--commit101,92.46,97.55872869645324,70.42,87.89110117838277
commit100--commit102,93.31,98.38037945395651,94.99,100.0
commit101--commit103,92.48,98.2415548357242,94.99,100.0
commit102--commit104,93.5,98.42738205365403,94.99,100.0
commit103--commit105,94.09,98.56746765249538,94.99,100.0
commit104--commit106,95.93,99.03002309468822,94.99,100.0
commit105--commit107,95.34,98.52193995381062,94.99,100.0
commit106--commit108,92.31,98.15242494226328,94.99,100.0
commit107--commit109,92.51,98.15242494226328,86.13,91.01123595505618
commit108--commit110,94.13,98.52193995381062,86.13,91.01123595505618
commit109--commit111,92.11,98.15413013382556,82.9,91.10535405872193
commit110--commit112,94.52,98.47785977859779,82.86,90.93264248704664
commit111--commit113,95.53,98.70908252650992,94.99,99.82078853046595
commit112--commit114,94.96,98.7551867219917,95.0,100.0
commit113--commit115,92.91,98.06362378976486,95.0,100.0
commit114--commit116,96.57,99.1701244813278,95.0,100.0
commit115--commit117,95.34,98.93911439114392,95.0,100.0
commit116--commit118,95.54,98.98617511520737,95.0,100.0
commit117--commit119,91.08,97.9253112033195,95.0,100.0
commit118--commit120,94.13,98.2941447671738,95.0,100.0
commit119--commit121,95.55,98.98617511520737,95.0,100.0
commit120--commit122,96.36,98.8929889298893,84.02,87.11683696135051
commit121--commit123,92.31,98.15583218072844,84.02,87.11683696135051
commit122--commit124,97.37,99.40036900369003,94.74,100.0
commit123--commit125,93.72,98.52466574458276,94.74,100.0
commit124--commit126,92.73,98.2941447671738,94.74,100.0
commit125--commit127,92.91,98.2941447671738,94.74,100.0
commit126--commit128,95.55,98.89349930843707,94.74,100.0
commit127--commit129,95.55,98.62068965517241,78.84,87.8726833199033
commit128--commit130,95.15,98.57471264367817,78.84,87.8726833199033
commit129--commit131,92.37,98.16597890875744,88.98,100.0
commit130--commit132,96.59,99.1288399816598,88.98,100.0
commit131--commit133,94.16,98.6697247706422,88.98,100.0
commit132--commit134,91.33,97.9825767996332,88.98,100.0
commit133--commit135,93.95,98.53278312700596,88.98,100.0
commit134--commit136,94.77,98.71618523613022,88.98,100.0
commit135--commit137,91.16,97.89087574507107,88.98,100.0
commit136--commit138,90.34,97.75332416322787,88.98,100.0
commit137--commit139,92.74,98.30353049060065,80.71,90.66455696202532
commit138--commit140,95.37,98.94592117323556,88.98,100.0
commit139--commit141,91.53,97.70747363594681,93.02,100.0
commit140--commit142,95.58,98.89958734525447,80.71,90.66455696202532
commit141--commit143,91.46,96.92095588235294,73.46,86.44351464435147
commit142--commit144,91.55,98.07339449541284,93.02,100.0
commit143--commit145,93.48,97.51838235294117,73.6,86.44351464435147
commit144--commit146,94.56,98.44108207244383,93.02,100.0
commit145--commit147,90.1,96.46899049343595,93.02,98.91122278056952
commit146--commit148,86.69,95.02037120869171,82.53,88.3375742154368
commit147--commit149,92.31,97.63181411974978,81.93,89.30369127516778
