,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
commit1--commit2,94.97,98.85321100917432,0.0,0.0
commit2--commit3,94.57,98.57863365428703,0.0,0.0
commit3--commit4,91.31,98.02933088909258,0.0,0.0
commit4--commit5,94.18,98.57863365428703,0.0,0.0
commit5--commit6,94.18,98.6697247706422,0.0,0.0
commit6--commit7,95.57,98.94543787253554,0.0,0.0
commit7--commit8,89.13,96.28791308284292,0.0,0.0
commit8--commit9,89.74,96.77996422182468,0.0,0.0
commit9--commit10,92.94,98.38998211091234,0.0,0.0
commit10--commit11,94.49,98.70362092087618,0.0,0.0
commit11--commit12,93.33,98.3907018328118,0.0,0.0
commit12--commit13,93.31,98.12248547161377,0.0,0.0
commit13--commit14,92.53,98.21189092534645,0.0,0.0
commit14--commit15,94.29,98.70304114490162,0.0,0.0
commit15--commit16,92.13,97.94367456414841,0.0,0.0
commit16--commit17,96.66,99.15102770330653,0.0,0.0
commit17--commit18,93.31,98.1680071492404,0.0,0.0
commit18--commit19,95.09,98.74832364774251,0.0,0.0
commit19--commit20,91.73,98.1216457960644,0.0,0.0
commit20--commit21,95.87,99.01654000894055,0.0,0.0
commit21--commit22,91.54,98.07864164432529,0.0,0.0
commit22--commit23,95.47,98.97229669347631,0.0,0.0
commit23--commit24,94.09,98.56951274027715,0.0,0.0
commit24--commit25,93.71,98.56887298747765,0.0,0.0
commit25--commit26,91.55,97.67545820295038,0.0,0.0
commit26--commit27,95.67,98.704200178731,0.0,0.0
commit27--commit28,94.89,98.74832364774251,0.0,0.0
commit28--commit29,95.09,98.83720930232558,0.0,0.0
commit29--commit30,91.55,98.07692307692307,0.0,0.0
commit30--commit31,90.78,97.85426911041574,0.0,0.0
commit31--commit32,94.5,98.65951742627345,0.0,0.0
commit32--commit33,93.12,98.16882536846808,0.0,0.0
commit33--commit34,95.47,98.61730597680642,0.0,0.0
commit34--commit35,90.59,97.72929652715939,0.0,0.0
commit35--commit36,90.78,97.86571809693197,0.0,0.0
commit36--commit37,91.37,97.95464650955981,0.0,0.0
commit37--commit38,92.94,98.35482436638506,0.0,0.0
commit38--commit39,96.27,99.15555555555555,0.0,0.0
commit39--commit40,93.15,98.35482436638506,0.0,0.0
commit40--commit41,93.14,98.39928857269898,0.0,0.0
commit41--commit42,94.71,98.8,0.0,0.0
commit42--commit43,93.15,98.35482436638506,0.0,0.0
commit43--commit44,93.35,98.48754448398577,0.0,0.0
commit44--commit45,91.36,97.99911071587373,0.0,0.0
commit45--commit46,92.95,98.31036016007114,0.0,0.0
commit46--commit47,95.49,98.93285904846599,0.0,0.0
commit47--commit48,94.9,98.84444444444445,0.0,0.0
commit48--commit49,94.7,98.8,0.0,0.0
commit49--commit50,92.55,98.13416259440248,0.0,0.0
commit50--commit51,96.67,99.20106524633822,0.0,0.0
commit51--commit52,96.47,99.11229471815358,0.0,0.0
commit52--commit53,92.17,98.18020417221483,0.0,0.0
