,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
commit1--commit3,0.0,0.0,94.99,100.0
commit2--commit4,0.0,0.0,94.99,100.0
commit3--commit5,0.0,0.0,94.99,100.0
commit4--commit6,0.0,0.0,94.99,100.0
commit5--commit7,0.0,0.0,94.99,100.0
commit6--commit8,0.0,0.0,94.99,100.0
commit7--commit9,0.0,0.0,94.99,100.0
commit8--commit10,0.0,0.0,94.99,100.0
commit9--commit11,0.0,0.0,94.99,100.0
commit10--commit12,0.0,0.0,94.99,100.0
commit11--commit13,0.0,0.0,86.13,91.01123595505618
commit12--commit14,0.0,0.0,86.13,91.01123595505618
commit13--commit15,0.0,0.0,82.9,91.10535405872193
commit14--commit16,0.0,0.0,82.86,90.93264248704664
commit15--commit17,0.0,0.0,94.99,99.82078853046595
commit16--commit18,0.0,0.0,95.0,100.0
commit17--commit19,0.0,0.0,95.0,100.0
commit18--commit20,0.0,0.0,95.0,100.0
commit19--commit21,0.0,0.0,95.0,100.0
commit20--commit22,0.0,0.0,95.0,100.0
commit21--commit23,0.0,0.0,95.0,100.0
commit22--commit24,0.0,0.0,95.0,100.0
commit23--commit25,0.0,0.0,95.0,100.0
commit24--commit26,0.0,0.0,84.02,87.11683696135051
commit25--commit27,0.0,0.0,84.02,87.11683696135051
commit26--commit28,0.0,0.0,94.74,100.0
commit27--commit29,0.0,0.0,94.74,100.0
commit28--commit30,0.0,0.0,94.74,100.0
commit29--commit31,0.0,0.0,94.74,100.0
commit30--commit32,0.0,0.0,94.74,100.0
commit31--commit33,0.0,0.0,78.84,87.8726833199033
commit32--commit34,0.0,0.0,78.84,87.8726833199033
commit33--commit35,0.0,0.0,88.98,100.0
commit34--commit36,0.0,0.0,88.98,100.0
commit35--commit37,0.0,0.0,88.98,100.0
commit36--commit38,0.0,0.0,88.98,100.0
commit37--commit39,0.0,0.0,88.98,100.0
commit38--commit40,0.0,0.0,88.98,100.0
