,ACDC,,FCA,
index,MOJOFM,A2A,MOJOFM,A2A
commit1--commit2,95.86666667,99.09722222,88.38,100
commit2--commit3,96.03,99.13194444,88.38,100
commit3--commit4,92.69666667,98.40277778,88.38,100
commit4--commit5,93.81,97.62150982,72.2,93.75481881
commit5--commit6,76.01,93.46869712,52.6,86.89355539
commit6--commit7,89.24333333,97.59036145,86.96,99.65588438
commit7--commit8,93.48666667,98.3601071,88.2,100
commit8--commit9,94.09333333,98.32663989,88.2,100
commit9--commit10,90.42666667,97.72423025,88.2,100
commit10--commit11,91.84333333,97.75769746,88.2,100
commit11--commit12,92.86666667,98.12583668,88.2,100
