NMF,TotalAddLines,TotalDeleteLines,LC,LC_1,FileAdd,FileDelete,NAD,NUC,AGE,NMS,NMD,Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
2,8,0,8,8,2,0,2,68,433,1,2,1.0,1336,5,2023,36,220,217,3,5340,5309,31,91,90,1,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,185,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,56,0,56,56,1,0,1,42,0,1,1,0.0,0,9,214,4,0,0,0,86,0,86,0,0,0,0,99.5532646,NoArch
1,16,14,2,30,0,0,0,80,158,1,1,0.0,2303,9,522,10,457,456,1,12004,11967,37,101,101,0,0,100.0,NoArch
1,12,0,12,12,1,0,1,186,37,1,1,0.0,2752,3,561,10,772,771,1,18281,18187,94,94,94,0,0,100.0,NoArch
3,3,3,0,6,0,0,0,29,114,1,2,1.584962501,1565,3,650,46,264,264,0,6187,6196,9,57,57,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,9,0,1,1,0.0,229,1,596,98,24,24,0,837,837,0,14,14,0,0,100.0,NoArch
4,46,3,43,49,2,0,2,21,65,1,3,1.040614201,646,1,485,111,76,66,10,2835,2603,232,30,26,4,1,100.0,NoArch
1,1,1,0,2,0,0,0,131,0,1,1,0.0,2663,15,198,8,583,583,0,13904,13908,4,88,88,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,14,0,1,1,0.0,222,3,132,8,27,27,0,935,939,4,18,18,0,0,100.0,NoArch
1,1,0,1,1,1,0,1,142,16,1,1,0.0,2715,9,740,5,660,659,1,15646,15637,9,133,133,0,1,100.0,NoArch
1,0,2,2,2,0,0,0,4,1,1,1,0.0,100,2,776,48,8,8,0,269,278,9,7,7,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,143,15,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,81,76,5,157,0,0,0,26,18,1,1,0.0,1105,2,269,35,194,191,3,4958,4880,78,86,85,1,0,100.0,NoArch
2,2,0,2,2,2,0,2,51,30,1,2,1.0,2271,10,92,7,405,404,1,11774,11757,17,95,95,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,191,183,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,633,25,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,14,5,9,19,0,0,0,45,0,1,1,0.831474388,1647,1,627,23,307,306,1,7692,7645,47,78,78,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,4,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,830,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,7,7,7,0,0,0,23,0,1,1,0.0,311,7,252,4,29,31,2,1274,1309,35,21,21,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,86,4,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,28,299,1,1,0.0,486,8,58,7,52,51,1,2108,2104,4,12,12,0,0,100.0,NoArch
1,43,7,36,50,0,0,0,4,0,1,1,0.0,177,2,5,5,47,35,12,1012,757,255,21,18,3,1,100.0,NoArch
1,9,3,6,12,0,0,0,34,40,1,1,0.0,606,3,49,5,90,89,1,2084,2059,25,50,50,0,0,100.0,NoArch
1,4,0,4,4,1,0,1,10,458,1,1,0.0,264,4,148,2,44,43,1,913,901,12,16,15,1,0,100.0,NoArch
1,1,1,0,2,0,0,0,10,44,1,1,0.0,353,6,177,0,81,80,1,2137,2133,4,9,9,0,1,100.0,NoArch
2,4,1,3,5,1,0,1,202,229,1,2,0.970950594,3219,10,532,16,650,648,2,17742,17722,20,148,148,0,0,100.0,NoArch
2,45,31,14,76,0,0,0,14,293,1,1,0.485460761,310,5,54,2,28,27,1,668,640,28,20,20,0,1,100.0,NoArch
1,2,2,0,4,0,0,0,4,1281,1,1,0.0,124,2,4,3,8,8,0,329,329,0,6,6,0,0,100.0,NoArch
1,9,4,5,13,0,0,0,10,902,1,1,0.0,163,7,12,4,22,21,1,782,764,18,11,11,0,1,100.0,NoArch
4,80,96,16,176,1,0,1,8,38,1,2,1.79290898,969,1,13,13,110,111,1,3639,3683,44,81,76,5,0,99.55473098,NoArch
9,379,331,48,710,0,0,0,150,0,1,6,1.169036566,9300,1,682,57,1355,1337,18,39185,38936,249,546,540,6,0,99.8034076,NoArch
1,5,1,4,6,0,0,0,5,83,1,1,0.0,176,2,624,17,26,25,1,674,640,34,15,15,0,1,100.0,NoArch
2,2,5,3,7,0,0,0,209,60,1,2,0.985228136,4771,4,792,2,857,859,2,26810,26842,32,213,213,0,1,100.0,NoArch
79,2273,3225,952,5498,0,1,1,705,342,2,26,5.055313414,41488,2,518,4,7076,7203,127,193969,198939,4970,2521,2574,53,0,99.73290598,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,933,44,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,217,169,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,73,5,68,78,3,0,3,12,137,1,3,1.560097905,486,1,122,32,16,10,6,3854,3556,298,16,10,6,0,99.82940976,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,634,26,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,51,16,35,67,0,0,0,9,20,1,1,0.0,379,1,415,16,83,74,9,2777,2515,262,25,23,2,0,100.0,NoArch
2,12,2,10,14,1,0,1,53,74,1,2,0.985228136,1597,1,177,37,229,227,2,8473,8443,30,69,69,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,186,4,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,866,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,866,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,302,10,1,1,0.0,7751,24,245,1,1084,1084,0,29271,29271,0,523,523,0,1,100.0,NoArch
11,109,119,10,228,1,0,1,74,310,1,4,2.379812847,5778,2,351,7,896,907,11,25284,25482,198,297,299,2,0,99.73544974,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,186,11,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,20,2,18,22,1,0,1,47,300,1,2,0.865856617,1676,4,45,3,262,259,3,7077,6959,118,117,116,1,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4,165,193,28,358,0,0,0,15,79,1,1,1.111402203,1111,6,10,0,74,75,1,2693,2769,76,19,19,0,1,99.76156414,NoArch
1,15,36,21,51,0,0,0,28,10,1,1,0.0,829,9,3,3,125,131,6,4930,5050,120,22,22,0,1,100.0,NoArch
6,96,17,79,113,2,0,2,5,0,1,5,2.314716936,5400,2,15,15,622,606,16,16559,16253,306,333,330,3,0,100.0,NoArch
5,111,5,106,116,4,0,4,26,9,1,3,1.348866089,1798,1,86,69,238,229,9,8473,8263,210,105,96,9,0,99.53125,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,175,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2153,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,86,10,76,96,1,0,1,4,0,1,2,0.74299334,201,1,155,155,25,15,10,839,559,280,17,11,6,0,99.94275902,NoArch
2,62,23,39,85,1,0,1,92,16,1,2,0.983060555,684,1,407,16,144,141,3,3984,3745,239,52,49,3,1,99.94285714,NoArch
2,2,2,0,4,0,0,0,26,12,1,2,1.0,1446,2,282,43,243,243,0,6505,6501,4,51,51,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,5,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,2,2,2,0,0,0,7,280,1,1,0.0,578,1,350,6,70,70,0,2190,2201,11,36,36,0,0,100.0,NoArch
2,5,0,5,5,2,0,2,24,83,1,1,0.721928095,963,7,500,23,191,189,2,4973,4947,26,100,99,1,0,99.68619247,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,8,1,7,9,0,0,0,22,100,1,1,0.0,303,5,5,3,94,90,4,1874,1829,45,16,16,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2167,7,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,971,47,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,7,6,1,13,0,0,0,68,275,1,1,0.0,2204,7,354,10,425,425,0,11417,11414,3,96,96,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,64,16,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
6,38,1,37,39,5,0,5,2,0,1,4,2.091340039,1718,1,22,22,215,209,6,7221,7032,189,111,106,5,0,99.82698962,NoArch
2,7,2,5,9,1,0,1,20,9,1,2,0.764204507,473,1,526,10,99,98,1,3421,3391,30,19,19,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,149,56,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,959,35,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,142,14,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,9,12,3,21,0,0,0,48,5,1,1,0.0,676,11,2,1,96,96,0,2806,2812,6,29,29,0,1,100.0,NoArch
3,5,3,2,8,0,0,0,19,341,1,3,1.5,2114,2,55,8,366,366,0,10431,10413,18,97,97,0,0,99.23139159,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,210,23,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,167,4,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,649,639,10,1288,0,0,0,3,3,1,1,0.625815078,16122,2,25,17,4883,4882,1,82131,82055,76,408,407,1,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,268,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,6,5,1,11,0,0,0,23,22,1,1,0.0,506,6,68,9,57,56,1,1996,1988,8,24,24,0,1,100.0,NoArch
1,9,1,8,10,0,0,0,25,1,1,1,0.0,654,6,683,14,73,72,1,1663,1647,16,37,36,1,0,100.0,NoArch
1,7,3,4,10,0,0,0,17,2239,1,1,0.0,426,5,2067,4,53,53,0,1304,1304,0,40,40,0,0,100.0,NoArch
2,36,100,64,136,0,0,0,3,274,1,2,0.936667382,585,1,2081,15,75,94,19,1998,2408,410,28,29,1,1,99.89337125,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,134,7,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,0,36,36,36,0,0,0,12,377,1,1,0.0,186,5,512,0,21,27,6,378,537,159,19,25,6,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,859,22,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,200,13,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,210,23,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,20,0,1,1,0.0,185,1,220,36,14,14,0,906,906,0,9,9,0,0,100.0,NoArch
1,1,0,1,1,1,0,1,32,0,1,1,0.0,292,7,165,18,1,1,0,2042,2033,9,1,1,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,484,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,17,5,12,22,0,0,0,25,8,1,1,0.0,521,2,6,4,78,77,1,1718,1620,98,47,46,1,0,100.0,NoArch
1,17,1,16,18,0,0,0,77,0,1,1,0.0,3118,10,309,8,463,459,4,16615,16527,88,121,120,1,0,100.0,NoArch
1,7,4,3,11,0,0,0,14,1051,1,1,0.0,115,7,65,2,19,18,1,488,480,8,16,16,0,0,100.0,NoArch
4,14,10,4,24,0,0,0,81,0,1,3,1.614005463,3416,1,250,26,508,507,1,16673,16648,25,204,203,1,0,100.0,NoArch
2,11,16,5,27,0,0,0,54,37,1,2,0.975119065,942,2,694,53,158,159,1,4220,4233,13,39,39,0,1,100.0,NoArch
1,0,1,1,1,0,0,0,2,216,1,1,0.0,27,2,7,2,1,1,0,174,181,7,1,1,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,267,16,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,12,7,5,19,0,0,0,10,54,1,1,0.0,229,1,609,5,25,24,1,859,837,22,14,14,0,0,100.0,NoArch
1,23,4,19,27,0,0,0,33,16,1,1,0.0,796,10,268,14,184,179,5,4892,4739,153,91,89,2,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,216,168,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,3,2,4,0,0,0,3,4,1,1,0.0,327,1,12,5,48,48,0,824,841,17,6,6,0,1,99.76261128,NoArch
2,16,21,5,37,0,0,0,140,0,1,2,0.639457132,6066,5,18,11,945,955,10,21163,21257,94,351,351,0,0,100.0,NoArch
1,349,302,47,651,0,0,0,180,0,1,1,0.0,2316,3,2080,16,670,664,6,15581,15326,255,81,80,1,0,100.0,NoArch
2,12,115,103,127,1,0,1,18,10,1,2,0.161320671,1214,5,643,4,316,337,21,7020,7748,728,62,62,0,1,100.0,NoArch
1,1,1,0,2,0,0,0,23,2,1,1,0.0,965,6,537,10,310,310,0,6902,6886,16,38,38,0,1,100.0,NoArch
1,19,0,19,19,1,0,1,47,0,1,1,0.0,1428,4,631,27,268,265,3,6849,6802,47,56,54,2,0,100.0,NoArch
38,106,3060,2954,3166,0,22,22,317,63,1,11,4.529922295,17658,1,2006,21,3192,3656,464,88751,105904,17153,652,774,122,1,98.44748858,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,194,54,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,17,0,1,1,0.0,135,7,38,9,1,1,0,685,698,13,1,1,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,765,65,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,80,66,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,56,120,64,176,0,0,0,14,385,1,1,0.0,284,5,507,2,14,13,1,895,807,88,5,5,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,932,43,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
27,459,427,32,886,3,0,3,113,85,1,6,3.553641724,7357,5,31,2,1510,1477,33,38131,37495,636,527,518,9,0,98.69565217,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,713,64,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,263,31,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,272,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,5,1,4,6,0,0,0,16,134,1,1,0.0,897,7,9,3,130,129,1,5069,5045,24,19,19,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,20,11,1,1,0.0,576,9,37,4,77,77,0,2158,2159,1,37,37,0,0,100.0,NoArch
1,8,8,0,16,0,0,0,157,11,1,1,0.0,3704,13,685,16,601,596,5,20292,20206,86,155,154,1,0,100.0,NoArch
2,3,2,1,5,1,0,1,14,422,1,2,0.721928095,373,1,648,20,51,51,0,2268,2261,7,16,16,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,0,760,760,760,0,5,5,7,2374,1,2,2.008378681,760,3,48,4,0,74,74,0,2345,2345,0,41,41,0,99.24734861,NoArch
1,6,5,1,11,0,0,0,17,1662,1,1,0.0,174,4,2033,1,38,38,0,1197,1177,20,10,10,0,1,100.0,NoArch
1,5,5,0,10,0,0,0,12,35,1,1,0.0,473,2,84,3,125,125,0,2624,2624,0,81,81,0,0,100.0,NoArch
1,30,5,25,35,0,0,0,20,0,1,1,0.0,346,2,671,56,61,52,9,1097,995,102,27,27,0,0,100.0,NoArch
1,7,0,7,7,1,0,1,6,126,1,1,0.0,303,2,12,4,52,51,1,2317,2307,10,19,18,1,0,100.0,NoArch
1,2,0,2,2,1,0,1,7,156,1,1,0.0,184,3,582,27,24,24,0,1159,1126,33,21,21,0,0,100.0,NoArch
1,97,4,93,101,0,0,0,11,60,1,1,0.0,610,1,723,67,84,69,15,2601,2229,372,42,40,2,0,100.0,NoArch
2,18,1,17,19,1,0,1,30,48,1,2,0.485460761,1131,6,55,19,269,262,7,6367,6243,124,62,59,3,1,99.79994284,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1014,24,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,50,8,1,1,0.0,899,6,203,173,209,209,0,5899,5899,0,44,44,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,2,0,1,1,0.0,121,1,294,55,13,13,0,363,363,0,4,4,0,0,100.0,NoArch
2,14,1,13,15,1,0,1,118,46,1,1,0.970950594,2630,1,431,68,389,385,4,13612,13553,59,105,103,2,0,100.0,NoArch
1,24,1,23,25,0,0,0,73,2,1,1,0.0,2939,4,11,5,418,415,3,10835,10742,93,218,217,1,1,100.0,NoArch
3,513,530,17,1043,0,0,0,5,6,1,1,1.043921424,16140,2,28,11,4882,4902,20,82062,82229,167,407,407,0,1,100.0,NoArch
3,81,216,135,297,1,0,1,10,0,1,2,0.211159523,1017,1,79,6,220,279,59,4132,4492,360,144,140,4,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,6,0,1,1,0.0,282,1,396,20,54,54,0,1763,1767,4,19,19,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,382,8,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,29,18,1,1,0.0,833,9,251,16,180,180,0,4771,4771,0,89,89,0,0,100.0,NoArch
2,31,9,22,40,1,0,1,42,7,1,2,0.992774454,926,1,79,9,176,172,4,4169,4105,64,79,75,4,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,67,7,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,213,29,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,16,0,16,16,1,0,1,134,11,1,1,0.0,4495,12,28,12,580,576,4,15567,15471,96,331,327,4,0,100.0,NoArch
1,11,3,8,14,0,0,0,10,7,1,1,0.0,232,2,17,17,51,49,2,1164,1116,48,25,24,1,0,100.0,NoArch
1,561,0,561,561,1,0,1,1,0,1,1,0.0,0,1,50,3,69,0,69,2808,0,2808,31,0,31,0,99.8973306,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,610,6,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,13,10,3,23,0,0,0,2,0,1,1,0.0,47,1,878,8,4,3,1,101,98,3,1,1,0,0,100.0,NoArch
3,4,15,11,19,0,0,0,84,103,1,1,1.215533232,3930,4,331,4,624,626,2,20079,20125,46,175,176,1,0,100.0,NoArch
6,64,27,37,91,2,0,2,97,33,1,5,1.762108483,2838,1,682,13,566,554,12,16345,16019,326,176,172,4,0,100.0,NoArch
4,71,27,44,98,0,0,0,60,78,1,3,1.70254277,5910,10,239,1,967,952,15,29647,29304,343,243,242,1,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,249,22,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,2,2,0,4,0,0,0,10,1340,1,1,0.0,229,6,228,3,20,20,0,849,849,0,7,7,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,464,98,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,48,0,1,1,0.0,312,10,243,5,3,3,0,2180,2178,2,1,1,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,358,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
2,29,9,20,38,0,0,0,25,0,1,2,0.926819064,1167,3,106,7,285,281,4,6280,6150,130,214,212,2,0,100.0,NoArch
2,47,3,44,50,0,0,0,16,8,1,1,0.826746372,1958,2,33,28,296,291,5,7664,7515,149,89,89,0,0,100.0,NoArch
2,14,5,9,19,0,0,0,45,0,1,1,0.831474388,1647,1,627,23,307,306,1,7692,7645,47,78,78,0,0,100.0,NoArch
1,28,22,6,50,0,0,0,713,0,1,1,0.0,13337,36,2072,7,1622,1622,0,44558,44558,0,988,988,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,433,28,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
1,1,1,0,2,0,0,0,171,13,1,1,0.0,5751,15,85,2,799,799,0,21577,21577,0,411,411,0,1,100.0,NoArch
1,3,0,3,3,1,0,1,22,0,1,1,0.0,379,1,528,12,91,88,3,2789,2759,30,17,17,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,5,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
1,45,2,43,47,0,0,0,55,0,1,1,0.0,1154,3,245,21,196,188,8,5225,5005,220,61,57,4,0,99.41477688,NoArch
1,34,16,18,50,0,0,0,36,52,1,1,0.0,623,9,125,5,89,86,3,2726,2635,91,30,30,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,760,92,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
5,47,48,1,95,3,0,3,29,0,1,4,1.310056652,1902,1,126,54,258,256,2,7479,7456,23,101,98,3,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,238,3,0,0,0,0,0,0,0,0,0,1,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,286,3,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,896,23,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,625,55,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
3,136,99,37,235,0,0,0,355,90,1,2,1.145596953,10452,2,516,22,1260,1251,9,34283,34096,187,635,630,5,0,100.0,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,38,9,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
