NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
1,18,3,15,0,0,0,4,12,840,1,1,0,617,586,3,77,72,5,3270,3195,75,26,26,0,1,100,NoArch
4,4,4,0,0,0,0,3,5,4,1,1,2,871,313,30,14,14,0,4092,4092,0,8,8,0,1,100,NoArch
1,7,1,6,0,0,0,4,17,32,1,1,0,428,443,11,39,39,0,1795,1787,8,5,5,0,1,100,NoArch
93,11520,10279,1241,0,0,0,2,2,0,1,8,5.475447312,15052,57,1,1502,1502,0,56801,57670,869,912,912,0,1,99.41860465,NoArch
1,8,1,7,0,0,0,3,56,0,1,1,0,1013,5098,26,51,50,1,6548,6524,24,18,17,1,1,100,NoArch
1,1,1,0,0,0,0,3,19,0,1,1,0,689,2059,19,88,88,0,2163,2163,0,30,30,0,1,100,NoArch
1,2,2,0,0,0,0,2,4,10,1,1,0,266,1651,23,36,34,2,1098,1088,10,20,20,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,16,0,0,0,0,0,0,0,0,0,1,100,NoArch
6,342,13,329,2,0,2,1,51,10,1,5,1.699465095,1529,1643,28,214,175,39,8214,7007,1207,75,61,14,1,99.92695398,NoArch
1,1,1,0,0,0,0,2,5,50,1,1,0,65,1732,53,3,3,0,233,231,2,2,2,0,1,100,NoArch
2,3,3,0,0,0,0,2,14,186,1,2,0.918295834,375,1706,27,33,33,0,1128,1128,0,21,21,0,1,100,NoArch
1,4,2,2,0,0,0,4,10,6328,1,1,0,554,1617,0,47,47,0,1298,1292,6,45,45,0,1,100,NoArch
1,4,2,2,0,0,0,2,7,0,1,1,0,176,731,7,18,18,0,584,564,20,8,8,0,1,100,NoArch
3,20,34,14,0,0,0,7,83,120,1,2,0.818801106,1686,712,7,165,164,1,9702,9695,7,67,67,0,1,100,NoArch
1,1,2,1,0,0,0,2,3,8,1,1,0,199,709,4,10,10,0,892,898,6,5,5,0,1,100,NoArch
1,10,3,7,0,0,0,4,60,0,1,1,0,2090,1279,10,294,293,1,7813,7801,12,45,45,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,51,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,1,1,0,0,0,0,4,5,1544,1,1,0,69,4918,27,3,3,0,108,109,1,1,1,0,1,100,NoArch
1,5,5,0,0,0,0,5,104,164,1,1,0,1600,5160,40,220,220,0,6827,6827,0,46,46,0,1,100,NoArch
1,19,14,5,0,0,0,1,2,0,1,1,0,168,404,15,20,19,1,970,950,20,5,5,0,1,100,NoArch
1,8,6,2,0,0,0,3,13,4700,1,1,0,184,4928,21,19,18,1,499,490,9,8,8,0,1,100,NoArch
1,2,4,2,0,0,0,3,14,1705,1,1,0,168,5041,49,14,14,0,515,520,5,9,9,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757,70,0,0,0,0,0,0,0,0,0,1,100,NoArch
2,51,48,3,0,0,0,7,56,22,1,1,0.907861915,1806,2062,22,196,196,0,7972,7946,26,52,51,1,1,100,NoArch
1,6,1,5,0,0,0,8,143,189,1,1,0,1357,2146,7,133,133,0,4118,4118,0,64,64,0,1,100,NoArch
1,4,1,3,0,0,0,2,6,5,1,1,0,1338,14,1,151,150,1,4647,4629,18,29,29,0,1,100,NoArch
2,27,14,13,0,0,0,3,5,2114,1,2,0.901170196,1192,476,10,148,146,2,6034,5952,82,43,42,1,1,100,NoArch
1,8,27,19,0,0,0,8,140,8,1,1,0,1373,2018,30,133,133,0,4137,4249,112,64,64,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,15,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,1,1,0,0,0,0,1,2,186,1,1,0,96,603,6,1,1,0,615,615,0,1,1,0,1,100,NoArch
1,20,23,3,0,0,0,10,121,0,1,1,0,1373,1630,7,244,244,0,4748,4751,3,42,42,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,14,0,0,0,0,0,0,0,0,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204,30,0,0,0,0,0,0,0,0,0,1,100,NoArch
6,63,167,104,0,0,0,5,37,253,1,1,1.834584807,2536,1210,5,315,324,9,10235,10366,131,130,138,8,1,99.96756406,NoArch
4,23,29,6,0,0,0,2,2,16,1,3,1.757004141,1441,178,9,116,116,0,4608,4640,32,69,67,2,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,15,0,0,0,0,0,0,0,0,0,0,100,NoArch
6,561,26,535,2,0,2,2,3,203,1,4,1.335313136,1466,8,0,250,141,109,6908,4215,2693,167,81,86,1,99.89650176,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,19,0,0,0,0,0,0,0,0,0,0,100,NoArch
3,3,3,0,0,0,0,2,5,4,1,2,1.584962501,380,1635,44,30,30,0,1729,1726,3,18,18,0,1,100,NoArch
1,1,0,1,0,0,0,7,98,228,1,1,0,636,5145,29,76,76,0,2054,2047,7,28,28,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,7,0,0,0,0,0,0,0,0,0,0,100,NoArch
1,3,2,1,0,0,0,4,12,0,1,1,0,344,491,3,54,54,0,1662,1662,0,4,4,0,1,100,NoArch
1,4,4,0,0,0,0,6,41,32,1,1,0,378,685,11,34,34,0,1010,1010,0,21,21,0,1,100,NoArch
1,1,2,1,0,0,0,4,50,2,1,1,0,2010,1165,4,276,276,0,7393,7393,0,45,45,0,1,100,NoArch
1,1,1,0,0,0,0,4,30,138,1,1,0,457,5082,39,47,47,0,1171,1169,2,30,30,0,1,100,NoArch
4,83,2,81,0,0,0,2,97,955,2,3,1.616464897,1747,4954,3,192,188,4,6496,6058,438,83,80,3,1,100,NoArch
1,4,4,0,0,0,0,6,41,32,1,1,0,378,685,11,34,34,0,1010,1010,0,21,21,0,1,100,NoArch
2,13,25,12,0,0,0,3,9,43,1,1,0.789749254,739,32,4,78,78,0,3570,3589,19,29,29,0,1,100,NoArch
1,1,1,0,0,0,0,4,9,0,1,1,0,116,448,7,8,8,0,203,203,0,7,7,0,1,100,NoArch
4,496,469,27,0,0,0,2,5,320,2,4,0.205987044,2097,14,3,122,119,3,7109,7022,87,45,45,0,0,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,24,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,47,36,11,0,0,0,3,17,602,1,1,0,678,1258,15,88,87,1,2163,2137,26,30,30,0,1,100,NoArch
1,2,2,0,0,0,0,5,19,0,1,1,0,155,2095,17,11,11,0,902,902,0,5,5,0,1,100,NoArch
1,6,0,6,0,0,0,7,53,2,1,1,0,878,1809,23,118,118,0,3848,3827,21,26,26,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,2,0,0,0,0,0,0,0,0,0,0,100,NoArch
1,1,1,0,0,0,0,4,13,2,1,1,0,121,1748,67,11,11,0,441,440,1,3,3,0,1,100,NoArch
1,4,0,4,0,0,0,3,24,5,1,1,0,754,5067,62,123,122,1,3211,3192,19,22,22,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,59,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,9,6,3,0,0,0,1,28,266,1,1,0,534,5218,28,49,48,1,2161,2129,32,9,8,1,1,100,NoArch
1,3,3,0,0,0,0,2,4,17,1,1,0,144,1227,9,12,12,0,379,372,7,7,7,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,72,0,0,0,0,0,0,0,0,0,1,100,NoArch
9,203,66,137,0,0,0,4,85,351,1,2,2.230557166,2932,2026,34,302,286,16,13995,13418,577,137,126,11,1,100,NoArch
1,2,1,1,0,0,0,2,14,234,1,1,0,400,5021,47,30,30,0,1254,1256,2,25,25,0,1,100,NoArch
1,9,4,5,0,0,0,4,9,3,1,1,0,401,626,18,45,44,1,1407,1399,8,19,19,0,1,100,NoArch
3,5,5,0,0,0,0,5,18,279,1,1,1.521928095,1979,1755,70,245,245,0,6463,6463,0,109,109,0,1,100,NoArch
1,7,1,6,0,0,0,4,17,32,1,1,0,428,443,11,39,39,0,1795,1787,8,5,5,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,0,0,0,0,0,0,0,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,13,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,1,1,0,0,0,0,6,84,51,1,1,0,561,2112,34,78,78,0,2506,2506,0,23,23,0,1,100,NoArch
1,11,3,8,0,0,0,2,5,0,1,1,0,670,598,1,153,152,1,3898,3840,58,24,24,0,1,100,NoArch
4,320,322,2,0,0,0,2,54,29,1,3,1.09272492,1802,675,4,208,209,1,8313,8479,166,81,79,2,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,2,2,0,0,0,0,4,55,412,1,1,0,2047,1252,16,283,283,0,7589,7589,0,45,45,0,1,100,NoArch
1,1,1,0,0,0,0,4,8,150,1,1,0,117,2109,31,13,13,0,467,467,0,13,13,0,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,1,100,NoArch
1,92,63,29,0,0,0,5,47,0,1,1,0,1468,1241,23,211,205,6,6991,6870,121,77,75,2,1,100,NoArch
1,20,17,3,0,0,0,4,57,2,1,1,0,2048,2071,30,283,282,1,7597,7579,18,45,45,0,1,100,NoArch
1,3,2,1,0,0,0,1,2,845,1,1,0,101,5016,51,7,7,0,430,430,0,2,2,0,1,100,NoArch
4,44,14,30,0,0,0,4,27,557,1,1,1.838151365,2122,21,0,236,228,8,8147,7976,171,92,89,3,1,100,NoArch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,36,0,0,0,0,0,0,0,0,0,1,100,NoArch
30,115,78,37,0,0,0,2,17,617,1,15,3.997108038,14194,136,24,1396,1391,5,42273,42296,23,692,690,2,1,87.41935484,Arch
8,136,54,82,0,0,0,1,11,396,1,5,2.218104495,3700,137,21,294,294,0,11613,11261,352,138,138,0,1,91.64196799,Arch
4,360,0,360,2,0,2,1,20,124,1,4,1.563858285,1142,33,4,83,56,27,4649,3736,913,44,26,18,1,90.26465028,Arch
11,79,43,36,1,0,1,1,11,75,1,8,2.798254271,3755,140,6,342,340,2,11102,11047,55,168,168,0,1,86.24067164,Arch
2,34,2,32,0,0,0,4,14,921,1,2,0.811278124,298,161,0,25,22,3,1492,1227,265,10,9,1,1,85.54465669,Arch
12,2005,35,1970,9,0,9,2,3,290,1,4,3.063048698,218,166,5,224,11,213,6310,518,5792,113,9,104,1,92.19108865,Arch
26,6639,0,6639,26,0,26,1,1,0,1,4,4.165297071,0,143,0,563,0,563,17052,0,17052,379,0,379,1,96.17633828,Arch
63,14422,0,14422,63,0,63,1,1,0,1,11,5.573307169,0,144,1,1311,0,1311,50633,0,50633,751,0,751,1,87.32851986,Arch
459,0,0,0,0,0,0,1,1,0,1,58,0,90916,145,2,7645,7645,0,272555,272555,0,3787,3787,0,1,44.33153382,Arch
6,843,1,842,4,0,4,1,4,0,1,2,2.379628349,1452,6,6,186,98,88,6912,4242,2670,97,50,47,0,93.7037037,Arch
2,90,5,85,0,0,0,2,2,16,1,2,0.147310667,199,37,2,18,11,7,746,519,227,14,9,5,1,95.10825982,Arch
632,27593,52765,25172,78,181,259,2,22,144,4,101,7.615329522,113196,159,0,7344,12313,4969,263744,432496,168752,3641,6244,2603,0,16.91331924,Arch
1,92,0,92,1,0,1,1,1,0,1,1,0,0,42,1,9,0,9,311,0,311,7,0,7,2,95.00648508,Arch
9,1130,18,1112,6,0,6,2,8,204,1,6,2.03737802,2887,43,2,553,392,161,12954,8527,4427,180,119,61,1,94.87263227,Arch
88,17411,0,17411,88,0,88,1,1,0,1,8,5.783026357,0,392,3,1388,0,1388,55699,0,55699,788,0,788,1,86.79302965,Arch
127,21590,0,21590,127,0,127,1,1,0,1,18,6.476301664,0,393,4,2309,0,2309,88172,0,88172,663,0,663,1,86.20598358,Arch
12,1475,62,1413,9,0,9,1,10,29,1,7,3.097029614,927,28,2,222,96,126,9576,4306,5270,92,25,67,1,95.02676182,Arch
3,407,22,385,1,0,1,3,27,346,1,2,0.996675412,1704,412,3,95,61,34,6502,5204,1298,52,26,26,1,89.68058968,Arch
6,160,5,155,2,0,2,1,13,762,1,3,2.221233204,1047,415,6,99,90,9,4310,3731,579,43,39,4,1,89.21617574,Arch
6,840,59,781,4,0,4,1,28,8,1,3,2.336608118,1773,417,7,127,66,61,7599,5647,1952,65,28,37,1,97.96007896,Arch
6,782,0,782,5,0,5,1,8,31,2,5,2.125462643,95,226,0,68,3,65,4269,440,3829,34,3,31,1,96.66878846,Arch
20,2773,64,2709,16,0,16,1,9,152,1,6,3.806811588,700,29,0,278,49,229,12067,2035,10032,178,34,144,1,93.33742081,Arch
5,49,39,10,0,0,0,3,5,453,1,1,2.106442754,1113,445,13,101,100,1,3717,3783,66,47,46,1,1,97.39311783,Arch
34,4597,0,4597,34,0,34,1,1,0,1,6,5.040343692,0,8,1,312,0,312,16395,0,16395,124,0,124,1,91.59681926,Arch
34,0,4597,4597,0,34,34,2,4,1755,1,6,5.040343692,4597,9,2,0,312,312,0,16395,16395,0,124,124,1,92.52095422,Arch
3,147,1,146,1,0,1,1,10,103,1,3,0.507591869,289,462,2,33,23,10,1860,1251,609,11,8,3,1,93.98307024,Arch
1,72,28,44,0,0,0,2,2,59,1,1,0,172,467,6,16,12,4,1144,720,424,4,4,0,2,94.09881061,Arch
6,138,96,42,1,0,1,2,6,111,1,4,1.495188316,2639,15,1,247,243,4,10060,9989,71,47,45,2,1,93.41486359,Arch
1,21,22,1,0,0,0,2,3,1082,1,1,0,83,233,0,6,6,0,167,229,62,3,3,0,1,92.81524927,Arch
5,412,68,344,2,0,2,3,15,454,1,3,1.848284784,796,474,2,89,64,25,4197,2743,1454,44,37,7,1,92.97349866,Arch
2,88,3,85,0,0,0,2,33,638,1,2,0.260145364,1648,487,2,50,37,13,4970,4669,301,17,14,3,1,97.69150052,Arch
1,58,6,52,0,0,0,2,3,2183,1,1,0,349,495,2,38,29,9,1305,1084,221,17,17,0,1,97.42226947,Arch
3,179,121,58,0,0,0,4,8,1262,1,1,0.914684461,1840,6,2,154,152,2,7214,7113,101,41,39,2,1,97.85544083,Arch
1,1184,0,1184,1,0,1,1,1,0,1,1,0,0,9,5,147,0,147,4532,0,4532,27,0,27,1,90.99843645,Arch
7,1021,38,983,5,0,5,2,3,568,1,1,2.503868703,183,497,1,99,9,90,3029,425,2604,57,8,49,1,95.98486441,Arch
8,86,21,65,0,0,0,2,7,561,2,5,1.631360495,2545,16,0,273,261,12,11087,11032,55,67,63,4,1,92.53404669,Arch
2,5,4,1,0,0,0,2,4,445,1,1,0.764204507,260,19,2,23,23,0,888,855,33,9,9,0,1,92.45237521,Arch
3,109,0,109,1,0,1,1,11,150,1,2,1.065848835,424,517,11,49,42,7,2118,1691,427,10,9,1,1,93.62943024,Arch
1,252,0,252,1,0,1,1,1,0,1,1,0,0,524,18,39,0,39,963,0,963,9,0,9,1,96.8831735,Arch
7,1,1130,1129,0,5,5,2,12,264,2,5,2.021437863,1284,234,0,4,102,98,628,6114,5486,4,50,46,1,96.74080599,Arch
440,5420,60178,54758,1,291,292,0,26,46,6,76,7.965615003,102000,383,0,4494,9810,5316,163610,364174,200564,1709,3881,2172,0,73.49365751,Arch
1,3,25,22,0,0,0,2,2,2434,1,1,0,61,18,1,1,3,2,29,78,49,1,3,2,1,96.30931459,Arch
120,18962,108,18854,119,0,119,1,3,8,1,18,6.353302023,173,34,3,2134,20,2114,80757,970,79787,632,5,627,2,90.064836,Arch
1,97,51,46,0,0,0,4,13,363,1,1,0,493,542,0,63,67,4,2351,2284,67,13,11,2,1,95.34659201,Arch
1,148,0,148,1,0,1,1,1,0,1,1,0,0,544,2,26,0,26,714,0,714,1,0,1,1,95.77928763,Arch
48,2393,3889,1496,14,10,24,1,36,7,2,10,4.528583338,9497,37,1,689,939,250,33555,40958,7403,255,261,6,1,91.3326301,Arch
176,2076,21062,18986,0,129,129,1,34,47,4,45,6.564055491,38693,538,0,2015,4092,2077,70339,149684,79345,816,1544,728,0,87.9863997,Arch
19,819,160,659,2,0,2,1,28,873,2,12,3.186770177,7164,539,1,834,769,65,28280,25383,2897,260,253,7,14,96.08533099,Arch
159,20252,1936,18316,127,0,127,2,36,145,3,36,6.456561183,12763,549,4,3271,1261,2010,122526,46127,76399,1286,565,721,1,88.14611872,Arch
45,3432,3335,97,4,1,5,1,9,564,1,3,3.662666318,12026,25,2,1286,1270,16,37801,37174,627,742,721,21,1,97.46344375,Arch
12,1609,7,1602,10,0,10,1,3,14,1,5,2.933504742,266,44,6,150,31,119,8450,1456,6994,69,8,61,1,90.7458789,Arch
25,0,2250,2250,0,24,24,2,4,980,1,7,4.461269686,2249,45,7,0,182,182,0,10127,10127,0,91,91,1,91.60927872,Arch
9,693,0,693,9,0,9,1,1,0,1,1,3.131637819,0,48,10,51,0,51,2937,0,2937,44,0,44,1,92.96138925,Arch
5,0,1216,1216,0,5,5,2,4,814,1,1,1.805880526,1216,51,12,0,176,176,0,5587,5587,0,34,34,1,96.04081633,Arch
12,0,2587,2587,0,11,11,2,9,953,1,1,3.36859209,2586,52,13,0,306,306,0,11095,11095,0,63,63,1,93.72349449,Arch
25,0,5873,5873,0,15,15,2,6,841,1,2,3.966886952,5863,54,15,0,735,735,0,29326,29326,0,191,191,1,92.84923622,Arch
11,0,1258,1258,0,11,11,2,4,1062,1,1,3.281748369,1258,58,19,0,88,88,0,3804,3804,0,30,30,1,96.16739175,Arch
9,823,188,635,1,0,1,1,4,174,1,5,1.784264258,2192,63,1,271,157,114,10640,7441,3199,74,58,16,1,93.18035599,Arch
4,121,29,92,0,0,0,3,29,705,2,3,1.622144018,2564,563,3,270,263,7,7950,7796,154,125,123,2,1,93.77034947,Arch
126,0,21326,21326,0,126,126,1,14,472,1,8,6.286679209,21326,36,0,0,1874,1874,0,73709,73709,0,1106,1106,1,85.07860378,Arch
93,14906,0,14906,93,0,93,1,8,0,1,8,5.871067783,0,37,1,1486,0,1486,57242,0,57242,911,0,911,1,87.86080388,Arch
1,240,0,240,1,0,1,1,1,0,1,1,0,0,573,5,34,0,34,1030,0,1030,6,0,6,1,90.65376446,Arch
4,71,52,19,0,0,0,2,18,540,2,3,0.752783062,3308,43,7,523,519,4,12526,12409,117,88,87,1,1,94.25424946,Arch
1,107,0,107,0,0,0,2,2,3112,1,1,0,49,596,5,12,2,10,510,70,440,4,2,2,1,94.21214269,Arch
1,588,0,588,1,0,1,1,1,0,1,1,0,0,600,3,83,0,83,3093,0,3093,13,0,13,1,96.68384495,Arch
18,2901,305,2596,8,0,8,2,39,832,2,8,3.718390336,8845,608,5,1106,862,244,35142,27429,7713,389,276,113,1,93.82120947,Arch
102,518,448,70,0,0,0,1,6,33,2,14,6.131817591,17389,616,9,1741,1741,0,67107,67244,137,1003,1003,0,1,86.352657,Arch
583,44965,50461,5496,228,254,482,0,34,60,6,95,8.415067024,89501,544,0,8472,9228,756,302534,330021,27487,3304,3762,458,0,71.75393285,Arch
1391,115368,114126,1242,447,319,766,3,121,477,9,177,9.46862805,205918,31,3,19534,20985,1451,723960,769191,45231,9307,9572,265,1,68.30783939,Arch
1391,114135,115377,1242,367,447,814,2,64,253,9,177,9.470086194,207208,852,7,18843,21708,2865,694549,798873,104324,8610,10329,1719,1,68.30783939,Arch
1391,115368,114126,1242,447,367,814,3,121,477,9,177,9.46862805,205966,1161,2,19534,20985,1451,723960,769191,45231,9307,9572,265,1,68.30783939,Arch
1392,114112,115921,1809,367,448,815,2,64,253,9,177,9.470428262,207775,853,8,18843,21772,2929,694549,800315,105766,8610,10357,1747,1,68.28607837,Arch
1392,115910,114101,1809,448,367,815,3,123,476,9,177,9.468783385,205966,1162,3,19598,20985,1387,725381,769191,43810,9335,9572,237,1,68.28607837,Arch
1392,114110,115921,1811,367,448,815,2,64,253,9,177,9.470421154,207775,373,3,18843,21772,2929,694549,800315,105766,8610,10357,1747,1,68.28607837,Arch
1392,115915,114099,1816,448,367,815,3,123,476,9,177,9.46875847,205964,259,13,19598,20985,1387,725379,769191,43812,9335,9572,237,1,68.28607837,Arch
1392,114109,115926,1817,367,448,815,2,64,253,9,177,9.470399724,207780,374,4,18843,21772,2929,694542,800313,105771,8610,10357,1747,1,68.28607837,Arch
1392,115918,114098,1820,448,367,815,3,123,476,9,177,9.468744051,205963,260,14,19598,20985,1387,725385,769184,43799,9335,9572,237,1,68.28607837,Arch
17,696,414,282,3,0,3,2,92,56,3,7,3.196878107,7504,672,38,1011,990,21,29273,28629,644,224,204,20,1,94.87505968,Arch
1394,114567,116041,1474,368,450,818,2,64,253,9,177,9.473533423,207447,375,5,18844,21744,2900,694593,798090,103497,8610,10349,1739,1,65.79690876,Arch
1394,116038,114553,1485,450,368,818,3,124,476,9,177,9.471886281,205973,1621,42,19572,20986,1414,723272,769235,45963,9325,9572,247,1,65.79690876,Arch
1394,114582,116066,1484,368,450,818,2,64,253,9,177,9.473605596,207458,376,5,18844,21746,2902,694593,798114,103521,8610,10349,1739,1,65.79690876,Arch
1394,116052,114567,1485,450,368,818,3,124,476,9,177,9.472031715,205974,1625,44,19573,20986,1413,723247,769235,45988,9325,9572,247,1,65.79690876,Arch
3,213,72,141,1,0,1,2,47,8,1,2,1.511845496,1326,1626,45,174,156,18,7227,6282,945,47,41,6,2,97.85286871,Arch
1395,114580,116229,1649,368,451,819,2,64,253,9,177,9.474676459,207622,377,4,18843,21764,2921,694580,799108,104528,8610,10354,1744,1,64.23164936,Arch
1395,116215,114566,1649,451,368,819,3,124,476,9,177,9.473106922,205973,1163,2,19591,20985,1394,724272,769222,44950,9330,9572,242,1,64.23164936,Arch
4,255,85,170,1,0,1,1,48,20,1,4,1.93228201,1280,1629,47,162,141,21,6755,6128,627,56,39,17,1,94.16035354,Arch
5,446,0,446,4,0,4,1,49,0,1,2,2.19849297,1008,1633,51,162,120,42,7002,4984,2018,47,29,18,1,94.60853258,Arch
1400,114561,116879,2318,368,456,824,2,65,252,9,178,9.483145804,208272,854,9,18842,21831,2989,694570,801787,107217,8610,10392,1782,1,66.99164345,Arch
1400,116865,114547,2318,456,368,824,3,124,470,9,178,9.481581096,205954,1634,52,19658,20984,1326,726921,769212,42291,9368,9572,204,1,66.99164345,Arch
1400,114565,116907,2342,368,456,824,2,65,252,9,178,9.483117875,208300,378,5,18843,21836,2993,694586,801923,107337,8610,10391,1781,1,66.99164345,Arch
1400,116892,114551,2341,456,368,824,3,125,470,9,178,9.481560288,205958,1642,37,19662,20986,1324,727029,769244,42215,9367,9572,205,1,66.99164345,Arch
1400,114566,116912,2346,368,456,824,2,65,252,9,178,9.48309663,208305,855,10,18843,21838,2995,694606,801972,107366,8610,10391,1781,1,66.99164345,Arch
1400,116919,114552,2367,456,368,824,3,125,470,9,178,9.48152409,205959,673,2,19674,20986,1312,727187,769284,42097,9367,9572,205,1,66.99164345,Arch
63,1274,2072,798,5,5,10,2,126,183,4,30,4.504307241,22454,676,3,2307,2389,82,80210,82404,2194,887,927,40,1,94.63925096,Arch
1406,115577,117614,2037,371,462,833,2,65,252,9,178,9.495153266,208000,379,4,18845,21786,2941,694623,800834,106211,8610,10338,1728,1,64.83458778,Arch
1406,117615,115577,2038,462,371,833,3,126,471,9,178,9.493530783,205963,677,4,19648,20952,1304,726894,768150,41256,9342,9546,204,1,64.83458778,Arch
1406,115569,117613,2044,371,462,833,2,65,252,9,178,9.495179205,208001,380,2,18845,21788,2943,694612,800866,106254,8610,10338,1728,1,64.83458778,Arch
1406,117616,115574,2042,462,371,833,3,126,471,9,178,9.493523489,205962,1653,24,19651,20954,1303,726912,768179,41267,9342,9546,204,1,64.83458778,Arch
1406,115583,117615,2032,371,462,833,2,65,252,9,178,9.494990641,208003,382,4,18848,21787,2939,694675,800866,106191,8611,10338,1727,1,64.83458778,Arch
1406,117620,115583,2037,462,371,833,3,126,471,9,178,9.493325855,205971,678,5,19650,20956,1306,726928,768222,41294,9342,9547,205,1,64.83458778,Arch
1406,115584,117653,2069,371,462,833,2,65,252,9,178,9.495143379,208046,856,1,18849,21799,2950,694739,801218,106479,8611,10334,1723,1,64.74617952,Arch
1406,117669,115588,2081,462,371,833,3,126,471,9,178,9.493554354,205977,1657,18,19663,20957,1294,727352,768286,40934,9338,9547,209,1,64.74617952,Arch
1406,115684,117670,1986,372,462,834,2,65,256,9,178,9.495797158,207963,383,4,18849,21802,2953,694739,800875,106136,8611,10331,1720,1,64.77312698,Arch
1406,117674,115688,1986,462,372,834,3,126,468,9,178,9.494229505,205977,1662,19,19664,20957,1293,726923,768286,41363,9335,9547,212,1,64.77312698,Arch
1406,115691,117734,2043,372,462,834,2,65,256,9,178,9.495496013,208027,384,5,18850,21810,2960,694774,801241,106467,8611,10332,1721,1,64.73693472,Arch
1406,117739,115695,2044,462,372,834,3,126,468,9,178,9.49392458,205984,1665,15,19672,20958,1286,727283,768321,41038,9336,9547,211,1,64.73693472,Arch
1407,115700,117839,2139,372,462,834,2,66,255,9,178,9.496493487,208172,385,6,18854,21826,2972,694891,801980,107089,8613,10336,1723,1,64.77312698,Arch
1407,117843,115704,2139,462,372,834,3,126,468,9,178,9.494925557,206033,687,10,19688,20962,1274,727983,768438,40455,9340,9549,209,1,64.77312698,Arch
1407,115704,117847,2143,372,462,834,2,66,252,9,178,9.496612908,208179,30,0,18855,21828,2973,694904,802027,107123,8613,10336,1723,1,64.77312698,Arch
1422,119485,115708,3777,477,372,849,3,126,463,9,180,9.512703909,206036,1674,21,19845,20965,1120,734326,768491,34165,9421,9551,130,1,64.4129979,Arch
1,70,3,67,0,0,0,5,24,173,1,1,0,304,1676,17,50,40,10,1481,1116,365,23,22,1,1,92.16780986,Arch
1,104,0,104,1,0,1,1,1,0,1,1,0,0,1680,16,3,0,3,627,0,627,3,0,3,1,97.44747082,Arch
1423,115713,119751,4038,372,478,850,2,66,237,9,180,9.515279089,210074,386,0,18855,22002,3147,694904,809304,114400,8613,10427,1814,1,66.60720078,Arch
1423,119758,115717,4041,478,372,850,3,126,462,9,180,9.513745732,206036,694,6,19861,20965,1104,735277,768491,33214,9427,9551,124,1,66.60720078,Arch
1423,115906,119991,4085,372,478,850,2,66,237,9,180,9.516624995,210170,387,1,18863,22017,3154,695105,809664,114559,8613,10429,1816,1,66.57480953,Arch
1423,120001,115910,4091,478,372,850,3,126,462,9,180,9.515079665,206085,1685,10,19875,20973,1098,735644,768692,33048,9429,9551,122,1,66.57480953,Arch
1423,115951,120015,4064,372,478,850,2,66,237,9,180,9.516806945,210194,31,0,18868,22021,3153,695221,809731,114510,8614,10429,1815,1,66.59101961,Arch
1423,120065,115986,4079,478,372,850,3,126,462,9,180,9.516035244,206130,1695,20,19879,20978,1099,735889,768808,32919,9431,9552,121,1,66.59101961,Arch
1424,115937,120084,4147,372,479,851,2,66,234,9,180,9.517524107,210297,388,2,18868,22023,3155,695388,811275,115887,8616,10433,1817,1,66.56943769,Arch
1425,120109,115966,4143,479,372,851,3,126,457,9,180,9.517371632,206234,281,2,19885,20979,1094,737509,769226,31717,9436,9558,122,1,66.57489879,Arch
