CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
bb46d2b5757bea4e3513ff261f6e1a1d3afeb4e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,19,0,0,0,0,0,0,0,0,0,0,100,NoArch
354338f2d726f7765abe5bc4c6203f29357ffc2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,20,0,0,0,0,0,0,0,0,0,0,100,NoArch
538b01188b9afe8856856aa8fada631e20f7a242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,100,NoArch
cda916fec41ae56597bcab51efa4fa11f23883e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,21,0,0,0,0,0,0,0,0,0,0,100,NoArch
8ce912135a64cda6bea954d271859ba5f0380a38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,22,0,0,0,0,0,0,0,0,0,0,100,NoArch
4de5465b83a073c67c2f522da4cd282c9316da43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,5,0,0,0,0,0,0,0,0,0,0,100,NoArch
68507effabbb5c0a9134696d84c9241eb788d905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,6,0,0,0,0,0,0,0,0,0,0,100,NoArch
550f82fc4e1dd6cfac6893c4f9ae4c82ebde715d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,23,0,0,0,0,0,0,0,0,0,0,100,NoArch
95a5998df918babcf4b83160d1309dcc68182788,19,152,210,58,0,0,0,2,9,965,1,14,3.506076496,8633,135,24,818,819,1,27206,27738,532,343,341,2,1,100,NoArch
fbf6150057c99c2835690275f8e83b6c7141809d,30,115,78,37,0,0,0,2,17,617,1,15,3.997108038,14194,136,24,1396,1391,5,42273,42296,23,692,690,2,1,87.41935484,Arch
2fa774c0fd6a2663fb806cf90856d7e2e1131404,1,5,5,0,0,0,0,3,8,38,1,1,0,281,30,5,30,30,0,980,978,2,7,7,0,0,100,NoArch
a304d628fc88a3d897920cd9eded55507dcbbb91,8,136,54,82,0,0,0,1,11,396,1,5,2.218104495,3700,137,21,294,294,0,11613,11261,352,138,138,0,1,91.64196799,Arch
2d19b69231175a3e54f9f83bd23fe558b22216f7,1,61,1,60,0,0,0,3,8,3,1,1,0,496,31,6,64,53,11,1311,1109,202,38,36,2,1,100,NoArch
e3ec64ae9d68067a5083793d0181c70f61aac329,9,92,51,41,0,0,0,2,7,697,1,5,2.590799324,3434,138,21,304,303,1,10656,10390,266,155,154,1,1,100,NoArch
75479bf492f5ab13c2faf45f9acba6f895917c2e,7,33,26,7,0,0,0,1,12,89,1,6,2.461648942,3553,139,22,281,281,0,11372,11394,22,114,114,0,1,100,NoArch
cb884efb305197fb2db2c843bc7561a22739a6b7,2,13,25,12,0,0,0,3,9,43,1,1,0.789749254,739,32,4,78,78,0,3570,3589,19,29,29,0,1,100,NoArch
fb86275eff8440eaf396f76e92094525dbfc7ec2,4,360,0,360,2,0,2,1,20,124,1,4,1.563858285,1142,33,4,83,56,27,4649,3736,913,44,26,18,1,90.26465028,Arch
dbc1949bfef2ce9d5c75e741ddc1291e84d80491,6,152,1,151,0,0,0,2,2,1578,1,1,1.99046939,635,34,4,66,46,20,2406,1620,786,38,28,10,0,100,NoArch
afee2667a0cdeb748c1a862487f60b13665bad83,11,79,43,36,1,0,1,1,11,75,1,8,2.798254271,3755,140,6,342,340,2,11102,11047,55,168,168,0,1,86.24067164,Arch
5afdb2b00213e8784893871ec9ad085c9267cdf5,1,16,4,12,0,0,0,1,4,0,1,1,0,223,141,7,19,19,0,427,427,0,14,14,0,1,100,NoArch
129fb8f99c61424a5d0530f2c791ce228735dccc,2,28,0,28,0,0,0,1,10,13,1,2,0.491237342,1322,142,8,84,82,2,3948,3895,53,40,38,2,1,100,NoArch
83bd53eef62d99bb54b5c5bde04870789f8f13c9,2,34,2,32,0,0,0,4,14,921,1,2,0.811278124,298,161,0,25,22,3,1492,1227,265,10,9,1,1,85.54465669,Arch
b466bf4d456b49163598c64ec95637bbfcd0b4ab,1,8,1,7,0,0,0,2,3,143,1,1,0,307,162,1,36,36,0,1338,1302,36,6,6,0,1,100,NoArch
ec073a47cfb55cff958874b2289982e631c4acd8,1,20,0,20,0,0,0,2,3,38,1,1,0,628,163,2,70,68,2,1872,1831,41,32,30,2,1,100,NoArch
67e02405a8f242c8d9e77c135af57f6716671379,1,20,8,12,0,0,0,4,7,38,1,1,0,1345,164,3,139,135,4,3104,3039,65,85,85,0,1,100,NoArch
f7d880936e73d4432f1b37097d0e3d7ac28acf79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,4,0,0,0,0,0,0,0,0,0,1,100,NoArch
27952949ebc4691a0386546bd6250a4e91ddd3ad,12,2005,35,1970,9,0,9,2,3,290,1,4,3.063048698,218,166,5,224,11,213,6310,518,5792,113,9,104,1,92.19108865,Arch
b7452e8f030c4f3ce52d82651ae08736059b12fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,6,0,0,0,0,0,0,0,0,0,1,100,NoArch
d5a655e59a44ee6e18b7734d5dec62718d35bfa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,7,0,0,0,0,0,0,0,0,0,1,100,NoArch
21bdd261315929dabd9ec89e6874cf5bd9ae80ae,1,4,5,1,0,0,0,2,5,47,1,1,0,289,169,8,33,33,0,973,989,16,11,11,0,1,100,NoArch
610896d06864e5e790156d7c301b7c04c8f8735a,3,63,6,57,0,0,0,3,12,229,1,3,1.104505625,1736,170,9,143,137,6,5858,5559,299,47,47,0,1,99.86950848,NoArch
c7531de2afa24f6676bbfe8cec7a97ef844459fe,2,6,9,3,0,0,0,2,12,14,1,2,0.721928095,1362,171,10,84,84,0,3972,3984,12,40,40,0,1,100,NoArch
85da3701723d5a4a2fc92633fddec090130c206c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,11,0,0,0,0,0,0,0,0,0,1,100,NoArch
73cba2e223358231aa1d660f654a9724fad4589c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,12,0,0,0,0,0,0,0,0,0,1,100,NoArch
ad785a16eaa889fbf381b8154ce3d517edf57ba9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,13,0,0,0,0,0,0,0,0,0,1,100,NoArch
