@relation 'AvroData-weka.filters.unsupervised.attribute.Remove-R1-6,9-10,13_predicted'

@attribute JavaFileNum numeric
@attribute TotalChangedLines numeric
@attribute FileChangedNum numeric
@attribute predictedA2A numeric
@attribute A2A numeric

@data
0,0,0,99.998981,100
2,2,0,99.991025,100
1,7,0,99.993721,100
26,65,0,99.000183,100
0,0,0,99.998981,100
16,130,1,96.518077,95.064541
13,12,1,99.486999,99.92554
1,2,0,99.183165,100
97,340,1,94.849705,95.490057
0,0,0,99.998981,100
3,72,0,99.977428,99.898271
0,0,0,99.998981,100
0,0,0,99.998981,100
1,11,0,99.993737,100
1,80,0,99.986991,100
3,32,3,92.3268,90.270889
0,0,0,99.998981,100
0,0,0,99.998981,100
2,47,0,99.989779,100
1,0,0,99.997533,100
1,1,0,99.997567,100
8,84,3,91.361358,90.296181
1,33,0,99.996811,100
1,21,0,99.996644,100
0,0,0,99.998981,100
0,0,0,99.998981,100
7,37,0,99.989011,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,33,0,99.996811,100
0,0,0,99.998981,100
1,33,0,99.996811,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,1,0,99.997567,100
6,25,0,99.939912,100
4,35,0,99.992828,100
0,0,0,99.998981,100
0,0,0,99.998981,100
14,225,2,95.133588,93.598312
0,0,0,99.998981,100
1,4,0,99.993721,100
6,108,0,99.972244,100
3,170,0,99.968836,100
3,51,1,93.486653,99.929775
1,17,0,98.969696,100
0,0,0,99.998981,100
1,119,0,99.987282,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
1,0,0,99.997533,100
6,168,0,99.981654,100
0,0,0,99.998981,100
2,7,0,99.992955,100
0,0,0,99.998981,100
2,16,0,99.992999,100
2,119,1,99.518186,99.545136
1,17,0,98.969696,100
0,0,0,99.998981,100
3,110,1,99.575392,99.756522
2,67,0,99.976994,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,48,1,97.614795,99.548611
0,0,0,99.998981,100
0,0,0,99.998981,100
3,38,0,99.936069,100
0,0,0,99.998981,100
1,17,0,98.969696,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,16,0,99.992375,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,0,0,99.991119,100
4,45,0,99.863829,100
2,119,1,99.518186,99.549237
1,5,0,99.993721,100
1,17,0,98.969696,100
0,0,0,99.998981,100
23,674,7,92.97133,92.571429
0,0,0,99.998981,100
4,268,4,98.92464,99.761083
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,89,1,99.697895,99.84148
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
1,2,0,99.183165,100
2,2,0,99.991025,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,55,0,99.054484,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
7,11,0,99.976081,100
1,17,0,98.969696,100
0,0,0,99.998981,100
2,3,0,99.993726,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
14,40,0,99.83897,100
1,4,0,99.993721,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,11,0,99.992375,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
27,53,0,98.223681,97.378178
3,2,0,99.989502,99.920255
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
7,93,1,99.638205,99.734184
0,0,0,99.998981,100
0,0,0,99.998981,100
2,143,2,98.578738,99.866773
1,0,0,99.997533,100
0,0,0,99.998981,100
1,3,0,99.994177,100
3,15,0,99.992375,100
1,1,0,99.997567,100
1,4,0,99.993721,100
1,0,0,99.997533,100
1,15,0,99.993737,100
1,1,0,99.997567,100
190,285,0,98.496432,100
1,15,0,99.993737,100
6,4,0,99.972232,100
2,7,0,99.992955,100
1,1,0,99.997567,100
157,598,0,98.773569,100
548,690,0,99.39731,99.973319
1,2,0,99.183165,100
6,121,2,99.309817,99.840128
1,1,0,99.997567,100
10,1,0,99.996947,100
6,37,0,99.989283,100
2,7,0,99.992955,100
41,5112,40,89.215051,89.338235
5,720,1,99.421567,99.90953
25,1,0,99.113482,100
13,20,4,93.860146,92.232683
0,0,0,99.998981,100
0,0,0,99.998981,100
3,75,0,99.977428,99.961948
2,57,0,99.664333,99.923839
1,26,0,99.996644,100
1,245,0,99.985521,100
1,2,0,99.183165,100
2,184,2,98.584565,98.804632
1,0,0,99.997533,100
0,0,0,99.998981,100
2,7,0,99.992955,100
1,2,0,99.183165,100
1,3,0,99.994177,100
0,0,0,99.998981,100
9,3985,6,97.424062,99.379788
22,17,0,97.208391,95.834925
2,9,0,99.992955,100
2,0,0,99.998121,100
0,0,0,99.998981,100
4,121,1,99.838742,99.91942
0,0,0,99.998981,100
0,0,0,99.998981,100
6,30,0,99.98789,100
1,0,0,99.997533,100
1,0,0,99.997533,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,57,0,99.630713,100
6,390,1,99.232785,99.919549
3,14,0,99.992375,100
1,34,0,99.996403,100
1,7,0,99.993721,100
7,45,0,99.980905,100
18,342,3,98.81654,99.598716
7,490,1,99.224178,99.919936
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,3,0,99.805602,99.599359
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,15,0,99.992999,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,34,1,99.266007,99.919808
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,3,0,99.805602,99.599359
0,0,0,99.998981,100
6,10,0,99.852278,99.599359
6,10,0,99.852278,99.599359
6,10,0,99.852278,99.599359
4,3,0,99.805602,99.599359
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,15,0,99.992999,100
3,8,0,99.992339,100
2,15,0,99.992999,100
2,7,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,7,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,27,1,99.882597,99.919808
2,7,0,99.992955,100
2,7,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,31,0,99.993592,100
4,31,0,99.993592,100
4,31,0,99.993592,100
4,31,0,99.993592,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,31,0,99.993592,100
0,0,0,99.998981,100
4,31,0,99.993592,100
9,118,0,99.975497,100
4,31,0,99.993592,100
4,31,0,99.993592,100
4,31,0,99.993592,100
12,17,0,99.350905,100
4,31,0,99.993592,100
7,26,0,99.971999,100
4,31,0,99.993592,100
8,28,1,99.85793,99.839936
0,0,0,99.998981,100
0,0,0,99.998981,100
8,28,1,99.85793,99.839936
8,28,1,99.85793,99.839936
8,28,1,99.85793,99.839936
8,28,1,99.85793,99.839936
8,28,1,99.85793,99.839936
8,28,1,99.85793,99.839936
629,0,0,99.896733,100
10,0,0,99.997886,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,24,0,99.995808,100
1,2,0,99.183165,100
629,28,1,98.785762,99.839936
628,0,0,99.896733,100
11,31,1,99.85613,99.839936
0,0,0,99.998981,100
0,0,0,99.998981,100
1,3,0,99.994177,100
11,31,1,99.85613,99.839936
11,31,1,99.85613,99.839936
0,0,0,99.998981,100
0,0,0,99.998981,100
11,31,1,99.85613,99.839936
11,31,1,99.85613,99.839936
0,0,0,99.998981,100
11,31,1,99.85613,99.839936
12,35,1,99.863737,99.839936
11,31,1,99.85613,99.839936
11,31,1,99.85613,99.839936
0,0,0,99.998981,100
1,3,0,99.994177,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
12,34,1,99.863737,99.839936
12,34,1,99.863737,99.839936
4,235,0,99.830504,99.960032
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,44,0,99.989779,100
16,269,1,99.370127,99.79992
17,269,1,99.527657,99.79992
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,56,1,99.270929,100
0,0,0,99.998981,100
0,0,0,99.998981,100
19,325,2,99.806009,99.79992
19,325,2,99.806009,99.79992
0,0,0,99.998981,100
19,325,2,99.806009,99.79992
19,334,2,99.69603,99.79992
19,325,2,99.806009,99.79992
19,325,2,99.806009,99.79992
19,325,2,99.806009,99.79992
19,325,2,99.806009,99.79992
0,0,0,99.998981,100
3,0,0,99.88991,100
0,0,0,99.998981,100
0,0,0,99.998981,100
22,325,2,99.806009,99.79992
0,0,0,99.998981,100
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
22,325,2,99.806009,99.79992
23,335,2,99.66833,99.79992
1,62,0,99.987027,100
1,1,0,99.997567,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
24,396,2,99.813114,99.79992
24,396,2,99.813114,99.79992
0,0,0,99.998981,100
24,396,2,99.813114,99.79992
29,430,2,97.888754,99.79992
24,396,2,99.813114,99.79992
24,396,2,99.813114,99.79992
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
25,396,2,99.813342,99.79992
0,0,0,99.998981,100
25,395,2,99.813917,99.79992
1,0,0,99.997533,100
25,395,2,99.813917,99.79992
25,395,2,99.813917,99.79992
25,395,2,99.813917,99.79992
25,395,2,99.813917,99.79992
40,0,0,94.29989,90.769767
65,395,2,93.404647,90.655509
40,0,0,94.29989,90.750436
25,395,2,99.813917,99.845536
25,395,2,99.813917,99.845536
25,395,2,99.813917,99.845536
0,0,0,99.998981,100
0,0,0,99.998981,100
25,395,2,99.813917,99.845536
25,395,2,99.813917,99.845536
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,0,0,99.998121,100
0,0,0,99.998981,100
27,395,2,99.816508,99.845536
27,395,2,99.816508,99.845536
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
27,395,2,99.816508,99.845536
27,395,2,99.816508,99.845536
21,1644,4,96.049873,95.003353
46,1249,6,94.864144,94.864048
46,1249,6,94.864144,94.864048
1,0,0,99.997533,100
0,0,0,99.998981,100
47,1249,6,94.864144,94.864048
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
47,1249,6,94.864144,94.864048
0,0,0,99.998981,100
47,1249,6,94.864144,94.864048
48,1249,6,94.864144,94.864048
47,1249,6,94.864144,94.864048
47,1249,6,94.864144,94.864048
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
47,1249,6,94.864144,94.864048
0,0,0,99.998981,100
47,1249,6,94.864144,94.864048
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
4,0,0,99.991119,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,0,0,99.998125,100
6,0,0,99.998125,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
51,1249,6,94.864144,94.864048
51,1249,6,94.864144,94.864048
51,1249,6,94.864144,94.864048
51,1249,6,94.864144,94.864048
1,3,0,99.994177,100
1,10,0,99.993721,100
2,7,0,99.992955,100
1,0,0,99.997533,100
0,0,0,99.998981,100
2,7,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
53,1242,6,94.808106,94.864048
1,0,0,99.997533,100
52,1242,6,94.770439,94.864048
52,1242,6,94.770439,94.864048
53,1242,6,94.808106,94.864048
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
10,5,0,99.980263,100
5,1,0,99.997186,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,51,1,92.356595,89.359468
0,0,0,99.998981,100
0,0,0,99.998981,100
64,1197,7,93.026992,93.026992
64,1197,7,93.026992,93.026992
0,0,0,99.998981,100
0,0,0,99.998981,100
3,8,0,99.992339,100
64,1197,7,93.026992,93.026992
0,0,0,99.998981,100
64,1197,7,93.026992,93.026992
64,1197,7,93.026992,93.026992
64,1177,7,93.026992,93.026992
64,1196,7,93.026992,93.026992
64,1196,7,93.026992,93.026992
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,3,0,99.993726,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
64,1199,7,93.026992,93.026992
64,1199,7,93.026992,93.026992
14,120,0,99.77357,100
66,1201,7,93.026992,93.026992
66,1201,7,93.026992,93.026992
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
19,45,0,99.978782,100
2,39,0,99.992509,100
83,1207,7,92.965457,93.026992
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
84,1166,7,92.965457,93.026992
83,1207,7,92.965457,93.026992
2,7,0,99.992955,100
0,0,0,99.998981,100
3,3,0,99.985314,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,51,1,92.356595,92.382813
0,0,0,99.998981,100
2,39,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,0,0,99.998121,100
0,0,0,99.998981,100
79,497,8,90.164526,88.79047
74,1292,6,91.265583,91.176471
76,1292,6,91.560736,91.176471
74,1292,6,91.265583,91.176471
77,1318,7,92.630852,92.610677
0,0,0,99.998981,100
77,1318,7,92.630852,92.610677
77,1318,7,92.630852,92.610677
77,1318,7,92.630852,92.610677
0,0,0,99.998981,100
0,0,0,99.998981,100
3,26,1,99.897201,99.851544
75,1293,6,92.608741,92.67101
0,0,0,99.998981,100
75,1293,6,92.608741,92.67101
76,1293,6,92.533612,92.67101
2,8,0,99.992955,100
0,0,0,99.998981,100
2,1,0,99.997683,100
0,0,0,99.998981,100
79,1284,6,92.553565,92.67101
2,1,0,99.997683,100
0,0,0,99.998981,100
2,2,0,99.991025,100
75,1283,6,92.623468,92.67101
75,1283,6,92.623468,92.67101
75,1283,6,92.623468,92.67101
0,0,0,99.998981,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,0,0,99.88991,100
1,1,0,99.997567,100
0,0,0,99.998981,100
1,4,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,11,0,99.993737,100
1,2,0,99.183165,100
2,40,1,95.387829,99.891931
4,14,0,99.991542,100
1,8,0,99.993721,100
2,25,0,99.995808,100
2,18,0,93.55414,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,3,0,99.994177,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,168,0,99.968836,99.964003
0,0,0,99.998981,100
2,10,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,36,0,99.992691,100
6,45,0,99.981177,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,20,0,99.997056,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,58,2,99.670511,99.78394
2,18,0,93.55414,100
1,4,0,99.993721,100
3,534,1,99.534039,99.89197
6,2,0,99.982309,100
2,3,0,99.993726,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,16,0,99.951749,100
0,0,0,99.998981,100
3,158,0,99.968836,100
1,0,0,99.997533,100
1,24,0,99.996644,100
1,0,0,99.997533,100
1,17,0,98.969696,100
1,4,0,99.993721,100
0,0,0,99.998981,100
4,2,0,99.974143,100
0,0,0,99.998981,100
26,60,0,99.59784,100
3,27,0,99.69589,99.496222
1,18,0,99.999627,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
9,20,0,99.420246,99.111585
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
3,189,2,99.01895,99.824746
21,24,0,99.177494,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,28,0,99.993232,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,45,0,99.863829,99.965011
1,1,0,99.997567,100
0,0,0,99.998981,100
1,8,0,99.993721,100
12,153,2,94.806778,93.074004
0,0,0,99.998981,100
3,47,0,99.855235,100
2,29,0,99.98837,100
2,3,0,99.993726,100
9,312,4,98.746055,99.683544
2,16,0,99.992999,100
1,3,0,99.994177,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,239,1,98.296059,99.942661
0,0,0,99.998981,100
1,1,0,99.997567,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,0,0,99.998121,100
1,52,1,97.066532,99.942726
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
