@relation 'AvroData-weka.filters.unsupervised.attribute.Remove-R1-6,9-10,13_predicted'

@attribute JavaFileNum numeric
@attribute TotalChangedLines numeric
@attribute FileChangedNum numeric
@attribute predictedA2A numeric
@attribute A2A numeric

@data
0,0,0,99.998981,100
2,53,0,99.985998,100
2,37,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,50,0,99.304535,100
3,33,1,97.253211,99.84326
5,44,0,99.946703,99.765442
0,0,0,99.998981,100
0,0,0,99.998981,100
6,6,0,99.980244,100
1,1,0,99.997567,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,73,0,99.982764,100
4,76,1,99.779393,99.688231
0,0,0,99.998981,100
0,0,0,99.998981,100
1,17,0,98.969696,100
0,0,0,99.998981,100
0,0,0,99.998981,100
8,12,0,99.967295,99.92224
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
2,36,0,99.992691,100
1,7,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,13,0,99.993737,100
5,727,4,95.303287,93.754819
9,499,5,90.479304,86.893555
9,109,0,99.924884,99.655884
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,647,4,98.744738,99.310345
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,22,0,99.856566,100
7,669,4,98.956031,99.310345
7,670,4,98.956031,99.310345
44,6208,44,89.087609,88.841722
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
2,7,0,99.992955,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
2,73,1,99.279714,99.618112
4,26,0,99.972534,100
0,0,0,99.998981,100
9,194,1,97.392708,99.89071
1,2,0,99.183165,99.945415
6,403,3,98.873211,99.673025
2,8,0,99.992955,100
2,33,1,92.588364,99.891304
1,1,0,99.997567,100
2,56,1,99.270929,99.783198
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,54,0,99.71317,100
2,747,2,98.90996,99.464955
2,15,0,99.992999,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,63,1,97.900958,96.83985
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
14,210,2,96.900124,98.049234
5,53,0,99.853897,100
2,164,0,99.95943,100
1,2,0,99.183165,100
0,0,0,99.998981,100
2,13,0,99.992999,100
0,0,0,99.998981,100
2,32,0,99.834776,100
9,2,0,99.926557,99.760766
0,0,0,99.998981,100
3,377,0,99.579579,100
2,59,0,94.847896,91.959799
5,408,0,98.713361,100
0,0,0,99.998981,100
4,628,2,98.161674,98.373626
6,1490,3,96.574614,99.691766
0,0,0,99.998981,100
15,1547,7,93.457296,93.913779
2,3,0,99.993726,100
5,5,0,99.984238,100
5,343,4,99.104196,99.431818
3,17,0,97.063604,96.100583
2,3,0,99.993726,100
0,0,0,99.998981,100
7,139,1,99.373731,99.933687
3,3,0,99.985314,100
1,2,0,99.183165,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,6,0,99.993721,100
1,63,0,99.987027,100
7,141,0,99.850087,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,4,0,99.992955,100
1,15,0,99.993737,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,1872,0,99.059666,99.900563
1,0,0,99.997533,100
3,132,2,99.097392,99.834492
3,32,0,99.994888,100
0,0,0,99.998981,100
17,626,7,93.978646,93.253373
23,271,0,95.325171,93.151815
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,2,0,99.991025,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,63,0,99.976994,100
2,37,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,17,0,98.354966,100
0,0,0,99.998981,100
22,1771,0,99.469283,100
2,104,1,99.252107,99.921198
4,16,0,99.991542,100
3,192,0,99.500649,99.495929
6,75,0,99.981915,100
13,384,2,92.725753,88.982786
2,103,1,98.088323,95.591126
11,420,1,92.364136,88.858035
0,0,0,99.998981,100
1,3,0,99.994177,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,9,0,99.993721,100
1,17,0,98.969696,90.534145
0,0,0,99.998981,100
1,4,0,99.993721,100
3,12,0,99.992375,100
2,31,0,99.611854,99.093567
23,4138,23,93.587369,95.344877
2,97,1,98.968966,99.946179
4,502,2,97.306919,96.495655
15,454,2,98.082965,99.853501
3,100,0,99.977718,100
2,94,1,97.727225,96.645161
2,70,0,99.976958,99.85627
0,0,0,99.998981,100
4,68,0,99.9828,100
2,86,0,99.976958,100
0,0,0,99.998981,100
5,275,1,98.864048,99.928212
0,0,0,99.998981,100
2,25,0,99.995808,100
2,148,1,90.830949,86.852086
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,21,0,99.996095,100
1,52,0,99.993656,100
5,655,1,99.057846,99.032587
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
2,43,0,99.972872,100
13,2158,7,91.886499,89.134438
2,103,1,98.088323,99.915825
0,0,0,99.998981,100
0,0,0,99.998981,100
4,74,0,99.982764,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,488,2,98.798592,99.79018
0,0,0,99.998981,100
0,0,0,99.998981,100
5,418,1,99.152775,99.790795
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
10,180,0,99.672382,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,11,0,99.992999,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,18,0,99.95028,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,18,0,99.95028,100
6,18,0,99.95028,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
10,151,0,99.981696,100
4,64,0,99.9828,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,12,0,99.992999,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,13,0,99.993737,100
0,0,0,99.998981,100
2,33,1,92.588364,90.995671
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,15,0,99.993737,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
15,423,0,90.757296,90.664557
2,109,0,99.977248,100
2,78,0,99.976958,100
1,0,0,99.997533,100
0,0,0,99.998981,100
1,1,0,99.997567,100
13,1250,12,98.525682,98.911223
6,195,1,89.892836,89.303691
0,0,0,99.998981,100
0,0,0,99.998981,100
2,15,0,99.992999,100
2,38,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,6,0,99.993721,100
0,0,0,99.998981,100
2,25,0,99.995808,100
2,1,0,99.997683,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,6,0,99.992339,100
2,34,0,99.992691,100
4,16,0,99.991542,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,67,0,99.976994,99.957519
2,20,0,99.997056,100
2,11,0,99.992999,100
4,111,1,99.841026,99.830293
3,95,1,98.922243,98.931624
1,8,0,99.993721,100
2,122,0,99.977248,100
0,0,0,99.998981,100
1,7,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,9,0,99.993721,100
0,0,0,99.998981,100
3,24,1,99.897201,99.913867
0,0,0,99.998981,100
1,17,0,98.969696,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,11,0,99.992999,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,343,2,95.004699,94.835854
3,343,2,95.004699,94.835854
15,448,2,95.723966,94.835854
0,0,0,99.998981,100
5,331,2,94.892277,94.835854
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,13,0,99.993737,100
0,0,0,99.998981,100
2,33,1,92.588364,90.995671
2,33,1,92.588364,90.995671
2,33,1,92.588364,90.995671
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,15,0,99.993737,100
1,15,0,99.993737,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,15,0,99.993737,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,22,0,99.996095,100
2,2,0,99.991025,100
2,89,1,99.747347,100
3,334,2,91.894436,91.046061
0,0,0,99.998981,100
1,1,0,99.997567,100
1,1,0,99.997567,100
1,5,0,99.993721,100
0,0,0,99.998981,100
1,2,0,99.183165,100
1,0,0,99.997533,100
2,331,2,92.707693,91.046061
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,37,1,91.624621,91.011236
1,0,0,99.997533,100
1,2,0,99.183165,91.105354
2,153,0,99.95599,99.820789
0,0,0,99.998981,100
0,0,0,99.998981,100
1,18,0,99.999627,100
7,125,3,91.489046,90.795699
1,19,0,99.997497,100
1,10,0,99.993721,100
10,116,3,91.574334,90.795699
2,12,0,99.992999,100
2,6,0,99.992955,100
0,0,0,99.998981,100
318,0,0,99.896733,100
0,0,0,99.998981,100
2,18,0,93.55414,87.116837
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
9,1543,3,89.553622,87.872683
0,0,0,99.998981,100
327,1938,7,87.992185,87.891101
0,0,0,99.998981,100
2,22,0,99.996095,100
2,2,0,99.991025,100
2,89,1,99.747347,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,37,1,91.624621,91.011236
1,0,0,99.997533,100
1,2,0,99.183165,91.105354
2,153,0,99.95599,99.820789
0,0,0,99.998981,100
0,0,0,99.998981,100
1,18,0,99.999627,100
3,38,0,99.936069,100
2,12,0,99.992999,100
2,6,0,99.992955,100
0,0,0,99.998981,100
318,0,0,99.896733,100
0,0,0,99.998981,100
2,18,0,93.55414,87.116837
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
9,1543,3,89.553622,87.872683
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
15,423,0,90.757296,90.664557
15,423,0,90.757296,90.664557
15,423,0,90.757296,90.664557
1,1,0,99.997567,100
331,1889,8,86.827432,86.443515
331,1889,8,86.827432,86.443515
2,109,0,99.977248,100
1,1,0,99.997567,100
14,1251,12,98.44308,98.911223
6,195,1,89.892836,89.303691
0,0,0,99.998981,100
2,78,0,99.976958,100
1,0,0,99.997533,100
1,0,0,99.997533,100
2,78,0,99.976958,100
2,78,0,99.976958,100
1,0,0,99.997533,100
21,1446,13,89.614839,88.337574
1,0,0,99.997533,100
20,1446,13,89.644178,88.337574
2,15,0,99.992999,100
2,38,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,6,0,99.993721,100
0,0,0,99.998981,100
2,25,0,99.995808,100
2,1,0,99.997683,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,6,0,99.992339,100
2,34,0,99.992691,100
2,360,2,98.132117,98.981756
6,344,2,98.115715,98.981756
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,67,0,99.976994,99.957519
2,20,0,99.997056,100
2,11,0,99.992999,100
4,111,1,99.841026,99.830293
3,95,1,98.922243,98.931624
1,8,0,99.993721,100
2,122,0,99.977248,100
0,0,0,99.998981,100
1,7,0,99.993721,100
0,0,0,99.998981,100
39,2028,15,89.875165,87.483981
1,1,0,99.997567,100
13,1250,12,98.525682,98.911223
6,195,1,89.892836,89.303691
0,0,0,99.998981,100
0,0,0,99.998981,100
2,15,0,99.992999,100
2,38,0,99.992509,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,6,0,99.993721,100
0,0,0,99.998981,100
2,25,0,99.995808,100
2,1,0,99.997683,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,6,0,99.992339,100
2,34,0,99.992691,100
4,16,0,99.991542,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,67,0,99.976994,99.957519
2,20,0,99.997056,100
2,11,0,99.992999,100
4,111,1,99.841026,99.830293
3,95,1,98.922243,98.931624
1,8,0,99.993721,100
2,122,0,99.977248,100
0,0,0,99.998981,100
1,7,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,29,0,99.955238,100
3,93,0,99.977428,100
1,0,0,99.997533,100
1,4,0,99.993721,100
2,38,0,99.992509,99.913793
2,360,2,98.132117,98.039216
6,234,2,96.073088,98.039216
7,9,0,99.977003,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
19,290,0,99.941347,99.913793
19,290,0,99.941347,99.913793
18,613,6,96.855912,97.371715
18,613,6,96.855912,97.371715
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
19,290,0,99.941347,99.913793
19,290,0,99.941347,99.913793
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,9,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,24,1,99.897201,99.913867
0,0,0,99.998981,100
3,24,1,99.897201,99.913867
3,24,1,99.897201,99.913867
20,299,0,99.940718,99.913941
26,1013,5,96.243993,97.290538
6,714,5,96.961343,97.373906
0,0,0,99.998981,100
20,299,0,99.940718,99.913941
30,1360,9,96.499833,96.890547
1,0,0,99.997533,100
30,1343,9,96.499833,96.890547
0,0,0,99.998981,100
21,282,0,99.765229,99.913941
0,0,0,99.998981,100
9,1049,9,97.640955,96.973466
0,0,0,99.998981,100
0,0,0,99.998981,100
11,274,4,98.968638,99.599359
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
3,2,0,99.989502,100
0,0,0,99.998981,100
3,2,0,99.989502,100
3,2,0,99.989502,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,61,0,99.576834,100
0,0,0,99.998981,100
2,46,0,99.989779,100
2,31,0,99.611854,100
3,41,0,99.199883,99.142507
8,50,0,99.831033,100
1,0,0,99.997533,100
1,0,0,99.997533,100
2,1,0,99.997683,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,1,0,99.997567,100
1,0,0,99.997533,100
1,18,0,99.999627,100
2,10,0,99.992955,100
2,23,0,99.996095,100
0,0,0,99.998981,100
1,0,0,99.997533,100
3,323,1,99.034607,99.958437
1,0,0,99.997533,100
2,1,0,99.997683,100
10,925,7,97.810657,99.253731
4,116,0,99.983143,100
0,0,0,99.998981,100
1,3,0,99.994177,100
1,1,0,99.997567,100
5,25,0,99.812995,99.586093
10,396,1,99.736177,99.834506
10,396,1,99.736177,99.834506
10,396,1,99.736177,99.834506
6,46,1,99.521232,99.917424
2,22,0,99.996095,100
9,39,1,99.421987,99.917424
9,39,1,99.421987,99.917424
9,36,1,99.865526,99.917424
11,71,1,99.729743,99.917424
11,70,1,99.729743,99.917424
15,289,2,98.506441,99.71134
3,33,0,99.994315,100
35,1815,10,98.063949,98.552523
37,1817,10,97.824703,98.552523
6,34,0,99.989341,100
4,6,0,99.984456,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
40,0,0,94.29989,100
6,0,0,99.998125,100
0,0,0,99.998981,100
262,4,0,99.815352,99.917864
517,0,0,99.896733,100
45,173,0,91.240376,90.368509
14,3,0,99.867699,100
9,0,0,99.984217,100
2,8,0,99.992955,100
3,96,1,98.932389,98.851989
0,0,0,99.998981,100
2,24,0,99.995808,100
2,73,0,99.976958,99.92126
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
4,22,0,99.993996,100
4,22,0,99.993996,100
4,22,0,99.993996,100
0,0,0,99.998981,100
2,6,0,99.992955,100
0,0,0,99.998981,100
1,7,0,99.993721,100
0,0,0,99.998981,100
0,0,0,99.998981,100
2,290,0,99.975602,100
0,0,0,99.998981,100
2,290,0,99.975602,100
2,290,0,99.975602,100
0,0,0,99.998981,100
0,0,0,99.998981,100
9,1149,9,98.723527,98.959136
18,901,10,92.33143,90.463725
9,1149,9,98.723527,98.942763
0,0,0,99.998981,100
0,0,0,99.998981,100
1,0,0,99.997533,100
0,0,0,99.998981,100
0,0,0,99.998981,100
6,184,2,95.697145,95.401869
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
18,1637,3,98.764548,99.37719
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
18,1637,3,98.764548,99.37719
0,0,0,99.998981,100
18,1637,3,98.764548,99.37719
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
1,2,0,99.183165,100
12,396,1,98.692801,99.92242
0,0,0,99.998981,100
0,0,0,99.998981,100
1,58,0,99.591691,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
0,0,0,99.998981,100
