CommitID,FileName,FromFile,ToFile,FileDeps,FilesDeps,CommitDeps
bc657e4d93166b6d5c2cdc587aaeca17760099a6,/,0,0,0,0,2864
8570a93e1f6ebc14bc3c78692256122b9ba2c1ea,/,0,0,0,0,2864
82ee5b448983f5074e513c053258c6ed23c8701b,/,0,0,0,0,2864
e90092bce9d3e9436475dc61521e0cd019831a67,/,0,0,0,0,2864
a42a522f34f910961f92ca9145e58647aded8c83,/,0,0,0,0,2864
72846f1daeadda01b3af29f922dc6f840b224b0e,/,0,0,0,0,2864
31a057f5d3db73b196e2bd70ca3ee58015c3e156,/,0,0,0,0,2864
0c771b9a62b93055b93d8426c283be5ab87c212c,/,0,0,0,0,2864
248c4bfefdc5fcc6966910ff2bf0b91d9c4da4ac,/,0,0,0,0,2864
710a001a1b41d465db7a300bfcc03040fcef03b3,GenericData.java,37,95,132,150,5726
,TestSpecificData.java,18,0,18,,
fe9330e56d2d6d356344d5152ca8b4ff3b52b89c,/,0,0,0,0,2865
069f00e0e849775a93c08a74e48fc10b34566d02,/,0,0,0,0,2865
4fdc75209ba54f60b2c5798cff731a11053fbcfd,/,0,0,0,0,2865
4686716c4ef7bb139a371d1de881ad1aaf93a144,/,0,0,0,0,2865
782a9505e82028be7a087ac269e0a30c32ee3258,/,0,0,0,0,2865
e0096f2f9d0036e02f16eb0b111fd68470758351,/,0,0,0,0,2865
d94b460db57b5b7f0c981fbcc5794057c6680aaa,/,0,0,0,0,2865
0f5758b2d0f75c8234443e72c43d2fd38fe1894d,/,0,0,0,0,2865
4707d9abe1202c7266aa8d58711fd22907863cbd,Schema.java,40,255,295,429,17184
,BinaryFragmentToJsonTool.java,11,2,13,,
,CreateRandomFileTool.java,13,1,14,,
,DataFileWriteTool.java,10,2,12,,
,JsonToBinaryFragmentTool.java,9,2,11,,
,Util.java,37,47,84,,
bc19e3a12e033e60c4f5c6c1d7a20fc9f8182da6,/,0,0,0,0,2865
5cb83db6a66a6d60aa01b41160a9c90ad4987736,/,0,0,0,0,2865
3585c45902b99ae5cf5e3086d1dfc61389017d7f,/,0,0,0,0,2865
bdc98484730275bebcc4f22d6e3ffd9f97616920,/,0,0,0,0,2865
ed6a4e1f2aad7cea85bd956165fb7f66277533ea,Schema.java,40,255,295,429,17184
,BinaryFragmentToJsonTool.java,11,2,13,,
,CreateRandomFileTool.java,13,1,14,,
,DataFileWriteTool.java,10,2,12,,
,JsonToBinaryFragmentTool.java,9,2,11,,
,Util.java,37,47,84,,
5662cbbffa89fb8d363ccbee03fe85980e17ba15,Schema.java,40,255,295,429,17184
,BinaryFragmentToJsonTool.java,11,2,13,,
,CreateRandomFileTool.java,13,1,14,,
,DataFileWriteTool.java,10,2,12,,
,JsonToBinaryFragmentTool.java,9,2,11,,
,Util.java,37,47,84,,
df5c513f1e7a606b7333975b6d28784702f77077,/,0,0,0,0,2865
96d2d35fa20a7ec14f699e0c899cc7e21ae3393b,/,0,0,0,0,2865
ada69ac5e0be21c96cdc683ae5152b0a8216e14f,/,0,0,0,0,2865
e11c588ebe034d5f2a043598e600791e38e124bb,/,0,0,0,0,2865
2c6c570d3b66975cfac367334d8a6971801397e5,/,0,0,0,0,2865
f49b2d31fd9a0249a64c049da800db6648792ee0,GenericMain.java,10,0,10,137,28640
,SpecificMain.java,7,0,7,,
,GenerateData.java,3,0,3,,
,FooBarSpecificRecord.java,15,3,18,,
,TypeEnum.java,2,3,5,,
,TestAvroSerialization.java,18,0,18,,
,Player.java,31,0,31,,
,Position.java,5,2,7,,
,Player.java,31,0,31,,
,Position.java,5,2,7,,
bf751dfaada53680f66bc200f3acb04a4d538fd1,Player.java,31,0,31,76,11456
,Position.java,5,2,7,,
,Player.java,31,0,31,,
,Position.java,5,2,7,,
2863a185ee8c6a036ce811e1ecd80eefd7f54401,/,0,0,0,0,2865
02418de9dee7b330552d43183109efa0b50ddf1f,/,0,0,0,0,2865
80ba788ecdccaff5fbc011f6ad619bb62815dc04,/,0,0,0,0,2865
273106bd1186680c54c8101e75e0e7a8a0d83fd1,/,0,0,0,0,2865
4590538073b1b9cb8d4d471e082cfcfc3e1940ff,GenericData.java,37,95,132,145,5728
,TestGenericData.java,13,0,13,,
ee28a20bef542d693312a3fc39239eee33800879,/,0,0,0,0,2865
1ccb4c22c1723d8137c3fa21dc16252af593d76c,/,0,0,0,0,2865
8c30a2d55d841e3da32554b01850fb40aeff9c0f,/,0,0,0,0,2865
b1c5555a70e296c7ea2768c9b6a4adc135ced3bc,/,0,0,0,0,2865
eff0765112207fb19c9d2efd0a14077822a7df0a,/,0,0,0,0,2865
561671b051f565418d4989a1bbed357c8e9a3871,/,0,0,0,0,2865
ab8a15ac2b6685264d88d2c7aaa48d16907ecd17,/,0,0,0,0,2865
37d9f0ca38ccdf1c51ecacf9d679a506d359e2be,/,0,0,0,0,2865
9d5ae9919dfdd8d634704ae47c22c2b43662f7e6,/,0,0,0,0,2865
a8a39c2900559bf2c3f59282f62e7b13603408db,/,0,0,0,0,2865
059e6dff3b0f6ccec866f7061815766f43d7ce22,/,0,0,0,0,2865
7a282100438736e70e0361b94891b5b59157d62f,/,0,0,0,0,2865
faf5af028c53802f30f0d8995d03f8afa1d0ea5c,/,0,0,0,0,2865
bc7091cad925828bfb18c5c282394194e30e2901,/,0,0,0,0,2865
c42c40f728c338b4c144c5cbd431e0513dabf7fe,Main.java,45,0,45,45,2864
a7a547cb8a3b7bb16531ef956b81c663c197fe75,/,0,0,0,0,2865
edd9f5557b344be58b03ed01c3588734c793ac46,LogicalTypes.java,38,5,43,43,5728
,GuavaClasses.java,0,0,0,,
c1be0a192c21792df5d167fbb87eaf2a3f8c0672,GenericData.java,37,95,132,132,2863
9330bcbcf3d91cf72a32ba3c251c634a0f2b9a2b,/,0,0,0,0,2864
a38ca8957c021e8dc532132652c2fb289d8e1d6a,/,0,0,0,0,2864
e810734de79c0be44e2038bede4129189fe68648,/,0,0,0,0,2864
162aa95c11c935a43f2e2130ca3e28279b3ce6fa,/,0,0,0,0,2864
2d192b499d04ff42afb10d06ea178543bc978077,LogicalTypes.java,37,5,42,42,2863
adfe620a98d4b0cd7baec266d58ad886a13a3663,/,0,0,0,0,2864
1c648145f37ccfa331c7790663c005858d35627c,/,0,0,0,0,2864
f896e3381ed648eeca4b90930659e3855d5a097a,/,0,0,0,0,2864
318cbcdf0e314b52950a5a9e93bda97fe307a7a2,/,0,0,0,0,2864
85c9b5f628d16da82e84cfd89c68bbe8942f2ca5,/,0,0,0,0,2864
674b67670758ffa3aa7cc19c83d46720d35bd029,/,0,0,0,0,2864
b2f47a1f498fc758d05a9159fd2a3cb5092e8cd1,/,0,0,0,0,2864
ff5bb456e751e9128606c6bbffe638e256ee2c1c,Conversions.java,15,5,20,424,43830
,LogicalTypes.java,73,7,80,,
,RecordBuilderBase.java,10,13,23,,
,GenericDatumReader.java,17,69,86,,
,GenericDatumWriter.java,21,66,87,,
,TestRecordWithLogicalTypes.java,16,1,17,,
,TestRecordWithoutLogicalTypes.java,9,1,10,,
,TestSpecificLogicalTypes.java,11,0,11,,
,SpecificCompiler.java,24,8,32,,
,TestSpecificCompiler.java,15,1,16,,
,AbstractAvroMojo.java,1,6,7,,
,IDLProtocolMojo.java,7,0,7,,
,ProtocolMojo.java,14,0,14,,
,SchemaMojo.java,7,0,7,,
,SpecificCompilerTool.java,6,1,7,,
941187a2295197d9da2d9a865fda41e621813f4e,SpecificCompiler.java,25,8,33,49,5866
,TestSpecificCompiler.java,15,1,16,,
39481e665620fec527085552c4c71571f5aeb68f,GenericData.java,37,98,135,148,5866
,TestGenericLogicalTypes.java,13,0,13,,
628457545e441b888a597b9ea3a283445c738233,GenericData.java,38,98,136,136,2935
fb7f023daf40c6373dc60db436fe302c70805493,/,0,0,0,0,2936
1fbf64bf84750b8b768f8bcf2800889f9d590588,Conversions.java,18,12,30,30,2935
9d9d5e76c64f168b3d8c91e0afbdbf6dd87b9a7d,BadHeaderException.java,0,0,0,0,38155
,BinaryMessageDecoder.java,0,0,0,,
,BinaryMessageEncoder.java,0,0,0,,
,MessageDecoder.java,0,0,0,,
,MessageEncoder.java,0,0,0,,
,MissingSchemaException.java,0,0,0,,
,RawMessageDecoder.java,0,0,0,,
,RawMessageEncoder.java,0,0,0,,
,SchemaStore.java,0,0,0,,
,ReusableByteArrayInputStream.java,0,0,0,,
,ReusableByteBufferInputStream.java,0,0,0,,
,TestBinaryMessageEncoding.java,0,0,0,,
,GuavaClasses.java,0,0,0,,
c80d1eec0229ea733e0ed0f4e7c0c4b90d81f841,TestRecordWithLogicalTypes.java,17,1,18,106,17874
,TestRecordWithoutLogicalTypes.java,9,1,10,,
,TestSpecificToFromByteArray.java,0,0,0,,
,TestSpecificCompiler.java,15,1,16,,
,Player.java,31,0,31,,
,Player.java,31,0,31,,
40388e5c9c9cb7b3dd567eff97b28e1278c7fcdb,/,0,0,0,0,2995
391dc158b76ca509c40fce262bfc8377eee6d2bf,/,0,0,0,0,2995
cd760da972d3eb6f9b083f28bab5bd4921509f16,SpecificData.java,36,46,82,82,5988
,GuavaClasses.java,0,0,0,,
fa46c9794767d512522824948f3c792dd634b828,BinaryMessageDecoder.java,9,5,14,24,5988
,TestBinaryMessageEncoding.java,10,0,10,,
b55036724d220082f54cdb0060b3926314565da4,/,0,0,0,0,2995
1c9ef72b4b7f3b34d16748c7161ec26b193e7299,/,0,0,0,0,2995
988a3790eef104642546fb9bef8a4cae5a148558,/,0,0,0,0,2995
d60d26639a176494c133b5ef45eb77e5737e002b,SpecificCompiler.java,25,8,33,33,2994
e1c52301082680a0a729d3aaeb8b3b6bbd96e624,/,0,0,0,0,2995
968550da18708c76fd04c13722d996461aa23cb7,Symbol.java,2,18,20,27,5988
,TestSchemaValidation.java,7,0,7,,
79a6d8d81517d45544dba215432f786a9523f76f,SpecificCompiler.java,25,8,33,49,5988
,TestSpecificCompiler.java,15,1,16,,
ba848e21ab275d81b7f33bbcf124efe7f67822bc,/,0,0,0,0,2995
b5d67d41fc6d64558d482f0e6d5b7a699dc62c91,/,0,0,0,0,2995
d5c65e95827ce32ff63e53972787b3f3df7a0788,FooBarSpecificRecord.java,15,3,18,84,8982
,Player.java,33,0,33,,
,Player.java,33,0,33,,
7a15dcdf5252b3b8fc1d1ad440f6080afc06d242,TestSpecificLogicalTypes.java,13,0,13,19,5988
,TestSpecificToFromByteArray.java,6,0,6,,
06f4a1220af45bbd1e428450cf278bf6795fb402,SpecificCompiler.java,25,8,33,115,11976
,TestSpecificCompiler.java,15,1,16,,
,Player.java,33,0,33,,
,Player.java,33,0,33,,
651decfc442179f72064b35ee6a75b14bf6b2194,/,0,0,0,0,2995
322a0731337b27f45a40b5f28d7afa2b1b844e4b,/,0,0,0,0,2995
97e442c83ab4e4547aaeb2df51d79c9b29fe2e3d,/,0,0,0,0,2995
58c0aac536e2ffbf1d1a0ff2f7855f34b036eedb,/,0,0,0,0,2995
a62613adfd7aac53efd19b07ca30bcda5c0093b2,/,0,0,0,0,2995
aa0ee44822a62fd087fa8cca169dfef4e182af0f,GenericData.java,38,103,141,154,5988
,TestGenericData.java,13,0,13,,
f02db39114cd3b1bd02e87b86812f2c0cafdba86,Schema.java,40,267,307,317,5990
,TestSchemaBuilder.java,10,0,10,,
1b91c06e92c4b5dd8e3a3e936b36e54fb9c9e023,SchemaCompatibility.java,14,0,14,26,5990
,TestSchemaCompatibility.java,12,0,12,,
69a343b9c37a5410e4f20fd6cf870a68ebf023ce,BinaryMessageDecoder.java,9,5,14,80,11980
,TestCustomSchemaStore.java,0,0,0,,
,Player.java,33,0,33,,
,Player.java,33,0,33,,
b2a2256775b56eb21c7b3599dc9a766067cd6c27,MapEntry.java,0,0,0,40,9003
,ReflectDatumWriter.java,9,13,22,,
,TestNonStringMapKeys.java,18,0,18,,
30f90d1237060171f9909d0696bd0bb0d0b8c719,TestNettyServer.java,7,5,12,12,3002
92ed81fd2eade11f5352fb0b9395b167f3153d47,GenericData.java,39,103,142,156,6004
,TestGenericData.java,14,0,14,,
b28f0d5f8dd5c99d3fff87527627a44be5fd44c4,/,0,0,0,0,3003
16870af3aa3abe5e2cdc8ccc48ba4ecf20f10f9c,LogicalTypes.java,84,10,94,94,3002
338b443f0d1452b9b1ac4a00eaef162e5a644be7,/,0,0,0,0,3003
c693f54f185c5b3f4a7314f1749693da4ce3b299,/,0,0,0,0,3003
d9017ce768891815ef8a48c7390a5ac40af713a3,/,0,0,0,0,3003
620b2807eb2cee03baa146503454a1cb0054c7f0,/,0,0,0,0,3003
695efafb45f96c9d9ae0f905ef3c33fe75751612,LogicalTypes.java,84,10,94,94,3002
edf6a7e6c38f1a5e941fbc79fd8c7d37d04344cf,/,0,0,0,0,3003
bec6349f46b40fe0a4674062179966696e3026b1,/,0,0,0,0,3003
7ec35ea24ff0270586a26afbc6f6f530d272d1f7,/,0,0,0,0,3003
b2e1627632227d8de32c1ad5631e06e3bb124c14,SpecificRecordBase.java,10,10,20,20,3002
9ae13913c9de6dbc6b6ca05cdfb82f5564a1f5b6,/,0,0,0,0,3003
bd457af368e4de281607835e196e78800278b94e,SchemaBuilder.java,16,9,25,35,9006
,JacksonUtils.java,7,3,10,,
,TestFixed.java,0,0,0,,
6bbcf7658e31cd7e92c459300fd70263b9b89de6,/,0,0,0,0,3005
e38f7074d7c8f9156b39c8310302486ced93767a,TestFixed.java,2,0,2,2,3004
7f2b8dda4be515a3d1f0b60d5175ee500dbe16e2,/,0,0,0,0,3005
31a057f5d3db73b196e2bd70ca3ee58015c3e156,/,0,0,0,0,2864
0c771b9a62b93055b93d8426c283be5ab87c212c,/,0,0,0,0,2864
fe9330e56d2d6d356344d5152ca8b4ff3b52b89c,GenericData.java,37,95,132,150,5726
,TestSpecificData.java,18,0,18,,
782a9505e82028be7a087ac269e0a30c32ee3258,/,0,0,0,0,2865
d94b460db57b5b7f0c981fbcc5794057c6680aaa,/,0,0,0,0,2865
1c5205ef3f1516fa5f3a323057139bffd5758182,Symbol.java,2,17,19,19,8592
,SchemaResolver.java,0,0,0,,
,TestCycle.java,0,0,0,,
ed6a4e1f2aad7cea85bd956165fb7f66277533ea,Symbol.java,2,17,19,34,8637
,SchemaResolver.java,4,0,4,,
,TestCycle.java,11,0,11,,
1f6fa7b79efde2eb999de34334b686a77b23e46a,GenericMain.java,10,0,10,509,42960
,SpecificMain.java,7,0,7,,
,GenerateData.java,3,0,3,,
,Schema.java,40,255,295,,
,Symbol.java,2,17,19,,
,FooBarSpecificRecord.java,15,3,18,,
,TypeEnum.java,2,3,5,,
,SchemaResolver.java,0,0,0,,
,TestCycle.java,0,0,0,,
,TestAvroSerialization.java,18,0,18,,
,BinaryFragmentToJsonTool.java,11,2,13,,
,CreateRandomFileTool.java,13,1,14,,
,DataFileWriteTool.java,10,2,12,,
,JsonToBinaryFragmentTool.java,9,2,11,,
,Util.java,37,47,84,,
57bea12e3a0860958b2060cab4f1193391584839,/,0,0,0,0,2880
8c30a2d55d841e3da32554b01850fb40aeff9c0f,GenericData.java,37,96,133,180,14395
,Symbol.java,2,17,19,,
,TestGenericData.java,13,0,13,,
,SchemaResolver.java,4,0,4,,
,TestCycle.java,11,0,11,,
1910fade19f52b4beccc167507bdc8d417672b81,/,0,0,0,0,2865
b1c5555a70e296c7ea2768c9b6a4adc135ced3bc,/,0,0,0,0,2865
eff0765112207fb19c9d2efd0a14077822a7df0a,/,0,0,0,0,2865
561671b051f565418d4989a1bbed357c8e9a3871,/,0,0,0,0,2865
ab8a15ac2b6685264d88d2c7aaa48d16907ecd17,/,0,0,0,0,2865
a3957200a86a4582c6622738caacd153f0ad7882,/,0,0,0,0,2865
146c5285030aab67ac172b659e8b748335cd2275,/,0,0,0,0,2865
37d9f0ca38ccdf1c51ecacf9d679a506d359e2be,/,0,0,0,0,2865
9d5ae9919dfdd8d634704ae47c22c2b43662f7e6,/,0,0,0,0,2865
00b1c43740a78540c64c36731b4de64b3402d181,/,0,0,0,0,2865
7ff749b8f26a3f3c90d3b480a35434fb0352b278,/,0,0,0,0,2865
a8a39c2900559bf2c3f59282f62e7b13603408db,/,0,0,0,0,2865
1abf6c2dc31528cc6cd0675a215932c81e7075c9,/,0,0,0,0,2865
059e6dff3b0f6ccec866f7061815766f43d7ce22,/,0,0,0,0,2865
e747a43c3fbb5189175ddce143c1a587f1e8a26c,/,0,0,0,0,2865
7a282100438736e70e0361b94891b5b59157d62f,/,0,0,0,0,2865
faf5af028c53802f30f0d8995d03f8afa1d0ea5c,/,0,0,0,0,2865
cfa305bc381a8bc4d428ce88eb1a3ff6668d7953,/,0,0,0,0,2865
080cd772f235a8f490928ce512aa62089af0f203,/,0,0,0,0,2865
bc7091cad925828bfb18c5c282394194e30e2901,/,0,0,0,0,2865
2564afeb1fdc4792603f7ddc1a7b3b347d05b54e,Main.java,45,0,45,45,2864
c42c40f728c338b4c144c5cbd431e0513dabf7fe,/,0,0,0,0,2865
f7ec67996b66444f9de2284d1ddfaa66297ba51e,LogicalTypes.java,38,5,43,43,5728
,GuavaClasses.java,0,0,0,,
a7a547cb8a3b7bb16531ef956b81c663c197fe75,LogicalTypes.java,37,5,42,42,5726
,GuavaClasses.java,0,0,0,,
60365c1b05181960e141b71ca035164137f2cf64,LogicalTypes.java,38,5,43,43,5728
,GuavaClasses.java,0,0,0,,
edd9f5557b344be58b03ed01c3588734c793ac46,/,0,0,0,0,2864
363360229e7ea5f816d87f9d5747dd4494d3b862,GenericData.java,37,95,132,132,2863
c1be0a192c21792df5d167fbb87eaf2a3f8c0672,/,0,0,0,0,2864
5a2febcb97cd5c71cc620c4f294f2d4d12be3aa9,/,0,0,0,0,2864
693ba378fc15ef8774cddd6ac11b8177a1d3e4f5,/,0,0,0,0,2864
7f2afa8df4167435f4e92c715d65519d01bda2f8,/,0,0,0,0,2864
05f3fced7811cb5c6b3cb07361a4c4563bec5632,/,0,0,0,0,2864
4c9b159c3e03dc0965f5d0eac1884a04856c258a,LogicalTypes.java,37,5,42,42,2863
9330bcbcf3d91cf72a32ba3c251c634a0f2b9a2b,LogicalTypes.java,37,5,42,42,2863
a38ca8957c021e8dc532132652c2fb289d8e1d6a,/,0,0,0,0,2864
e810734de79c0be44e2038bede4129189fe68648,/,0,0,0,0,2864
162aa95c11c935a43f2e2130ca3e28279b3ce6fa,/,0,0,0,0,2864
2d192b499d04ff42afb10d06ea178543bc978077,LogicalTypes.java,37,5,42,42,2863
257aba0638a18380a5f99b6226d01db0a0390e26,/,0,0,0,0,2864
adfe620a98d4b0cd7baec266d58ad886a13a3663,/,0,0,0,0,2864
1c648145f37ccfa331c7790663c005858d35627c,/,0,0,0,0,2864
315d842148d57590a58fafecf6e5ea378e9e0d74,/,0,0,0,0,2864
f896e3381ed648eeca4b90930659e3855d5a097a,/,0,0,0,0,2864
85c9b5f628d16da82e84cfd89c68bbe8942f2ca5,/,0,0,0,0,2864
274c510db79c651cc2141c4e1eaa07df292295dc,/,0,0,0,0,2864
499b756e7dbc5e0cde8f385ec7bd76023dc2534f,/,0,0,0,0,2864
a50068f11e121bf87fa8bc24639af0fc62064633,/,0,0,0,0,2864
9101a42badd32f0540caa28e27ca053a36e936e3,/,0,0,0,0,2864
5e6ffb8d444c0ed3fb6d0180718a9a7c131f2ce6,Schema.java,40,255,295,298,5726
,TestSchemaNormalization.java,3,0,3,,
62ad11dcf765d6735ef652f4252d19e4ded7afae,GenericData.java,37,95,132,145,5726
,TestGenericData.java,13,0,13,,
482adcfa1857033f2a76b07b429a266b0231f433,Symbol.java,2,17,19,19,5726
,SymbolTest.java,0,0,0,,
fd6c4228fbecc6eff3e3ecd5ee27d2ceb46339ff,Symbol.java,2,18,20,20,8601
,SchemaResolver.java,0,0,0,,
,TestCycle.java,0,0,0,,
c299da64ee53de57ea34e589b858d7fe8ada72fd,/,0,0,0,0,2883
3ff1fa8cac828bfaabd082cb82d7ea3a3827f02f,Symbol.java,2,18,20,20,2882
ce16a3fc9e493d50425ecc697e397c486e9c62dd,Symbol.java,2,18,20,20,2882
1158152de6debcf8e5a532585a68a39ab64d78ed,SchemaResolver.java,4,0,4,4,2882
b5e13ff04d1e9b6e5bb02b482b6ef0111268a9ed,/,0,0,0,0,2883
df57d3ad29918b6c45b6fce15d4f0815024d49f2,TestCycle.java,11,0,11,11,2882
a084fcdb5e79b1b8b86710f836ac6afce08c4a54,SchemaResolver.java,4,0,4,4,2882
32067dec274ba93aa0775fcfe990eef3b87b534c,SchemaResolver.java,4,0,4,15,5764
,TestCycle.java,11,0,11,,
e98caa9937c47a4b44c80e0497995fd404102755,/,0,0,0,0,2868
683bc7135b6a69a8d524393f91ada8310a8f9f88,/,0,0,0,0,2868
1de82871ccf2886171efd917aac822b7f2486ad3,/,0,0,0,0,2868
58daaf08a2637e0976cc124571200ce198b3143d,ReflectData.java,33,31,64,64,5734
,TestReflectData.java,0,0,0,,
f4f226378918cce8a722d9795f3df4a6c7219746,DataFileStream.java,12,50,62,62,2870
54eefb8d780237a7108c2a0c91b12282686426ad,ReflectData.java,36,31,67,67,2870
e62b98c7c6ff0c38f142b72d3b3fed7f3d717710,SpecificCompiler.java,18,8,26,39,5738
,TestSpecificCompiler.java,12,1,13,,
4996990874d127f4908c9f55f7bc3a4334e2aed4,/,0,0,0,0,2871
2875665a5bace62f4e7dfb01060cd50a08637b86,/,0,0,0,0,2871
b30b9e7a3365f50aa6f4481705937c462914764d,TestReflectData.java,2,0,2,2,2870
a593cb03f93a9d449723c0e5d765bf2dcf55e132,DataFileStream.java,12,50,62,171,20090
,ReflectData.java,35,31,66,,
,TestReflectData.java,2,0,2,,
,SchemaResolver.java,0,0,0,,
,SpecificCompiler.java,19,8,27,,
,TestSpecificCompiler.java,13,1,14,,
,TestCycle.java,0,0,0,,
cc224aba71ae32f7f371139701bf8f1a9587ad38,SchemaResolver.java,4,0,4,4,2882
21efba087b9fec37500b59e21a8bf5be546ea5a8,SchemaResolver.java,4,0,4,4,2882
4c1463cba1bc268c2ccf2a506d27e6ee84030316,Protocol.java,6,43,49,530,28820
,Schema.java,40,258,298,,
,DataFileStream.java,12,50,62,,
,ReflectData.java,33,31,64,,
,TestReflectData.java,0,0,0,,
,SchemaResolver.java,4,0,4,,
,SpecificCompiler.java,18,9,27,,
,TestCycle.java,11,0,11,,
,TestSpecificCompiler.java,12,1,13,,
,TestProtocolParsing.java,1,1,2,,
ea242ffa266502e9c5ba01a964fc346d217b5846,Player.java,31,0,31,62,5744
,Player.java,31,0,31,,
4cac7c8980791856c3fb7d3377d249cf8dd44b86,Player.java,31,0,31,62,5744
,Player.java,31,0,31,,
96ef881811ac4f8f4017319d5344bcd3164a7bc4,/,0,0,0,0,2873
da22ffcba82efa50aa384b3acdf26561085e14f6,GenericMain.java,10,0,10,5455,913296
,SpecificMain.java,7,0,7,,
,MapReduceAvroWordCount.java,4,0,4,,
,SimpleOrderService.java,0,0,0,,
,SimpleOrderServiceIntegrationTest.java,0,0,0,,
,AvroRemoteException.java,0,18,18,,
,JsonProperties.java,2,28,30,,
,Protocol.java,6,41,47,,
,Schema.java,40,258,298,,
,SchemaBuilder.java,16,8,24,,
,SchemaValidationStrategy.java,2,6,8,,
,SchemaValidator.java,2,5,7,,
,SchemaValidatorBuilder.java,8,2,10,,
,UnresolvedUnionException.java,2,2,4,,
,ValidateCanBeRead.java,4,1,5,,
,ValidateCanRead.java,4,1,5,,
,ValidateMutualRead.java,5,3,8,,
,ErrorBuilder.java,2,1,3,,
,Json.java,10,1,11,,
,RecordBuilder.java,10,7,17,,
,RecordBuilderBase.java,10,9,19,,
,BZip2Codec.java,10,2,12,,
,Codec.java,36,12,48,,
,CodecFactory.java,11,34,45,,
,DataFileConstants.java,0,24,24,,
,DataFileReader.java,10,44,54,,
,DataFileReader12.java,9,1,10,,
,DataFileStream.java,12,50,62,,
,DataFileWriter.java,16,49,65,,
,DeflateCodec.java,4,2,6,,
,FileReader.java,38,60,98,,
,NullCodec.java,4,2,6,,
,SnappyCodec.java,4,3,7,,
,GenericArray.java,1,9,10,,
,GenericData.java,37,95,132,,
,GenericDatumReader.java,17,69,86,,
,GenericDatumWriter.java,21,66,87,,
,GenericRecordBuilder.java,9,2,11,,
,BinaryData.java,5,14,19,,
,BinaryDecoder.java,21,14,35,,
,BinaryEncoder.java,14,21,35,,
,BlockingBinaryEncoder.java,4,1,5,,
,BufferedBinaryEncoder.java,4,2,6,,
,Decoder.java,59,72,131,,
,DecoderFactory.java,7,39,46,,
,DirectBinaryDecoder.java,2,2,4,,
,DirectBinaryEncoder.java,2,2,4,,
,Encoder.java,34,76,110,,
,EncoderFactory.java,9,40,49,,
,JsonDecoder.java,13,6,19,,
,JsonEncoder.java,9,6,15,,
,ParsingDecoder.java,4,3,7,,
,ParsingEncoder.java,2,2,4,,
,ResolvingDecoder.java,11,9,20,,
,ValidatingDecoder.java,9,8,17,,
,ValidatingEncoder.java,8,2,10,,
,Parser.java,4,9,13,,
,ResolvingGrammarGenerator.java,18,5,23,,
,SkipParser.java,2,3,5,,
,Symbol.java,2,18,20,,
,ValidatingGrammarGenerator.java,2,5,7,,
,AvroAlias.java,0,2,2,,
,CustomEncoding.java,3,5,8,,
,FieldAccess.java,1,4,5,,
,FieldAccessReflect.java,7,1,8,,
,FieldAccessUnsafe.java,7,1,8,,
,FieldAccessor.java,2,7,9,,
,ReflectData.java,35,31,66,,
,ReflectDatumReader.java,24,16,40,,
,ReflectDatumWriter.java,9,13,22,,
,ReflectionUtil.java,4,3,7,,
,AvroGenerated.java,0,6,6,,
,SpecificData.java,36,43,79,,
,SpecificDatumReader.java,16,29,45,,
,SpecificDatumWriter.java,9,20,29,,
,SpecificErrorBuilderBase.java,6,0,6,,
,SpecificExceptionBase.java,5,1,6,,
,SpecificFixed.java,3,0,3,,
,SpecificRecordBase.java,9,6,15,,
,SpecificRecordBuilderBase.java,5,3,8,,
,ByteBufferOutputStream.java,0,5,5,,
,Utf8.java,2,52,54,,
,WeakIdentityHashMap.java,0,1,1,,
,AvroTestUtil.java,0,13,13,,
,FooBarSpecificRecord.java,15,3,18,,
,GenerateBlockingData.java,6,0,6,,
,RandomData.java,24,10,34,,
,TestDataFile.java,13,0,13,,
,TestDataFileConcat.java,8,0,8,,
,TestDataFileCustomSync.java,7,0,7,,
,TestProtocol.java,2,0,2,,
,TestSchema.java,21,2,23,,
,TestSchemaBuilder.java,10,0,10,,
,TestSchemaNormalization.java,3,0,3,,
,TypeEnum.java,2,3,5,,
,RecordBuilderBaseTest.java,2,0,2,,
,TestBZip2Codec.java,6,0,6,,
,TestGenericData.java,13,0,13,,
,TestGenericDatumWriter.java,13,0,13,,
,TestGenericRecordBuilder.java,5,0,5,,
,LegacyBinaryEncoder.java,2,1,3,,
,TestBinaryDecoder.java,15,0,15,,
,TestBinaryEncoderFidelity.java,5,0,5,,
,TestBlockingIO.java,4,0,4,,
,TestBlockingIO2.java,5,0,5,,
,TestEncoders.java,11,0,11,,
,TestJsonDecoder.java,6,0,6,,
,TestResolvingIO.java,6,1,7,,
,TestResolvingIOResolving.java,3,0,3,,
,TestValidatingIO.java,9,3,12,,
,TestResolvingGrammarGenerator.java,12,0,12,,
,TestResolvingGrammarGenerator2.java,7,0,7,,
,TestByteBuffer.java,11,0,11,,
,TestNonStringMapKeys.java,18,0,18,,
,TestReflect.java,27,0,27,,
,TestReflectionUtil.java,1,0,1,,
,CaseFinder.java,1,1,2,,
,TestUtf8.java,1,0,1,,
,ProtocolTask.java,4,1,5,,
,SpecificCompiler.java,19,8,27,,
,TestIdl.java,1,0,1,,
,CallFuture.java,1,3,4,,
,Callback.java,0,8,8,,
,DatagramServer.java,4,1,5,,
,HttpTransceiver.java,1,12,13,,
,NettyServer.java,11,11,22,,
