Avro,,Calcite,,Cxf,,Groovy,,Zookeeper,
Release,commit,Release,commit,Release,commit,Release,commit,Release,commit
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,97.27731092,,
,,,,,,,99.86919555,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.60886571,,
,,,,,,,97.17012175,,
,,,,,,,99.39434724,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.21875,,
,,,,,,,99.93206522,,
,,,,,,,100,,
,,,,,,,99.79640312,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.89373114,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93359894,,
,,,,,,,99.76798144,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.74876523,,
,,,,,,,100,,
,,,,,,,99.9017038,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.51044386,,
,,,,,,,99.8699187,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.41822883,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.12930752,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.96646546,,
,,,,,,,100,,
,,,,,,,99.69859344,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.60026649,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.9973262,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.32659933,,
,,,,,,,99.86531987,,
,,,,,,,99.86531987,,
,,,,,,,99.73063973,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93265993,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.76517947,,
,,,,,,,99.6329663,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.06209573,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.15704027,,
,,,,,,,100,,
,,,,,,,99.96898263,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.74155924,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.87853022,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93932039,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.33130699,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,97.38173163,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.97091332,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.79573971,,
,,,,,,,100,,
,,,,,,,99.94152047,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.27092447,,
,,,,,,,99.67967385,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.97086247,,
,,,,,,,99.94169096,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.4199536,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.68180503,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.91291727,,
,,,,,,,99.94196169,,
,,,,,,,98.70854124,,
,,,,,,,99.97029115,,
,,,,,,,99.79240807,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.32905484,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.88499137,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.9137931,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.88505747,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94252874,,
,,,,,,,99.94259472,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94266055,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.71354913,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94275902,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.88558352,,
,,,,,,,100,,
,,,,,,,99.91416309,,
,,,,,,,100,,
,,,,,,,99.94275902,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.34584755,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.80253879,,
,,,,,,,99.69109801,,
,,,,,,,99.69109801,,
,,,,,,,99.66301601,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.80397648,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.66489807,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.91648107,,
,,,,,,,99.80609418,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,97.46004566,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94086339,,
,,,,,,,100,,
,,,,,,,99.64454976,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.12808178,,
,,,,,,,99.20391917,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.78507829,,
,,,,,,,99.6009822,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.96924969,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.81561156,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.08592322,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.87904445,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,97.96359148,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.87417427,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93718593,,
,,,,,,,100,,
,,,,,,,99.59362301,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.84433375,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.626401,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93777225,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.46825149,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.90566038,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.03336452,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.56642924,,
,,,,,,,100,,
,,,,,,,99.93804213,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.8762759,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.90723562,,
,,,,,,,100,,
,,,,,,,99.78354978,,
,,,,,,,99.93823348,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93830969,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93838571,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.96810507,,
,,,,,,,100,,
,,,,,,,99.8729352,,
,,,,,,,100,,
,,,,,,,99.90464081,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.87277354,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.90464081,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.61880559,,
,,,,,,,100,,
,,,,,,,99.14367269,,
,,,,,,,100,,
,,,,,,,99.58990536,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.84281672,,
,,,,,,,100,,
,,,,,,,99.25396332,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.93857494,,
,,,,,,,99.7856049,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.75542648,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.87775061,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.72535856,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.4538835,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.84907938,,
,,,,,,,99.96982498,,
,,,,,,,98.62469438,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.64580199,,
,,,,,,,100,,
,,,,,,,99.85358712,,
,,,,,,,100,,
,,,,,,,99.94145199,,
,,,,,,,100,,
,,,,,,,98.69565217,,
,,,,,,,99.88512349,,
,,,,,,,99.79908152,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94266055,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.33953622,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.97139588,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.91423671,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.79994284,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94285714,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94292237,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.8288648,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.714856,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94298746,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.94301994,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.54648526,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.9717833,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.71854771,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.85962942,,
,,,,,,,100,,
,,,,,,,98.48685957,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.59534648,,
,,,,,,,99.5642143,,
,,,,,,,100,,
,,,,,,,99.94829369,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.53201721,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.82668977,,
,,,,,,,99.6541502,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.8019802,,
,,,,,,,99.97519841,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,99.67508123,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,98.5335019,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,22.18588171,,
,,,,,,,22.59550257,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,94.83681113,,
,,,,,,,100,,
,,,,,,,99.79965655,,
,,,,,,,100,,
,,,,,,,99.94285714,,
,,,,,,,100,,
,,,,,,,98.68871152,,
,,,,,,,100,,
,,,,,,,99.17519909,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,100,,
,,,,,,,16.45021645,,
,,,,,,,100,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
,,,,,,,16.45021645,,
