NMF, TotalAddLines , TotalDeleteLines ,LC,LC_1, FileAdd , FileDelete ,NAD, NUC, AGE, NMS, NMD, Entropy ,MLMF,NDVE,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,a2a,Tag
349,32483,7287,25196,39770,173,13,186,451,203,1,64,6.941523725,1679,1,279,4,,,,,,,,,,86.4307476,Arch
349,7286,32486,25200,39772,17,154,171,380,156,1,64,6.941555358,22941,1,273,1,,,,,,,,,,86.4307476,Arch
349,32495,7303,25192,39798,173,13,186,451,203,1,64,6.942749551,1679,1,261,1,,,,,,,,,,86.4307476,Arch
349,7307,32499,25192,39806,17,154,171,380,154,1,64,6.943414976,22941,1,11,2,,,,,,,,,,86.4307476,Arch
349,32495,7303,25192,39798,173,13,186,451,203,1,64,6.942749551,1679,1,6,0,,,,,,,,,,86.4307476,Arch
349,7307,32499,25192,39806,17,154,171,380,154,1,64,6.943414976,22941,1,586,2,,,,,,,,,,86.4307476,Arch
350,32524,7303,25221,39827,174,13,187,452,206,1,65,6.941626929,1679,1,7,1,,,,,,,,,,86.4307476,Arch
351,7313,32556,25243,39869,17,153,170,380,167,1,65,6.941192346,22779,1,107,0,,,,,,,,,,86.4307476,Arch
351,32561,7310,25251,39871,174,13,187,452,209,1,65,6.940594475,1679,1,262,2,,,,,,,,,,86.4307476,Arch
352,7355,32619,25264,39974,17,154,171,381,168,1,65,6.949368546,22942,1,587,3,,,,,,,,,,86.38387626,Arch
2,64,47,17,111,0,0,0,15,381,1,2,0.339486,0,4,588,4,,,,,,,,,,97.49859472,Arch
351,32580,7310,25270,39890,174,13,187,452,209,1,65,6.9392514,1679,1,10,9,,,,,,,,,,85.1022864,Arch
351,7311,32541,25230,39852,17,154,171,381,167,1,65,6.940572628,22942,1,8,7,,,,,,,,,,85.1022864,Arch
351,32555,7307,25248,39862,174,13,187,452,209,1,65,6.940356809,1679,1,263,3,,,,,,,,,,85.1022864,Arch
351,7311,32559,25248,39870,17,154,171,381,167,1,65,6.941028155,22960,1,9,8,,,,,,,,,,85.1022864,Arch
351,32567,7307,25260,39874,174,13,187,452,208,1,65,6.940928847,1679,1,12,9,,,,,,,,,,85.15042118,Arch
351,7312,32571,25259,39883,17,154,171,382,167,1,65,6.94153306,22972,1,10,8,,,,,,,,,,85.15042118,Arch
355,32778,7417,25361,40195,174,13,187,452,220,1,65,6.956836958,1679,1,886,12,,,,,,,,,,85.15042118,Arch
354,7417,32780,25363,40197,17,154,171,383,168,1,65,6.956857564,22972,1,274,2,,,,,,,,,,85.15042118,Arch
354,32777,7413,25364,40190,174,13,187,452,217,1,65,6.956272929,1679,1,887,13,,,,,,,,,,85.15042118,Arch
365,7702,33390,25688,41092,17,138,155,383,168,1,65,6.993374788,20658,1,792,9,,,,,,,,,,85.25367473,Arch
365,33385,7697,25688,41082,180,13,193,452,224,1,65,6.992730385,1679,1,823,12,,,,,,,,,,85.25367473,Arch
365,7720,33380,25660,41100,17,158,175,384,167,1,65,6.991599807,23257,1,12,9,,,,,,,,,,85.25367473,Arch
374,33809,7715,26094,41524,189,13,202,452,219,1,67,7.028871465,1679,1,0,0,,,,,,,,,,84.83132814,Arch
374,7720,33814,26094,41534,17,167,184,384,160,1,67,7.029504025,23691,1,275,3,,,,,,,,,,84.83132814,Arch
374,33802,7715,26087,41517,189,13,202,452,219,1,67,7.028284141,1679,1,282,6,,,,,,,,,,84.83132814,Arch
374,7729,33862,26133,41591,17,166,183,385,160,1,67,7.028649248,23657,1,590,5,,,,,,,,,,84.8041529,Arch
374,34040,7722,26318,41762,189,13,202,454,209,1,67,7.038034743,1679,1,1,1,,,,,,,,,,84.8041529,Arch
374,7729,34046,26317,41775,17,167,184,385,160,1,67,7.038811401,23869,1,591,5,,,,,,,,,,84.8041529,Arch
374,34079,7737,26342,41816,189,13,202,455,209,1,67,7.034382819,1679,1,894,11,,,,,,,,,,84.8041529,Arch
374,7742,34047,26305,41789,17,167,184,386,160,1,67,7.03789639,23869,1,592,6,,,,,,,,,,84.8041529,Arch
374,33921,7668,26253,41589,189,13,202,456,209,1,67,7.026780861,1679,1,14,4,,,,,,,,,,84.82416804,Arch
374,7673,33926,26253,41599,17,167,184,386,167,1,67,7.027501298,23869,1,13,5,,,,,,,,,,84.82416804,Arch
377,33989,7679,26310,41668,189,13,202,457,214,1,67,7.031493853,1679,1,896,13,,,,,,,,,,84.82416804,Arch
377,7761,34025,26264,41786,17,167,184,387,169,1,67,7.025319884,23869,1,594,8,,,,,,,,,,84.82416804,Arch
377,34029,7756,26273,41785,189,13,202,457,213,1,67,7.026052942,1679,1,897,14,,,,,,,,,,84.82416804,Arch
378,7803,34118,26315,41921,17,167,184,388,170,1,67,7.03244569,23873,1,12,0,,,,,,,,,,84.70976876,Arch
378,34106,7789,26317,41895,190,13,203,459,206,1,67,7.032873936,1679,1,15,5,,,,,,,,,,84.70976876,Arch
380,7805,34136,26331,41941,17,168,185,388,167,1,67,7.036975786,23923,1,595,5,,,,,,,,,,84.70976876,Arch
380,34132,7801,26331,41933,190,13,203,460,210,1,67,7.035976458,1679,1,16,1,,,,,,,,,,84.70976876,Arch
380,7810,34143,26333,41953,17,168,185,389,167,1,67,7.03634399,23923,1,15,3,,,,,,,,,,84.70976876,Arch
380,34139,7806,26333,41945,190,13,203,461,210,1,67,7.035771807,1679,1,18,3,,,,,,,,,,84.70976876,Arch
383,7846,34591,26745,42437,17,168,185,389,168,1,67,7.039741652,24010,1,14,1,,,,,,,,,,84.69700542,Arch
383,34587,7839,26748,42426,192,13,205,465,213,1,67,7.038942729,1679,1,210,2,,,,,,,,,,84.69700542,Arch
383,7872,34633,26761,42505,17,170,187,390,168,1,67,7.035514966,24156,1,16,4,,,,,,,,,,84.69700542,Arch
383,34592,7836,26756,42428,192,13,205,466,213,1,67,7.039124436,1679,1,34,19,,,,,,,,,,84.69700542,Arch
383,7843,34599,26756,42442,17,170,187,390,168,1,67,7.039884117,24156,1,17,5,,,,,,,,,,84.69700542,Arch
383,34592,7836,26756,42428,192,13,205,466,213,1,67,7.039124436,1679,1,35,20,,,,,,,,,,84.69700542,Arch
383,7866,34603,26737,42469,17,170,187,391,168,1,67,7.038016281,24156,1,18,6,,,,,,,,,,84.69700542,Arch
383,34617,7859,26758,42476,192,13,205,467,211,1,67,7.039536406,1679,1,36,21,,,,,,,,,,84.69700542,Arch
383,7869,34677,26808,42546,17,170,187,391,168,1,67,7.044082497,24156,1,22,10,,,,,,,,,,84.71698113,Arch
383,34672,7864,26808,42536,191,13,204,468,211,1,67,7.04332713,1679,1,38,23,,,,,,,,,,84.71698113,Arch
383,7871,34679,26808,42550,17,170,187,391,168,1,67,7.044085038,24156,1,15,1,,,,,,,,,,84.71698113,Arch
383,34672,7864,26808,42536,191,13,204,468,211,1,67,7.04332713,1679,1,2,0,,,,,,,,,,84.71698113,Arch
383,7872,34680,26808,42552,17,170,187,392,168,1,67,7.043946918,24156,1,23,8,,,,,,,,,,84.71698113,Arch
383,34678,7868,26810,42546,191,13,204,470,211,1,67,7.042635709,1679,1,40,23,,,,,,,,,,84.71698113,Arch
383,7872,34680,26808,42552,17,170,187,393,168,1,67,7.043946918,24156,1,24,9,,,,,,,,,,84.71698113,Arch
383,34697,7865,26832,42562,191,13,204,470,211,1,67,7.045144056,1679,1,18,2,,,,,,,,,,84.72581784,Arch
383,7874,34682,26808,42556,17,170,187,393,167,1,67,7.044324166,24156,1,16,2,,,,,,,,,,87.79238138,Arch
420,37335,9176,28159,46511,194,13,207,471,275,1,72,7.20293131,1679,3,902,0,,,,,,,,,,86.44334532,Arch
421,9240,37446,28206,46686,17,173,190,393,166,1,72,7.210472677,24178,4,17,3,,,,,,,,,,83.0952381,Arch
421,37417,9235,28182,46652,195,13,208,471,272,1,72,7.208127843,1679,3,19,3,,,,,,,,,,83.08279647,Arch
421,9241,37423,28182,46664,17,174,191,393,166,1,72,7.208880484,24593,4,276,0,,,,,,,,,,83.08279647,Arch
422,37432,9253,28179,46685,195,13,208,471,275,1,72,7.209678006,1679,3,285,2,,,,,,,,,,83.08279647,Arch
422,9263,37455,28192,46718,17,174,191,393,167,1,72,7.211554931,24593,4,0,0,,,,,,,,,,83.08279647,Arch
422,37450,9258,28192,46708,195,13,208,472,278,1,72,7.210675511,1679,3,3,1,,,,,,,,,,83.08279647,Arch
425,9298,37550,28252,46848,17,174,191,393,171,1,72,7.217783917,24593,4,277,1,,,,,,,,,,83.08279647,Arch
425,37546,9293,28253,46839,195,13,208,473,267,1,72,7.217065541,1679,3,288,5,,,,,,,,,,83.08279647,Arch
425,9299,37552,28253,46851,17,174,191,393,170,1,72,7.217815126,24593,4,278,2,,,,,,,,,,83.08279647,Arch
425,37578,9293,28285,46871,195,13,208,473,266,1,72,7.218650696,1679,3,829,1,,,,,,,,,,83.08279647,Arch
425,9332,37640,28308,46972,17,173,190,393,177,1,72,7.225712444,24531,4,18,4,,,,,,,,,,82.6469111,Arch
425,37634,9326,28308,46960,195,13,208,473,265,1,72,7.225220698,1679,3,833,5,,,,,,,,,,82.6469111,Arch
425,9338,37641,28303,46979,17,174,191,393,177,1,72,7.225920041,24634,4,20,5,,,,,,,,,,82.6469111,Arch
425,37642,9333,28309,46975,195,13,208,473,265,1,72,7.225320945,1679,3,20,2,,,,,,,,,,82.6469111,Arch
425,9343,37635,28292,46978,17,173,190,393,177,1,72,7.225243788,24487,4,21,3,,,,,,,,,,82.6469111,Arch
425,37766,9355,28411,47121,195,13,208,473,265,1,72,7.231658599,1679,3,837,4,,,,,,,,,,82.6469111,Arch
425,9351,37645,28294,46996,17,174,191,393,174,1,72,7.225977136,24623,4,794,0,,,,,,,,,,82.6469111,Arch
425,37570,9350,28220,46920,195,13,208,473,265,1,72,7.224524047,1679,3,838,5,,,,,,,,,,82.6469111,Arch
425,9368,37576,28208,46944,17,174,191,393,174,1,72,7.224510759,24623,4,23,3,,,,,,,,,,82.67202411,Arch
425,37570,9362,28208,46932,195,13,208,473,265,1,72,7.224009186,1679,3,840,7,,,,,,,,,,82.67202411,Arch
425,9368,37576,28208,46944,17,174,191,393,174,1,72,7.224510759,24623,4,596,0,,,,,,,,,,82.67202411,Arch
425,37572,9364,28208,46936,195,13,208,473,265,1,72,7.224367991,1679,3,905,0,,,,,,,,,,82.67202411,Arch
436,9406,37876,28470,47282,20,173,193,393,192,1,73,7.236143608,24142,4,795,1,,,,,,,,,,82.58906172,Arch
436,37865,9395,28470,47260,199,13,212,473,271,1,73,7.235775152,1679,3,841,8,,,,,,,,,,82.58906172,Arch
436,9406,37876,28470,47282,20,176,196,393,192,1,73,7.236143608,24695,4,796,2,,,,,,,,,,82.58906172,Arch
436,37865,9394,28471,47259,199,13,212,473,271,1,73,7.235838888,1679,3,842,5,,,,,,,,,,82.58906172,Arch
169,9872,4429,5443,14301,81,9,90,698,642,2,47,5.347214784,2484,1,459,50,,,,,,,,,,93.73605948,Arch
144,3983,7151,3168,11134,9,29,38,692,668,3,52,6.098906598,2989,0,1237,4,,,,,,,,,,97.83158656,Arch
144,7155,4133,3022,11288,35,0,35,698,286,3,52,6.076572274,35,1,460,47,,,,,,,,,,97.83158656,Arch
144,4348,7102,2754,11450,35,10,45,698,805,2,42,4.735789324,746,1,59,15,,,,,,,,,,94.54202077,Arch
171,10029,4433,5596,14462,82,10,92,698,637,2,47,5.376935827,2485,1,462,48,,,,,,,,,,93.68381943,Arch
144,4347,7100,2753,11447,35,15,50,698,807,2,42,4.735858917,1391,1,1127,4,,,,,,,,,,94.54202077,Arch
171,10058,4439,5619,14497,82,10,92,698,637,2,47,5.377862321,2485,1,463,49,,,,,,,,,,93.99029489,Arch
150,4547,8438,3891,12985,9,31,40,692,666,3,53,6.071465639,4029,0,1242,9,,,,,,,,,,97.51325654,Arch
146,4685,8123,3438,12808,35,11,46,698,799,2,42,4.818685423,1569,1,1974,18,,,,,,,,,,94.05940594,Arch
406,21318,16606,4712,37924,252,57,309,704,580,2,99,6.863011328,10349,1,2033,28,,,,,,,,,,81.11339436,Arch
273,9007,10281,1274,19288,168,73,241,698,605,2,74,6.464580557,10015,0,2007,21,,,,,,,,,,86.75857065,Arch
146,4685,8123,3438,12808,35,18,53,698,799,2,42,4.818685423,4576,1,1975,19,,,,,,,,,,94.05940594,Arch
406,21318,16606,4712,37924,252,66,318,704,580,2,99,6.863011328,10478,1,2034,29,,,,,,,,,,81.11339436,Arch
275,9293,10550,1257,19843,169,73,242,698,593,2,75,6.500308855,10015,0,2008,22,,,,,,,,,,86.72710789,Arch
148,4685,8140,3455,12825,35,19,54,698,792,2,43,4.827308059,4592,1,1976,20,,,,,,,,,,93.84175405,Arch
406,21318,16606,4712,37924,252,66,318,704,580,2,99,6.863011328,10478,1,2038,33,,,,,,,,,,81.06386964,Arch
273,9007,10281,1274,19288,168,73,241,698,600,2,74,6.464580557,10015,0,2010,24,,,,,,,,,,86.72485907,Arch
146,4685,8123,3438,12808,35,18,53,698,799,2,42,4.818685423,4576,1,1978,22,,,,,,,,,,94.04352806,Arch
406,21318,16606,4712,37924,252,66,318,704,580,2,99,6.863011328,10478,1,2040,35,,,,,,,,,,81.06386964,Arch
273,9007,10281,1274,19288,168,73,241,698,600,2,74,6.464580557,10015,0,2011,25,,,,,,,,,,86.72485907,Arch
146,4685,8123,3438,12808,35,18,53,698,799,2,42,4.818685423,4576,1,1979,23,,,,,,,,,,94.04352806,Arch
146,8122,4684,3438,12806,60,10,70,698,770,2,44,4.818267453,2485,1,2012,26,,,,,,,,,,94.04352806,Arch
146,4685,8123,3438,12808,35,19,54,698,799,2,42,4.818685423,5605,1,1980,24,,,,,,,,,,94.04352806,Arch
147,8124,4686,3438,12810,60,10,70,698,771,2,44,4.820849556,2485,1,2015,28,,,,,,,,,,94.04352806,Arch
146,4685,8123,3438,12808,35,19,54,698,799,2,42,4.818685423,5605,1,1983,26,,,,,,,,,,94.04352806,Arch
146,8124,4684,3440,12808,60,10,70,698,770,2,44,4.819402536,2485,1,2016,29,,,,,,,,,,94.04352806,Arch
146,4685,8123,3438,12808,35,19,54,698,798,2,42,4.818685423,5605,1,1986,29,,,,,,,,,,94.04352806,Arch
147,8132,4694,3438,12826,60,10,70,698,767,2,45,4.827542609,2485,1,2019,32,,,,,,,,,,94.04352806,Arch
146,4685,8123,3438,12808,35,19,54,698,799,2,42,4.818685423,5605,1,60,13,,,,,,,,,,94.04352806,Arch
146,8122,4684,3438,12806,60,10,70,698,770,2,44,4.818267453,2485,1,0,0,,,,,,,,,,94.04352806,Arch
147,4695,8134,3439,12829,35,12,47,698,788,2,43,4.828353606,1992,1,61,11,,,,,,,,,,94.04352806,Arch
148,8149,4730,3419,12879,61,10,71,698,775,2,46,4.843884227,2485,1,2026,37,,,,,,,,,,94.04352806,Arch
148,4695,8135,3440,12830,35,19,54,698,791,2,44,4.829153412,5605,1,1987,25,,,,,,,,,,94.04352806,Arch
148,8134,4694,3440,12828,61,10,71,698,766,2,46,4.828737405,2485,1,2029,37,,,,,,,,,,94.04352806,Arch
148,4695,8135,3440,12830,35,19,54,698,791,2,44,4.829153412,5605,1,1128,5,,,,,,,,,,94.04352806,Arch
148,8134,4694,3440,12828,61,10,71,698,766,2,46,4.828737405,2485,1,349,30,,,,,,,,,,94.04352806,Arch
148,4695,8135,3440,12830,35,19,54,698,791,2,44,4.829153412,5605,1,62,11,,,,,,,,,,94.04352806,Arch
149,8136,4696,3440,12832,61,10,71,698,757,2,46,4.83131259,2485,1,2030,38,,,,,,,,,,94.04352806,Arch
148,4698,8143,3445,12841,35,19,54,698,791,2,44,4.832714958,5605,1,1988,26,,,,,,,,,,94.04352806,Arch
148,8159,4697,3462,12856,61,10,71,698,766,2,46,4.83113251,2485,1,350,30,,,,,,,,,,94.04352806,Arch
148,4698,8160,3462,12858,35,19,54,698,791,2,44,4.831547728,5622,1,522,5,,,,,,,,,,94.04352806,Arch
150,8293,4697,3596,12990,63,10,73,698,749,2,46,4.873513986,2485,1,0,0,,,,,,,,,,93.9717665,Arch
148,4698,8160,3462,12858,35,19,54,698,791,2,44,4.831547728,5622,1,0,0,,,,,,,,,,94.03354937,Arch
148,8159,4697,3462,12856,61,10,71,698,766,2,46,4.83113251,2485,1,351,23,,,,,,,,,,94.03354937,Arch
6,101,131,30,232,0,0,0,49,358,1,2,1.804818234,0,3,2035,38,,,,,,,,,,96.49615889,Arch
2,62,32,30,94,0,0,0,9,398,1,1,0.520737569,0,3,2036,38,,,,,,,,,,96.13950019,Arch
178,4790,11299,6509,16089,33,38,71,698,668,2,47,5.458067481,5094,1,1991,24,,,,,,,,,,93.26201201,Arch
179,11299,4790,6509,16089,85,10,95,699,658,2,50,5.458015255,2485,1,2038,40,,,,,,,,,,93.26201201,Arch
179,4795,11290,6495,16085,34,41,75,698,668,2,47,5.456735142,8413,1,1992,25,,,,,,,,,,93.26201201,Arch
179,11316,4796,6520,16112,85,10,95,699,658,2,50,5.462865139,2485,1,2039,37,,,,,,,,,,93.26201201,Arch
232,6941,14473,7532,21414,30,37,67,698,580,3,55,6.095662278,5772,1,1994,20,,,,,,,,,,93.20570571,Arch
182,11470,4953,6517,16423,85,10,95,699,658,2,50,5.520691395,2485,1,2040,34,,,,,,,,,,93.26201201,Arch
182,4948,11467,6519,16415,35,41,76,698,665,2,47,5.51778642,8413,1,1,1,,,,,,,,,,93.26201201,Arch
183,11480,4958,6522,16438,85,10,95,699,649,2,50,5.525686841,2485,1,2041,35,,,,,,,,,,93.26201201,Arch
183,4958,11481,6523,16439,35,40,75,698,664,2,47,5.525735608,8048,1,2,2,,,,,,,,,,93.26201201,Arch
183,11486,4958,6528,16444,85,10,95,699,649,2,50,5.525630997,2485,1,502,19,,,,,,,,,,93.26201201,Arch
183,4958,11486,6528,16444,35,41,76,698,664,2,47,5.525682095,8419,1,1995,21,,,,,,,,,,93.26201201,Arch
184,11487,4959,6528,16446,85,10,95,699,649,2,50,5.526716054,2485,1,503,17,,,,,,,,,,93.26201201,Arch
185,5002,11494,6492,16496,35,39,74,698,656,2,47,5.539233582,5721,1,10,0,,,,,,,,,,93.26201201,Arch
185,11508,4978,6530,16486,85,10,95,699,642,2,50,5.537292406,2485,1,9,0,,,,,,,,,,93.26201201,Arch
185,5020,11512,6492,16532,35,39,74,699,656,2,47,5.544659403,5721,1,2,0,,,,,,,,,,93.26201201,Arch
184,11490,4960,6530,16450,85,10,95,700,649,2,50,5.526912905,2485,1,11,2,,,,,,,,,,93.26201201,Arch
184,4964,11491,6527,16455,35,41,76,700,659,2,47,5.527896983,8421,1,1996,22,,,,,,,,,,93.26201201,Arch
184,11490,4960,6530,16450,85,10,95,701,649,2,50,5.526912905,2485,1,2044,38,,,,,,,,,,93.26201201,Arch
184,4960,11490,6530,16450,35,41,76,700,659,2,47,5.526963985,8421,1,3,3,,,,,,,,,,93.26201201,Arch
184,11490,4960,6530,16450,85,10,95,701,649,2,50,5.526912905,2485,2,531,1,,,,,,,,,,93.26201201,Arch
184,4960,11490,6530,16450,35,41,76,700,659,2,47,5.526963985,8421,1,523,1,,,,,,,,,,93.26201201,Arch
185,11492,4962,6530,16454,85,10,95,701,646,2,50,5.5288387,2485,2,532,2,,,,,,,,,,93.26201201,Arch
184,4960,11490,6530,16450,35,41,76,700,659,2,47,5.526963985,8421,1,524,2,,,,,,,,,,93.26201201,Arch
187,16432,8775,7657,25207,86,10,96,702,634,2,50,4.919961366,2485,2,2045,38,,,,,,,,,,93.13191968,Arch
208,12450,21295,8845,33745,31,41,72,700,682,2,54,4.669178485,8801,1,525,3,,,,,,,,,,92.71535581,Arch
208,21304,12460,8844,33764,89,10,99,703,705,2,57,4.670684467,2485,2,1,1,,,,,,,,,,92.71535581,Arch
237,6934,14238,7304,21172,32,33,65,700,591,3,56,6.14965771,3922,1,1997,10,,,,,,,,,,93.20570571,Arch
208,21324,12460,8864,33784,89,10,99,703,705,2,57,4.670197229,2485,2,507,18,,,,,,,,,,92.71535581,Arch
271,8363,9369,1006,17732,116,6,122,710,214,3,69,5.813552876,922,1,2079,15,,,,,,,,,,87.58181497,Arch
202,6362,6503,141,12865,117,6,123,703,789,2,47,4.930991531,395,1,0,0,,,,,,,,,,87.72333274,Arch
209,12451,21423,8972,33874,31,32,63,700,677,2,54,4.675550794,10123,1,0,0,,,,,,,,,,92.70619039,Arch
209,21423,12451,8972,33874,90,10,100,703,705,2,57,4.675525988,2485,2,2049,15,,,,,,,,,,92.70619039,Arch
209,12451,21423,8972,33874,31,46,77,700,677,2,54,4.675550794,16173,1,1998,7,,,,,,,,,,92.70619039,Arch
209,21423,12451,8972,33874,90,10,100,703,705,2,57,4.675525988,2485,2,2050,16,,,,,,,,,,92.70619039,Arch
196,6483,6272,211,12755,119,4,123,710,190,2,51,4.907051583,196,1,2083,19,,,,,,,,,,87.91519435,Arch
196,6239,6485,246,12724,114,6,120,703,816,2,44,4.89842243,395,1,534,3,,,,,,,,,,87.91519435,Arch
209,12451,21423,8972,33874,31,45,76,700,677,2,54,4.675550794,13760,1,526,3,,,,,,,,,,92.70619039,Arch
210,21429,12452,8977,33881,90,10,100,703,706,2,58,4.67738706,2485,2,0,0,,,,,,,,,,92.70619039,Arch
209,12451,21423,8972,33874,31,46,77,700,677,2,54,4.675550794,16173,1,1999,8,,,,,,,,,,92.70619039,Arch
209,21423,12451,8972,33874,90,10,100,703,705,2,57,4.675525988,2485,2,2054,18,,,,,,,,,,92.70619039,Arch
209,12451,21423,8972,33874,31,46,77,700,677,2,54,4.675550794,16173,1,2001,7,,,,,,,,,,92.70619039,Arch
451,39055,29837,9218,68892,268,14,282,710,590,2,106,6.399956033,2660,1,2089,20,,,,,,,,,,80.32969068,Arch
196,6249,6487,238,12736,113,7,120,703,816,2,44,4.904636552,430,1,2056,17,,,,,,,,,,87.91519435,Arch
209,12451,21423,8972,33874,31,45,76,700,677,2,54,4.675550794,13760,1,2002,8,,,,,,,,,,92.70619039,Arch
451,39063,29845,9218,68908,268,14,282,710,590,2,106,6.399450559,2660,1,2090,21,,,,,,,,,,80.32969068,Arch
196,6245,6486,241,12731,113,7,120,703,820,2,44,4.902476161,430,1,535,4,,,,,,,,,,87.91519435,Arch
209,12451,21423,8972,33874,31,45,76,700,677,2,54,4.675550794,13760,1,0,0,,,,,,,,,,92.70619039,Arch
210,21431,12454,8977,33885,90,10,100,703,703,2,58,4.67823853,2485,2,536,5,,,,,,,,,,92.70619039,Arch
209,12451,21423,8972,33874,31,46,77,700,677,2,54,4.675550794,16173,1,527,4,,,,,,,,,,92.70619039,Arch
453,39605,30395,9210,70000,268,14,282,710,592,2,107,6.446999948,2665,1,2091,21,,,,,,,,,,80.26780733,Arch
197,6269,6507,238,12776,112,7,119,703,810,2,44,4.922632584,430,1,537,6,,,,,,,,,,87.90351188,Arch
209,12451,21423,8972,33874,31,45,76,700,677,2,54,4.675550794,13760,1,528,5,,,,,,,,,,92.70619039,Arch
209,21666,12451,9215,34117,90,10,100,703,704,2,57,4.673423508,2485,2,512,12,,,,,,,,,,92.70619039,Arch
200,6508,6564,56,13072,118,4,122,710,182,2,53,4.930884313,196,1,2092,22,,,,,,,,,,87.90351188,Arch
330,18314,17540,774,35854,177,6,183,706,660,3,80,6.325642135,422,0,1259,6,,,,,,,,,,87.61769408,Arch
209,12451,21682,9231,34133,31,38,69,700,677,2,54,4.672991778,11266,1,2003,7,,,,,,,,,,92.70619039,Arch
209,21682,12451,9231,34133,90,10,100,703,704,2,57,4.67296716,2485,2,538,7,,,,,,,,,,92.70619039,Arch
213,12456,21687,9231,34143,31,46,77,700,659,2,54,4.676046223,16428,1,2004,7,,,,,,,,,,92.70619039,Arch
213,21687,12456,9231,34143,90,10,100,703,696,2,57,4.676021613,2485,2,547,13,,,,,,,,,,92.70619039,Arch
268,11739,12028,289,23767,174,60,234,710,590,2,71,6.557528968,9017,1,512,0,,,,,,,,,,87.8087791,Arch
268,12094,11741,353,23835,171,72,243,705,583,2,69,6.559422253,11228,0,2059,10,,,,,,,,,,87.8087791,Arch
214,12511,21806,9295,34317,31,43,74,701,657,2,54,4.677834462,13530,1,4,0,,,,,,,,,,92.71164268,Arch
459,40684,31806,8878,72490,268,70,338,710,618,2,107,6.521941852,11703,1,514,2,,,,,,,,,,80.20872158,Arch
258,10257,10511,254,20768,168,66,234,705,609,2,66,6.410138536,10026,0,2060,9,,,,,,,,,,85.98047915,Arch
258,10469,10448,21,20917,174,64,238,714,605,2,68,6.414345221,10020,1,2100,16,,,,,,,,,,87.84864097,Arch
259,10621,10743,122,21364,168,67,235,705,608,2,67,6.433116997,10281,0,2061,10,,,,,,,,,,87.6879533,Arch
213,12456,21695,9239,34151,31,43,74,702,659,2,54,4.675816232,13538,1,2006,7,,,,,,,,,,92.71164268,Arch
463,41445,32084,9361,73529,268,70,338,714,629,2,107,6.569851276,11701,1,520,8,,,,,,,,,,80.58234421,Arch
261,11047,11162,115,22209,168,68,236,705,627,2,67,6.489471317,10551,0,2062,5,,,,,,,,,,87.6879533,Arch
213,12456,21695,9239,34151,31,46,77,702,659,2,54,4.675816232,16436,1,2007,4,,,,,,,,,,92.71164268,Arch
465,41864,32510,9354,74374,268,72,340,714,639,2,107,6.605158775,12127,1,526,14,,,,,,,,,,80.58234421,Arch
261,11047,11162,115,22209,168,70,238,705,627,2,67,6.489471317,10970,0,514,2,,,,,,,,,,87.6879533,Arch
218,12751,22051,9300,34802,31,46,77,702,648,2,55,4.755911081,16436,1,2008,5,,,,,,,,,,92.71164268,Arch
465,41864,32679,9185,74543,268,71,339,714,639,2,107,6.600222961,11801,1,2104,8,,,,,,,,,,80.58234421,Arch
259,10365,10599,234,20964,168,68,236,705,625,2,66,6.431930378,10407,0,548,1,,,,,,,,,,87.6879533,Arch
218,12751,22051,9300,34802,31,46,77,702,651,2,55,4.755911081,16436,1,529,0,,,,,,,,,,92.71164268,Arch
218,22051,12751,9300,34802,90,10,100,705,692,2,58,4.755886937,2485,2,516,2,,,,,,,,,,92.71164268,Arch
218,12753,22159,9406,34912,31,44,75,702,651,2,55,4.761517613,13367,1,63,0,,,,,,,,,,92.71164268,Arch
267,24631,15287,9344,39918,96,11,107,706,763,3,65,5.299427973,2724,2,1261,0,,,,,,,,,,92.54623576,Arch
334,13759,14468,709,28227,174,60,234,714,544,3,84,6.805196271,9562,1,2112,7,,,,,,,,,,87.46685522,Arch
260,10241,10489,248,20730,169,67,236,705,619,2,68,6.409848236,10281,0,519,5,,,,,,,,,,87.6879533,Arch
259,10489,10240,249,20729,174,64,238,716,620,2,69,6.409396104,10020,1,2115,10,,,,,,,,,,87.6879533,Arch
336,14503,13910,593,28413,177,67,244,709,662,3,84,6.819065652,10281,0,1266,5,,,,,,,,,,87.46685522,Arch
258,10481,10230,251,20711,174,64,238,722,616,2,68,6.404476791,10020,1,2116,11,,,,,,,,,,87.70535241,Arch
260,10306,10481,175,20787,170,67,237,711,624,2,67,6.417699207,10281,0,520,6,,,,,,,,,,87.67437754,Arch
273,14798,25534,10736,40332,30,39,69,702,576,3,62,5.306509965,11846,1,2009,1,,,,,,,,,,92.53313422,Arch
272,25533,14801,10732,40334,98,10,108,711,770,3,65,5.305382899,2485,2,522,6,,,,,,,,,,92.53313422,Arch
274,14840,25779,10939,40619,30,43,73,702,569,3,62,5.327068589,13255,1,0,0,,,,,,,,,,92.49860049,Arch
274,25833,14846,10987,40679,99,10,109,712,770,3,65,5.324103231,2485,2,3,0,,,,,,,,,,92.49860049,Arch
274,14846,25833,10987,40679,30,49,79,703,569,3,62,5.313059776,17651,1,3,0,,,,,,,,,,92.49860049,Arch
