CommitID,NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
f84e41611c1c25f5fc33d96570d1fb629858118b,1,2,2,0,0,0,0,1,2,20,1,1,0.0,180,381,19,10,10,0,790,790,0,10,10,0,0,100.0,NoArch
4a01e40cb40f82b10f794ea5466f751eedf7f7f9,2,6,3,3,0,0,0,2,13,53,1,2,0.764204507,905,26,15,160,160,0,5830,5817,13,46,46,0,0,100.0,NoArch
4834cf15ecd9a8584e37f5c8d0c257e64b05250d,1,0,27,27,0,1,1,2,2,451,1,1,0.0,27,1163,1,0,1,1,0,40,40,0,1,1,1,99.9903035,NoArch
a620b403f4df4e5c8392b2b827942f0c11db35ef,1,1,1,0,0,0,0,2,2,1204,1,1,0.0,75,247,20,9,9,0,327,327,0,3,3,0,0,100.0,NoArch
06949a507495e6b2e5761a11b10b8aab89a00b1b,2,87,16,71,0,0,0,1,5,10,1,2,0.994485462,1484,756,4,200,189,11,6626,6277,349,91,87,4,1,100.0,NoArch
563cc1bc6a79a76270d83bd34d52672131f36835,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1403,1,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
4bba15a7638824d1e16ad3304bfd7d48b8f02518,2,84,11,73,0,0,0,9,85,223,1,2,0.887629706,2890,346,11,258,255,3,19100,18516,584,115,114,1,1,100.0,NoArch
aa1aa58caa992ac48cc1896042a95f8ebd10e693,18,379,374,5,0,0,0,2,7,528,1,11,2.071355301,3406,783,6,271,271,0,17678,17150,528,128,128,0,0,100.0,NoArch
6c859676b3995334e96c16c47653ec72fa70f729,4,55,21,34,0,0,0,11,37,50,2,3,1.708112513,3687,14,12,507,507,0,22508,22275,233,145,145,0,1,99.98194837,NoArch
ede5e3f23ed0aeb2fd6b7a6a5fc47b1cb86a0bbc,1,4,2,2,0,0,0,2,2,26,1,1,0.0,219,186,11,7,7,0,289,275,14,7,7,0,0,100.0,NoArch
e3626e19bccfedb6d147d23c071ef3b30fb2329c,5,22,31,9,0,0,0,5,21,45,3,4,1.89156618,1414,1074,4,162,161,1,7709,7798,89,67,67,0,1,100.0,NoArch
a5bb9bd1d792b1676884f31e5254d9e1c4fbb27c,1,6,0,6,0,0,0,1,2,2,1,1,0.0,139,981,5,11,11,0,746,701,45,6,6,0,1,100.0,NoArch
2241f2064f65b742bc0b4e91eb6d6f09e4212261,1,1,1,0,0,0,0,2,2,546,1,1,0.0,83,332,38,10,10,0,279,279,0,9,9,0,0,100.0,NoArch
0ee6047d012249eb5896fad101f20cec21d1dbd0,1,4,5,1,0,0,0,2,3,33,1,1,0.0,313,141,3,60,60,0,838,849,11,22,22,0,0,100.0,NoArch
60832c0b2d58c0977c2ba90afdb5d7fb40a9350d,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,407,12,0,0,0,0,0,0,0,0,0,0,100.0,NoArch
