0,378
0,377
1,376
1,375
1,374
1,373
1,372
1,371
1,370
1,369
1,368
0,367
1,366
0,365
1,364
1,363
0,362
1,361
0,360
1,359
0,358
1,357
1,356
1,355
1,354
0,353
1,352
1,351
1,350
1,349
1,348
1,347
0,346
1,345
1,344
0,343
1,342
1,341
1,340
1,339
1,338
1,337
1,336
0,335
0,334
1,333
1,332
1,331
1,330
0,329
1,328
1,327
1,326
1,325
1,324
0,323
0,322
1,321
1,320
1,319
1,318
1,317
1,316
0,315
1,314
0,313
1,312
1,311
1,310
0,309
1,308
1,307
1,306
1,305
1,304
0,303
1,302
0,301
0,300
1,299
0,298
1,297
1,296
1,295
0,294
1,293
1,292
1,291
1,290
0,289
0,288
0,287
1,286
1,285
1,284
1,283
0,282
1,281
0,280
0,279
1,278
0,277
0,276
0,275
1,274
0,273
0,272
1,271
1,270
0,269
1,268
1,267
1,266
1,265
1,264
0,263
1,262
1,261
1,260
1,259
1,258
1,257
0,256
1,255
1,254
1,253
1,252
1,251
1,250
1,249
0,248
1,247
1,246
1,245
1,244
0,243
0,242
1,241
0,240
0,239
1,238
1,237
0,236
0,235
1,234
0,233
0,232
0,231
1,230
1,229
1,228
1,227
1,226
1,225
1,224
0,223
0,222
0,221
1,220
1,219
1,218
1,217
1,216
1,215
1,214
1,213
1,212
1,211
1,210
1,209
1,208
0,207
1,206
1,205
1,204
1,203
1,202
1,201
1,200
3,199
1,198
1,197
0,196
0,195
1,194
1,193
1,192
1,191
0,190
1,189
0,188
1,187
1,186
1,185
0,184
1,183
1,182
1,181
1,180
1,179
1,178
1,177
1,176
1,175
1,174
1,173
1,172
1,171
1,170
1,169
1,168
0,167
0,166
1,165
1,164
1,163
0,162
1,161
1,160
1,159
0,158
0,157
1,156
1,155
0,154
0,153
1,152
0,151
1,150
1,149
1,148
1,147
0,146
1,145
0,144
1,143
1,142
2,141
1,140
0,139
2,138
1,137
1,136
1,135
0,134
1,133
1,132
1,131
1,130
1,129
1,128
0,127
1,126
1,125
0,124
0,123
0,122
1,121
1,120
1,119
1,118
1,117
1,116
0,115
1,114
1,113
1,112
1,111
1,110
1,109
1,108
1,107
1,106
1,105
1,104
1,103
1,102
1,101
1,100
1,99
0,98
0,97
1,96
1,95
1,94
1,93
0,92
1,91
1,90
1,89
0,88
1,87
1,86
0,85
1,84
1,83
1,82
1,81
0,80
1,79
1,78
1,77
1,76
1,75
0,74
0,73
1,72
1,71
1,70
0,69
1,68
1,67
0,66
1,65
1,64
0,63
1,62
1,61
1,60
1,59
1,58
0,57
0,56
1,55
1,54
1,53
1,52
1,51
1,50
1,49
0,48
0,47
1,46
1,45
1,44
1,43
1,42
1,41
1,40
1,39
1,38
1,37
1,36
1,35
1,34
1,33
1,32
1,31
0,30
0,29
1,28
1,27
0,26
0,25
1,24
1,23
1,22
1,21
1,20
1,19
0,18
0,17
1,16
1,15
0,14
0,13
0,12
0,11
0,10
0,9
1,8
1,7
1,6
1,5
1,4
0,3
0,2
0,1
